Charges,Bail
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,20000
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,0
Obstruct or Resist,40000
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,10000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,25000
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
Obstruct or Resist,0
