word,female,male,difference,difference_abs,POLARITY VALUE,POLARITY INTENSITY,POS
repetition,0.0014764506127270044,0.0010989206506028888,-0.00037752996212411555,0.00037752996212411555,positive,0.819,NOUN
gaining,0.0009843004084846695,0.0013605684245559576,0.0003762680160712881,0.0003762680160712881,positive,0.959,VERB
layout,0.0009843004084846695,0.0013605684245559576,0.0003762680160712881,0.0003762680160712881,positive,0.997,NOUN
ugly,0.0009843004084846695,0.0013605684245559576,0.0003762680160712881,0.0003762680160712881,negative,-0.802,ADV
distance,0.0009843004084846695,0.0013605684245559576,0.0003762680160712881,0.0003762680160712881,negative,-0.769,VERB
eventually,0.00799744081893794,0.0083727287664982,0.0003752879475602596,0.0003752879475602596,positive,0.825,ADV
macro,0.0011073379595452533,0.0007326137670685926,-0.0003747241924766607,0.0003747241924766607,positive,0.866,ADJ
respective,0.0011073379595452533,0.0007326137670685926,-0.0003747241924766607,0.0003747241924766607,positive,0.915,ADJ
intellect,0.0011073379595452533,0.0007326137670685926,-0.0003747241924766607,0.0003747241924766607,negative,-0.882,ADJ
inevitable,0.0011073379595452533,0.0007326137670685926,-0.0003747241924766607,0.0003747241924766607,negative,-0.875,ADJ
conservative,0.0013534130616664206,0.0017268753080902537,0.00037346224642383313,0.00037346224642383313,positive,0.852,ADJ
permanently,0.0007382253063635022,0.0003663068835342963,-0.0003719184228292059,0.0003719184228292059,negative,-0.831,ADV
refined,0.0007382253063635022,0.0003663068835342963,-0.0003719184228292059,0.0003719184228292059,positive,0.556,VERB
reign,0.0007382253063635022,0.0003663068835342963,-0.0003719184228292059,0.0003719184228292059,negative,-0.825,NOUN
vivid,0.0007382253063635022,0.0003663068835342963,-0.0003719184228292059,0.0003719184228292059,positive,0.875,ADJ
dumber,0.0007382253063635022,0.0003663068835342963,-0.0003719184228292059,0.0003719184228292059,negative,-0.832,NOUN
nuance,0.0007382253063635022,0.0003663068835342963,-0.0003719184228292059,0.0003719184228292059,positive,0.79,NOUN
disregarded,0.0007382253063635022,0.0003663068835342963,-0.0003719184228292059,0.0003719184228292059,negative,-0.465,VERB
investigation,0.0007382253063635022,0.0003663068835342963,-0.0003719184228292059,0.0003719184228292059,positive,0.213,NOUN
preach,0.0007382253063635022,0.0003663068835342963,-0.0003719184228292059,0.0003719184228292059,positive,0.266,NOUN
stability,0.0007382253063635022,0.0003663068835342963,-0.0003719184228292059,0.0003719184228292059,negative,-0.837,NOUN
dollar,0.0007382253063635022,0.0003663068835342963,-0.0003719184228292059,0.0003719184228292059,positive,0.942,NOUN
communist,0.0007382253063635022,0.0003663068835342963,-0.0003719184228292059,0.0003719184228292059,negative,-0.821,NOUN
traffic,0.0007382253063635022,0.0003663068835342963,-0.0003719184228292059,0.0003719184228292059,positive,0.866,NOUN
harmless,0.0007382253063635022,0.0003663068835342963,-0.0003719184228292059,0.0003719184228292059,negative,-0.778,NOUN
shout,0.0017225257148481717,0.00209318219162455,0.00037065647677637817,0.00037065647677637817,negative,-0.988,NOUN
suffered,0.0017225257148481717,0.00209318219162455,0.00037065647677637817,0.00037065647677637817,negative,-0.421,VERB
measure,0.0017225257148481717,0.00209318219162455,0.00037065647677637817,0.00037065647677637817,positive,0.188,NOUN
habit,0.0017225257148481717,0.00209318219162455,0.00037065647677637817,0.00037065647677637817,positive,0.87,NOUN
security,0.0017225257148481717,0.00209318219162455,0.00037065647677637817,0.00037065647677637817,positive,0.329,NOUN
switch,0.007382253063635022,0.007012160341942242,-0.00037009272169278,0.00037009272169278,negative,-0.799,VERB
retroactively,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.867,ADV
bridget,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.801,ADJ
positionality,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.825,NOUN
artsy,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.816,NOUN
inefficiency,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.948,NOUN
shush,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.193,NOUN
rash,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.325,NOUN
patty,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.551,ADP
slope,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.85,NOUN
elizabethan,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.782,NOUN
indie,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.776,VERB
aquatic,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.851,ADJ
uncooperative,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.777,ADJ
mushy,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.812,NOUN
disagreement,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.825,NOUN
insufferable,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.945,ADJ
sabbath,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.836,NOUN
hee,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.26,NOUN
reservation,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.835,NOUN
sweeney,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.871,NOUN
savings,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.808,NOUN
honorifics,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.813,NOUN
exploitative,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.629,ADJ
indefinite,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.909,ADJ
repost,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.823,NOUN
exquisite,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.837,ADJ
kantian,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.139,ADJ
parisian,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.424,ADJ
comply,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.138,NOUN
patron,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.799,NOUN
sociocultural,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.882,ADJ
soldier,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.851,ADJ
improperly,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.835,ADJ
consultation,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.865,NOUN
vicious,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.493,ADJ
ninja,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.188,NOUN
artistically,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.474,ADV
cleverly,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.81,ADV
shrill,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.48,ADJ
fairytale,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.897,ADJ
hyun,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.12,NOUN
euthanasia,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.963,NOUN
citric,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.168,ADJ
cooperation,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.228,NOUN
kat,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.778,NOUN
omnivore,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.189,ADV
fallacious,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.807,ADJ
tribe,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.808,NOUN
festival,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.416,NOUN
drivel,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.856,NOUN
tutelage,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,positive,0.826,NOUN
blurred,0.0003691126531817511,0.0,-0.0003691126531817511,0.0003691126531817511,negative,-0.482,VERB
desire,0.0020916383680299228,0.0024594890751588466,0.00036785070712892385,0.00036785070712892385,positive,0.659,NOUN
switching,0.0024607510212116736,0.00209318219162455,-0.0003675688295871238,0.0003675688295871238,positive,0.812,VERB
choppy,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,negative,-0.298,ADJ
congenial,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.858,ADJ
cherish,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.172,NOUN
lovers,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.864,NOUN
implore,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,negative,-0.646,VERB
collapse,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,negative,-0.198,NOUN
electromagnetism,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.864,NOUN
fabrication,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,negative,-0.845,NOUN
magnetic,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.147,ADJ
wavelength,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,negative,-0.888,NOUN
electromagnetic,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.213,ADJ
abstractly,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.805,ADV
rhodes,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.817,VERB
bald,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,negative,-0.189,ADJ
profit,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.839,NOUN
misread,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,negative,-0.811,NOUN
quadratic,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,negative,-0.855,ADJ
goldstein,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,negative,-0.612,NOUN
acoustics,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.844,NOUN
inertia,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,negative,-0.84,VERB
liao,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.815,ADJ
tradeoff,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.846,NOUN
passions,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.785,NOUN
juice,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.323,VERB
intimately,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.838,ADV
imaging,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.815,VERB
designer,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.835,NOUN
surpass,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,negative,-0.821,NOUN
recursive,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,negative,-0.879,ADJ
pondering,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.85,NOUN
affiliated,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.808,VERB
cream,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,negative,-0.829,ADJ
marxism,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,negative,-0.818,NOUN
dimensional,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.825,ADJ
holloway,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,positive,0.427,NOUN
haunt,0.0,0.0003663068835342963,0.0003663068835342963,0.0003663068835342963,negative,-0.938,NOUN
opening,0.0024607510212116736,0.0028257959586931425,0.0003650449374814689,0.0003650449374814689,positive,0.841,VERB
task,0.0024607510212116736,0.0028257959586931425,0.0003650449374814689,0.0003650449374814689,negative,-0.855,NOUN
cry,0.0024607510212116736,0.0028257959586931425,0.0003650449374814689,0.0003650449374814689,negative,-0.66,NOUN
sight,0.0003691126531817511,0.0007326137670685926,0.0003635011138868415,0.0003635011138868415,positive,0.793,VERB
inherent,0.0003691126531817511,0.0007326137670685926,0.0003635011138868415,0.0003635011138868415,negative,-0.849,ADJ
safely,0.0003691126531817511,0.0007326137670685926,0.0003635011138868415,0.0003635011138868415,positive,0.21,ADV
unavailable,0.0003691126531817511,0.0007326137670685926,0.0003635011138868415,0.0003635011138868415,positive,0.857,ADJ
plane,0.0003691126531817511,0.0007326137670685926,0.0003635011138868415,0.0003635011138868415,positive,0.887,NOUN
miraculously,0.0003691126531817511,0.0007326137670685926,0.0003635011138868415,0.0003635011138868415,negative,-0.865,ADV
reveal,0.0003691126531817511,0.0007326137670685926,0.0003635011138868415,0.0003635011138868415,positive,0.853,ADJ
swear,0.0028298636743934245,0.003192102842227439,0.00036223916783401436,0.00036223916783401436,negative,-0.66,ADJ
irritated,0.0017225257148481717,0.0013605684245559576,-0.0003619572902922141,0.0003619572902922141,negative,-0.191,VERB
productive,0.0017225257148481717,0.0013605684245559576,-0.0003619572902922141,0.0003619572902922141,positive,0.831,ADJ
exhausting,0.0017225257148481717,0.0013605684245559576,-0.0003619572902922141,0.0003619572902922141,negative,-0.495,VERB
lying,0.0017225257148481717,0.0013605684245559576,-0.0003619572902922141,0.0003619572902922141,negative,-0.228,VERB
circles,0.0017225257148481717,0.0013605684245559576,-0.0003619572902922141,0.0003619572902922141,negative,-0.822,NOUN
butt,0.005290614695605099,0.005651591917386285,0.00036097722178118647,0.00036097722178118647,negative,-0.168,ADV
beach,0.0007382253063635022,0.0010989206506028888,0.00036069534423938663,0.00036069534423938663,positive,0.198,VERB
podium,0.0007382253063635022,0.0010989206506028888,0.00036069534423938663,0.00036069534423938663,positive,0.125,ADJ
persuasive,0.0013534130616664206,0.0009942615410216613,-0.00035915152064475934,0.00035915152064475934,positive,0.843,ADJ
chore,0.0013534130616664206,0.0009942615410216613,-0.00035915152064475934,0.00035915152064475934,negative,-0.849,NOUN
downfall,0.0013534130616664206,0.0009942615410216613,-0.00035915152064475934,0.00035915152064475934,negative,-0.417,NOUN
adjustment,0.0013534130616664206,0.0009942615410216613,-0.00035915152064475934,0.00035915152064475934,positive,0.973,VERB
regularly,0.005659727348786849,0.006017898800920581,0.0003581714521337324,0.0003581714521337324,positive,0.806,ADJ
graduation,0.0011073379595452533,0.0014652275341371852,0.0003578895745919319,0.0003578895745919319,positive,0.958,NOUN
microbiology,0.0009843004084846695,0.000627954657487365,-0.0003563457509973045,0.0003563457509973045,positive,0.857,NOUN
pose,0.0009843004084846695,0.000627954657487365,-0.0003563457509973045,0.0003563457509973045,negative,-0.853,ADJ
leadership,0.0009843004084846695,0.000627954657487365,-0.0003563457509973045,0.0003563457509973045,positive,0.873,NOUN
remark,0.0009843004084846695,0.000627954657487365,-0.0003563457509973045,0.0003563457509973045,positive,0.812,NOUN
incompetence,0.0009843004084846695,0.000627954657487365,-0.0003563457509973045,0.0003563457509973045,negative,-0.655,NOUN
passionately,0.0009843004084846695,0.000627954657487365,-0.0003563457509973045,0.0003563457509973045,positive,0.472,ADV
wait,0.019193857965451058,0.01883863972462095,-0.00035521824083010675,0.00035521824083010675,negative,-0.169,VERB
importantly,0.0076283281657561885,0.007273808115895311,-0.00035452004986087724,0.00035452004986087724,positive,0.847,ADV
noticing,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,negative,-0.849,VERB
stereotype,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,negative,-0.667,ADJ
injury,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,negative,-0.846,NOUN
adventure,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,positive,0.93,NOUN
architect,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,positive,0.861,NOUN
demographics,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,negative,-0.769,NOUN
reassured,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,positive,0.819,VERB
whip,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,positive,0.626,ADJ
shoots,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,positive,0.79,ADJ
creature,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,negative,-0.863,NOUN
reevaluate,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,positive,0.119,NOUN
palatable,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,positive,0.144,ADJ
unity,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,positive,0.806,NOUN
redesign,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,positive,0.831,NOUN
democratic,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,positive,0.83,ADJ
credibility,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,positive,0.84,NOUN
reachable,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,positive,0.851,ADJ
accompany,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,positive,0.435,NOUN
dissatisfied,0.0006151877553029184,0.00026164777395306873,-0.0003535399813498497,0.0003535399813498497,negative,-0.807,VERB
judge,0.0018455632659087555,0.0021978413012057776,0.00035227803529702217,0.00035227803529702217,positive,0.841,NOUN
quarantine,0.0018455632659087555,0.0021978413012057776,0.00035227803529702217,0.00035227803529702217,negative,-0.166,NOUN
planet,0.0018455632659087555,0.0021978413012057776,0.00035227803529702217,0.00035227803529702217,positive,0.896,NOUN
available,0.046139081647718884,0.04578836044178703,-0.0003507212059318532,0.0003507212059318532,positive,0.92,ADJ
justice,0.004798464491362764,0.004448012157202169,-0.00035045233416059526,0.00035045233416059526,positive,0.95,NOUN
played,0.004798464491362764,0.004448012157202169,-0.00035045233416059526,0.00035045233416059526,positive,0.795,VERB
overview,0.004798464491362764,0.004448012157202169,-0.00035045233416059526,0.00035045233416059526,positive,0.829,PRT
competing,0.0022146759190905065,0.002564148184740074,0.0003494722656495674,0.0003494722656495674,positive,0.851,VERB
restricted,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,negative,-0.538,VERB
conceited,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,positive,0.932,ADJ
oppenheimer,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,negative,-0.799,NOUN
biz,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,positive,0.834,NOUN
distractions,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,negative,-0.874,NOUN
beam,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,positive,0.766,VERB
happier,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,positive,0.286,ADJ
funky,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,negative,-0.853,ADJ
existential,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,negative,-0.805,ADJ
unintelligible,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,negative,-0.863,ADJ
atom,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,positive,0.202,NOUN
wrongly,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,negative,-0.429,ADV
interference,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,negative,-0.855,NOUN
mistakenly,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,negative,-0.225,ADV
roulette,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,negative,-0.961,VERB
wander,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,negative,-0.851,NOUN
riveting,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,positive,0.994,VERB
adaptation,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,positive,0.154,NOUN
retrieve,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,positive,0.886,NOUN
pulse,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,positive,0.893,NOUN
possess,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,positive,0.796,NOUN
unbearably,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,negative,-0.798,ADV
brace,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,negative,-0.945,NOUN
adamant,0.0001230375510605837,0.0004709659931155238,0.00034792844205494013,0.00034792844205494013,positive,0.837,ADJ
confuses,0.001968600816969339,0.0016222161985090264,-0.0003463846184603126,0.0003463846184603126,negative,-0.279,NOUN
conjunction,0.0004921502042423348,0.00083727287664982,0.0003451226724074853,0.0003451226724074853,positive,0.865,NOUN
operations,0.0004921502042423348,0.00083727287664982,0.0003451226724074853,0.0003451226724074853,negative,-0.858,NOUN
prominent,0.0004921502042423348,0.00083727287664982,0.0003451226724074853,0.0003451226724074853,positive,0.789,ADJ
kills,0.0004921502042423348,0.00083727287664982,0.0003451226724074853,0.0003451226724074853,negative,-0.798,NOUN
wing,0.0004921502042423348,0.00083727287664982,0.0003451226724074853,0.0003451226724074853,positive,0.26,VERB
rapid,0.0004921502042423348,0.00083727287664982,0.0003451226724074853,0.0003451226724074853,positive,0.808,ADJ
exceedingly,0.0004921502042423348,0.00083727287664982,0.0003451226724074853,0.0003451226724074853,negative,-0.863,ADV
gibberish,0.0004921502042423348,0.00083727287664982,0.0003451226724074853,0.0003451226724074853,negative,-0.553,ADJ
cancer,0.0004921502042423348,0.00083727287664982,0.0003451226724074853,0.0003451226724074853,negative,-0.958,NOUN
savage,0.0004921502042423348,0.00083727287664982,0.0003451226724074853,0.0003451226724074853,positive,0.815,NOUN
researcher,0.0029529012254540087,0.0032967619518086662,0.0003438607263546575,0.0003438607263546575,negative,-0.805,NOUN
custom,0.0029529012254540087,0.0032967619518086662,0.0003438607263546575,0.0003438607263546575,positive,0.822,NOUN
agreed,0.0029529012254540087,0.0032967619518086662,0.0003438607263546575,0.0003438607263546575,positive,0.073,VERB
impossibly,0.0015994881637875881,0.00125590931497473,-0.0003435788488128581,0.0003435788488128581,positive,0.831,ADV
realistic,0.0015994881637875881,0.00125590931497473,-0.0003435788488128581,0.0003435788488128581,positive,0.82,ADJ
influential,0.0008612628574240858,0.0012035797601841162,0.0003423169027600303,0.0003423169027600303,positive,0.611,ADJ
inaccurate,0.0008612628574240858,0.0012035797601841162,0.0003423169027600303,0.0003423169027600303,negative,-0.849,NOUN
likable,0.0008612628574240858,0.0012035797601841162,0.0003423169027600303,0.0003423169027600303,positive,0.853,ADJ
cat,0.0008612628574240858,0.0012035797601841162,0.0003423169027600303,0.0003423169027600303,positive,0.177,NOUN
superb,0.0008612628574240858,0.0012035797601841162,0.0003423169027600303,0.0003423169027600303,positive,0.798,NOUN
cutting,0.0008612628574240858,0.0012035797601841162,0.0003423169027600303,0.0003423169027600303,negative,-0.221,VERB
spark,0.0008612628574240858,0.0012035797601841162,0.0003423169027600303,0.0003423169027600303,positive,0.83,ADJ
yes,0.05376740981347507,0.05410875965349462,0.00034134984001955165,0.00034134984001955165,positive,0.689,NOUN
bus,0.0012303755106058368,0.0008896024314404339,-0.0003407730791654029,0.0003407730791654029,positive,0.205,VERB
consensus,0.0012303755106058368,0.0008896024314404339,-0.0003407730791654029,0.0003407730791654029,positive,0.79,NOUN
killing,0.0012303755106058368,0.0008896024314404339,-0.0003407730791654029,0.0003407730791654029,negative,-0.973,VERB
disinterested,0.0012303755106058368,0.0008896024314404339,-0.0003407730791654029,0.0003407730791654029,positive,0.847,VERB
conscious,0.0012303755106058368,0.0008896024314404339,-0.0003407730791654029,0.0003407730791654029,positive,0.906,ADJ
timely,0.003322013878635759,0.0029827846230649838,-0.0003392292555707754,0.0003392292555707754,positive,0.218,ADJ
procrastination,0.0008612628574240858,0.0005232955479061375,-0.0003379673095179484,0.0003379673095179484,negative,-0.256,NOUN
deceiving,0.0008612628574240858,0.0005232955479061375,-0.0003379673095179484,0.0003379673095179484,negative,-0.65,VERB
tiniest,0.0008612628574240858,0.0005232955479061375,-0.0003379673095179484,0.0003379673095179484,negative,-0.842,ADJ
cheerful,0.0008612628574240858,0.0005232955479061375,-0.0003379673095179484,0.0003379673095179484,positive,0.516,ADJ
quantitative,0.0015994881637875881,0.0019361935272527088,0.0003367053634651207,0.0003367053634651207,positive,0.891,ADJ
workshop,0.0015994881637875881,0.0019361935272527088,0.0003367053634651207,0.0003367053634651207,positive,0.804,NOUN
setup,0.0015994881637875881,0.0019361935272527088,0.0003367053634651207,0.0003367053634651207,negative,-0.804,NOUN
erased,0.0004921502042423348,0.00015698866437184126,-0.0003351615398704935,0.0003351615398704935,negative,-0.812,VERB
sensitivity,0.0004921502042423348,0.00015698866437184126,-0.0003351615398704935,0.0003351615398704935,negative,-0.619,NOUN
forgetful,0.0004921502042423348,0.00015698866437184126,-0.0003351615398704935,0.0003351615398704935,positive,0.859,ADJ
counterproductive,0.0004921502042423348,0.00015698866437184126,-0.0003351615398704935,0.0003351615398704935,negative,-0.841,ADJ
meaningfully,0.0004921502042423348,0.00015698866437184126,-0.0003351615398704935,0.0003351615398704935,positive,0.829,ADV
wonky,0.0004921502042423348,0.00015698866437184126,-0.0003351615398704935,0.0003351615398704935,negative,-0.823,VERB
steam,0.0004921502042423348,0.00015698866437184126,-0.0003351615398704935,0.0003351615398704935,positive,0.825,NOUN
violent,0.0004921502042423348,0.00015698866437184126,-0.0003351615398704935,0.0003351615398704935,negative,-0.849,NOUN
toughness,0.0004921502042423348,0.00015698866437184126,-0.0003351615398704935,0.0003351615398704935,positive,0.868,NOUN
facet,0.0004921502042423348,0.00015698866437184126,-0.0003351615398704935,0.0003351615398704935,negative,-0.805,ADJ
cruise,0.0004921502042423348,0.00015698866437184126,-0.0003351615398704935,0.0003351615398704935,negative,-0.819,NOUN
multiply,0.0004921502042423348,0.00015698866437184126,-0.0003351615398704935,0.0003351615398704935,positive,0.148,NOUN
disinterest,0.0004921502042423348,0.00015698866437184126,-0.0003351615398704935,0.0003351615398704935,positive,0.816,ADJ
amazes,0.0004921502042423348,0.00015698866437184126,-0.0003351615398704935,0.0003351615398704935,positive,0.823,VERB
