Professor,Class Code,Class Name,Term Taken,COVID 19 Flag,Date Submitted,Grade,Review
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",Winter 2019,Pre COVID-19,"Submitted March 27, 2019",A,"Corbin's tests are quite tough compared to other physics classes; but if you look at the previous quarters, his grade distribution is quite decent, giving around 25% A's. The key to doing well in his class is going to lecture and understanding the concepts and math behind every single step of his derivations/examples; if you can do that, it's not too hard to apply the same thinking to his exam problems, which usually aren't too different from his lecture problems. Do the discussion/review problems from the TAs, and I'd also recommend looking at Corbin's old exams as well as some of the Feynman lectures. IMO, reading the textbook/doing the recommended HW problems is mostly a waste of time. If you work smart and reasonably hard, this class really isn't too bad, and Corbin does do a good job of teaching physics."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",Winter 2019,Pre COVID-19,"Submitted March 15, 2019",N/A,Corbin is a nice dude and pretty chill but this class almost killed me (and still might). His exams are extremely difficult and his office hours are usually unhelpful since so many people go and often times it's just expanding on what was went over in the lecture. I studied around 30 hours for one of the midterms and still got significantly below average. If you come from a background of not having much high school physics you're pretty much screwed since a lot of times he sort of assumes you already know certain things (and this is coming from a physics major).
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",Fall 2018,Pre COVID-19,"Submitted Dec. 16, 2018",B+,Best professor UCLA has to offer. Would highly recommend.
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",Spring 2018,Pre COVID-19,"Submitted Nov. 11, 2018",B,"I love Corbin, and chose to take him again for 1C. He's literally Jeff Bridges. Super laid back and fun, but also an incredible lecturer. He explains concepts better than anyone else, and takes the time to make sure you understand everything fully. That being said, his tests are incredibly difficult; I got a 17% on the second midterm. He frames exams as ""an opportunity to learn from your mistakes,"" and purposefully makes it nearly impossible to do well. Everyone does poorly on them though so it'll be fine; my 17% got me a B. I highly highly highly recommend taking Corbin for every class you possibly can."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",Winter 2017,Pre COVID-19,"Submitted July 10, 2017",B,"Like all reviews say, Corbin knows what he's talking about. Great lecturer as well, and often funny. His midterms were tight on time, so you have to be prepared because you don't have much time to waste remembering equations and stuff. The final was a lot longer, but more time per question which allowed for more thinking. Overall, his exams are very difficult, although there are parts which are straightforward, so make sure you don't miss those. I didn't think I did well at all, but I ended up with a B, so not too bad."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",Spring 2016,Pre COVID-19,"Submitted Aug. 11, 2016",B,"Cool professor, lovable homie."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",Winter 2016,Pre COVID-19,"Submitted Feb. 19, 2016",NR,This guy destroys my interest in physics. Don't take him.
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",Spring 2015,Pre COVID-19,"Submitted Feb. 3, 2016",B,"Corbin is that professor everyone tells you to take because he gives you a great, solid foundation in physics, and he's a fantastic lecturer.
Unfortunately, I didn't really like his lecturing style and felt that he was a big arrogant at times. Nevertheless, he does cover a lot of material and make it all make sense in some ways, but never enough for midterms and finals. 
It's expected to get low scores on midterms and finals, but honestly if you know a few things pretty well, you're guaranteed to average. But I felt that 90% of students (me included) were essentially trained to aim for partial credit and not really care about getting actual answers right.
Overall not a terrible instructor but just not the right professor for me. Nothing against Corbin or students who like him."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted Sept. 20, 2013",N/A,Seriously one of the best professors I've ever had. Genuinely interested in student learning and very approachable. Make sure you go to his office hours.
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted June 25, 2013",N/A,"This man is the best physics professor I ever met, and I am glad to see every review on this page so far agrees with me.
I took Corbin after having inadvertently sat through his 1B lecture by mistake during Winter (when I was still in 1A), and realizing he was the man I wanted for 1B. Why? Well, for a start, his lectures are phenomenal. That's a bland qualifier, though, so let me be more specific: this man is not afraid of using his head. He does not shy away from mathematics proper (something I have seen far too many otherwise well-meaning professors do, not realizing just how detrimental it is in the long run), and does not believe that a physicist is a human calculator (something I gladly welcome; physics is not arithmetic or ridiculous computation, and anybody who thinks it is is severely mistaken). 
In that vein, you will rarely, if ever, see him perform a calculation. What Corbin specializes in, and what makes him superior to many other professors, are derivations. Nor will these be ordinary derivations. For his final lecture in Spring, Corbin went so far as to derive the exact rate of precession for a charged sphere oscillating at an angular velocity around its axis in a magnetic field (which sounds complicated at first, but Corbin roots it completely in everything you've learnt over the quarter, so that when you see it, you'll kick yourself for not having thought of it sooner.)
Here's a list of what makes his classes unique:
1) He knows more than the book. He is not one of those professors who copies things wholesale from the text and proceeds to do exactly what's in it. Corbin teaches upper divs as well as graduate classes, and in his younger days worked at FermiLab, only the world's premier particle physics institute after CERN, and he brings all that knowledge to bear on the 1 series. He will correct the book on several occasions, teach you advanced stuff, and he will - I promise you this - make you like it, in part because he can actually make you understand and use it by yourself without too much help.
2) Corbin advocates self-sufficiency. He is one of those teachers who will go well and beyond the call of duty to make sure you understand what you're doing (he once let a struggling student actually bunk in his office in the days before the final to avoid distractions from studying), but his main intent and goal is to get you to the point where you could surpass even him. When discussing how to prepare for his midterms, he will ask you to go over your notes, and derive the equations firsthand for yourself. (I went even further, and came up with my own problems - it's really good practice, and will help you loads). He believes in this so much he even made the homework strictly optional: a lot of hard questions, and they're all upto you to do them - Corbin will grade you on the finals and the midterms only. Corbin also believes mathematics was invented for physics, and so it's physical intuition you need to hone - understand what's going on, and the math will work itself out, is what he always says.
3) Corbin is not, contrary to what everybody on this page claims, hard. If you actually go through his old midterms, you will be a little surprised to find they are all actually pretty straightforward - a standard Corbin problem merits no more than three lines of a solution (and if you think I'm joking, the solutions he hands out actually are just that long - that they also make complete sense simultaneously is simply proof that the difficulty of Corbin's problems are exaggerated). 
What makes Corbin legendary for his midterms are a combination of factors: the time limit (fifty minutes is just not enough to solve three Corbin questions), the fact that they test more than one concept (including quite a bit of your math - Corbin is particularly fond of Taylor series, and will have you employ them where you can), that he likes pushing you into unfamiliar ground (on his final, he asked us about semiconductor devices, something which we had never covered) while making you realise just how much of it is actually familiar (on the same question, he asked us nothing about semiconductors, but only gave us certain properties and asked us to work out directly from these properties the effect it would have on the rest of the circuit), and finally, that they're just completely new. It takes skill to solve a completely new problem, one you couldn't have imagined in your wildest dreams, in just fifty minutes. By way of comparison, if all you've ever learned is Euclidean geometry and trigonometry, you're going to have no clue what to do when you have to solve for things on the surface of a sphere, even though everything about such a problem can be solved using Euclidean geometry and trigonometry (no joke, that's how Carl Gauss, the greatest mathematician who ever lived, did it at the tender age of sixteen). Simply put, Corbin is different, not hard, and won't have you go through the material you've already covered and memorized and could do in your sleep if he can help it. 
4) Corbin is awesome at teaching. There simply is no other way to put it. Corbin is a man who likes stories, and for his part is an incredibly talented raconteur: no class goes by without him at least once bursting into some episode from his life that will make you laugh, and simultaneously cherish what he's teaching you. He makes those equations come to life, mainly because he is quite literally deriving them right there (no notes, occasionally from memory, but mostly just making things up as he goes along), and by telling you these amazing stories about the objects his equations describe that will make you in parts gasp, flinch and simply be left spellbound. There is magic to these objects, not rote - a certain splendor and sheer grandeur that many other professors seem to leave out. For this one ability alone, I rank Corbin above every teacher you might possibly meet in the Physics department.
5) He cares about his students. He is one of the few professors who holds office hours four out of five days of the week, responds to every email promptly and with incredible detail, tries to get to know them all, will never short-serve you on information, and will always, always, respond to your questions. Speak up in his classes; it's good for you.
6) His demo days are epic. Do not miss a single one: he showcases really cool stuff, and will do things you thought they only did in Hollywood.
7) Office hours are special. You can ask for help on homework problems if you want, but he likes using them to go beyond the stuff in the classroom. Expect to see problems beyond the standard of the textbook, and sometimes several days ahead of his own lectures. Also, pipe up with good questions. 
And that's really all you need to know. Your only problem may be that Corbin is immensely popular - lines stretch from his office to the entrance of the building sometimes, and his office hours are packed with people, making it hard to get a one-on-one session with him. He also knows when he has a really good TA with him. This TA will be your lifeline. Also, he - rarely, but still there - makes statements that sound confusing and mystical ('Energy is conserved, except when it's not!'), and - still more rarely, but nevertheless - this can get in the way of seeing what he means, for a short while. Lastly, Corbin is a ribald man: don't be put off if he curses or describes how he comes to create midterm problems in a haze of drunken bleariness. That's just the way he is: a man of personality."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted Dec. 24, 2012",N/A,"I had Corbin for 1A, 1B, and 1C. He's easily one of the best instructors I've ever had at UCLA.
Take Corbin if you REALLY want to learn physics. If you're looking for an easy A that can be obtained by memorizing a ton of equations and spitting them out on a test, then you should look elsewhere.
His tests tend to have low averages, but they really test if you know the material well or not. They tend to test deeper concepts, instead of just facts or simplistic examples. For instance, his lecture might discuss a simple mass on a spring for oscillations. The homework might ask about two springs attached to a mass. While his exam will go the next step, and ask about the movement of charge in an RLC circuit. While initially one would think that a circuit has nothing to do with mass and springs, upon further analysis the charge is oscillating in the circuit. 
His lectures are pretty good. He's reasonably entertaining; he makes a few puns here and there with varying humor rating. He introduces the material in a pretty logical fashion and he's pretty enthusiastic about the material. But most importantly he actually does the derivations on the spot. (Although occasionally he refers to his notes). He'll describe his thought processes out loud which makes it easier to understand what an equation actually means. Other instructors I've had do some textbook-like derivation with some lame examples that don't really give a good taste what an equation means, and what it can do.
He's got OH 4 times a week if you are confused. They're pretty helpful, as he'll try and sort out misconceptions you may have, and he'll also give out some other cool examples that are actually pretty interesting/pragmatic. Corbin is also pretty chill by nature, so it shouldn't be too difficult to ask him questions. Even if it's really really stupid (read: trivial), because I've asked him a boatload of ""stupid"" questions. 
If you're an EE, you should really take this guy's 1B course. It'll actually teach you electrostatics pretty damn well if you put the time and effort into it. So much so, that EE1 becomes a ""joke"" compared to 1B. 
As far as grades go, Corbin is one of the more difficult instructors at UCLA, but he's also not draconic in his grading policy. He's pretty fair, and understands that sometimes people have crappy testing days. He does give a reasonable amount of As/Bs out (and not too many Cs and lower). As long as you're doing 1 standard deviation+ on all the exams, you should be in the range for an A. (Don't quote me on that). The Final Exam counts the most for the class- if you haven't been doing well on the midterms, then you should be prepping yourself to murder the Final as even with poor midterm scores you can still get an A.
For reference, I managed to get an A in 1A,B,C and I can assure you that I'm not the sharpest tool in the shed haha. (Although I think I was lucky in 1C) So it IS possible!
TL;DR Classic dilemma that a college student faces: do I want an easy A, or do I actually want to learn the material? If you really want to learn, but still want a decent chance at an A (it's not really free) then take Corbin.
Also, for entertainment purposes, you should ask him about the Color Conspiracy of Muppets."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted July 27, 2012",N/A,"Take him, take him, take him. I had Corbin for 1A and 1B, and he's easily one of the best teachers I've ever had. Yes, his class is hard. Yes, his tests regularly have averages in the ballpark of 30/90. But you should still take his class. Why? You'll learn. Corbin forces you to actually learn physics, so memorizing formulas and plug-and-chugging won't get you anywhere. He'll help you figure out how to approach problems, and how to really think about the concepts behind what you're doing.
Choosing whether or not to enroll in Corbin's class really boils down to why you're in college. Are you here to take easy classes and get straight A's, or are you here to challenge yourself to the point where you can get the most out of your time here? That was a shamelessly condescending question, but that's how I see it. I don't have the greatest grades, but I've made sure to take some of the best teachers I can at UCLA. And honestly, if you put the time into this class, you can definitely get an A. I didn't study as much as I should have because I focused on other classes, and I got a B in 1A, and a B+ in 1B.
On a completely unrelated-to-grades note, Corbin is super chill and nice, looks like Jeff Bridges, and would be a great person to drink whiskey with if the legal drinking age was 18."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted Sept. 17, 2011",N/A,"Corbin is an amazing professor who actually teaches you the material and makes you think about how to solve a problem, as opposed to other professors who give you problems straight out of the textbook. Yes, his tests will make you feel like you failed miserably, but don't worry, he gives A LOT of partial credit and curves massively. I scored 1 standard deviation above average on every test and ended up with an A."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted March 16, 2011",N/A,"Awesome professor, would take again."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted March 11, 2011",N/A,"Super easy class. Didn't read the book or go to lecture. Grade: A+. Dis sho am gud. U JELLY? yeah, u jelly.
Na but seriously this class is fucking hard. AVOID AT ALL COSTS."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted Dec. 23, 2010",N/A,"Professor Corbin is an AMAZING professor and role model. He wants his students to learn about physics and life. After taking 1b I took EE1. The only reason I passed EE1 was because of Corbin. He explained the topics so thoroughly and had great concern for the students.If one student didn't understand something he would spend time on that topic till everybody understood it. I loved his class. I'm not a straight A student and I mostly get B's and C's. I got a B+ in Corbin's class by going to every class and office hours. Discussions were pointless, the TA was too smart for the class. Corbin is such an inspirational teacher than even students that get average grades try harder because Corbin puts in so much effort and time, you automatically want to do well for him. I learned so much about Physics and it prepared me for me EE1 class.Corbin invites his student to come back and visit him. Once a student of his, always a student of his. Corbin is my favorite Professor at UCLA. He teaches with so much passion and is very inspirational."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted Nov. 17, 2010",N/A,"Just so you know where I'm coming from: I got a B in the class. 
The material for the course is difficult in general, but Corbin tries to make it click. I didn't like a few things about him. For starters, he seemed to have a clique of students that he enjoyed (those fortunate enough to be one of the ones to go to his workshop and office hours). I didn't think that was really fair. Some people cannot make it to either of those things, and he should not be giving what amounts to big hints and things like that for the midterm and final.
I also don't like how there is no homework due. This makes it really hard to keep up with the material. I do realize that that is my own fault, but still, it would be nice to have some graded homework.
The exams are very difficult. You must try to get as much partial credit as possible. It's nigh impossible to get a complete question correct. 
I realize that most math/science courses are like this, but if you miss part 1 of a problem, you miss the whole thing. And when there are only 3 problems on the whole midterm, this is frustrating."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted Nov. 17, 2010",N/A,"Took Physics 1B over the summer with Corbin, and it was a fantastic class. Lectures were funny and informative. In response to the previous review, Corbin DID specifically tell the class to look over the diving board problem he did as an example during lecture. The rotating circular mass was basically the same as that problem, only in different form--Corbin went over torque, moment of inertia, and basically everything we needed to know for the quiz.
That being said, Corbin really cares about his students. He's in his office often and always willing to help you understand concepts you have trouble with. His quizzes and tests can be a bit more challenging than average, but also ""fun"" in Corbin's sense of the word and force you to extend concepts that you learned in class (or apply them a different way). Because of this, you'll understand physics much better than if you'd taken a class with just plug and chug problems on exams. Everything he tests on he covers in his lectures, so if you pay attention in class and do the homework problems you should do fine. The quiz averages for our class were around 50%, but Corbin curved generously at the end (well.. judging from my grade). If you do take Corbin, make sure you go over your lecture notes thoroughly; they'll really help for exams!"
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted Aug. 13, 2010",N/A,"Took Corbin over summer for 1B. Everything about difficult midterms and EXTREMELY low curves is true; we're talking less than 30% every quiz. I found Corbin frustrating. His lectures differ greatly from the book/ homework in that he only discusses extremely general equations, then expects the class to apply the equations to problems that come WAY out of left field.Example: first week was on oscillators, simple masses on horizontal springs. The quiz involved a ROTATING circular mass, suspended by two springs, of varying force constants and distances. WHAT? Unless you remember specific 1A material involving torques, inertia, and disreguarding gravitational force, DONT EVEN TRY to start this problem, Corbin didnt teach the class enough to even begin this mess.Unless you love forcing laughter at his jokes (which i'm sure many ucla students do) and kissing teacher ass with little to no dignity, you better at LEAST ""be a master of"" 1A before you take his course.But overall, if you suck up enough and go to his office hours you'll def get a A-B (mainly because the curve is a joke)"
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted June 28, 2010",N/A,He was one of the best professors i have had so far. Very enthusiastic and concerned. He does make the tests a but harder than most others professors out there but he also curves the class very generously. The lectures are amazing and if you take notes you will be fine. I was one of those people who didn't take notes. I attended about 50% of the class but still managed to get an A by cramming the night before. All tests have one question that comes straight from hw which mean f you do the hw you are guarantied 30/90 points on the midterms and 30/180 points on the final. Keep in mind that the average the first midterm is about 40/90 and the second one 50/90. So over all I think he wasnt as hard as everyone makes him seem like. You will enjoy his class no matter what.
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted June 27, 2010",N/A,"Amazing Professor!Physics 1B covers a lot of hard, yet interesting concepts.If you really want to understand and have a firm grasp of these ideastake Corbin.Corbin's lectures are almost always very interesting because he likes to tellanecdotes to explain concepts that may be confusing or boring.In order to get an A, going to most of the lectures are mandatoryand going to his office hours and workshops will certainly help towards your final grade.(Not because this is sucking up, but because these extra hours do really help)His tests are challenging, but the grader is very generous with partial creditsIf you have chance to take him for any physics class, go for itbut make sure to work hard and not procrastinate"
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted June 16, 2010",N/A,"Corbin is the BEST professor I had since I came to UCLA. He's an excellent lecturer. Although his material is challenging, he always explained everything crystal clear. He cares a lot about his students. His midterms and final are moderately hard, but good notes can help a lot. He tries to push you a little bit on the tests, which made you want to learn more (at least it made me learn more). He taught me how to approach a problem instead of just memorizing the boring formulas. If you really want to learn something in physics, definitely take him! go to lectures, take good notes, and go over his notes before exams, then you are good to go =)"
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted June 11, 2010",N/A,"Firstly, Corbin is very concerned about his students. He really wants them to understand the material and is very helpfulin office hours.(although it can get kinda crammed sometimes). He is also usually pretty friendly and easy to talkto, especially so if you make an effort to communicate with him. Corbin is the type of professor that attempts toreally get to know his students, and he will definitely remember who you are if you go to his workshops or office hours. However, occasionally he will give short, incomplete answers to your questions, but I suspect this is done to make you think more about the question yourself.
On to the teaching, Corbin is a very good lecturer. He excels at teaching students physical concepts and principles, and he presents the material in a very straightforward and accessible manner. I was able to understand everything very clearly and gain an fundamental understanding of most of the topics.
The tests. The tests were very challenging, and the means were generally pretty low (39/90 first midterm 52/90 second midterm). However, most of the questions were doable if you understood the concepts well and studied your notes thoroughly. (Good notes are essential in this class!) Also, the graders were very generous in awarding partial credit, often awarding a few points for merely writing down relevant equations for a problem. His grading system is a little vague though, and he doesn't really assign any letter grades to the midterms. However, he insists that you will get an A if you can show him that you really understand the material and have ""mastered"" it. 
Overall, Corbin is the best physics professor I've had so far at UCLA and I would definitely recommend him to anyone who genuinely wants to learn the material well."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted June 9, 2010",N/A,"Professor Corbin is amazing. Although some posts below mine deemed him as an incompetent professor, but he is one of the only professors at UCLA who cares. Don't get me wrong; I'm not one of the student who got perfect scores on his midterms. Both of my midterm scores were below average yet I would recommend him to ANYONE who is willing to get something out of a class at ucla. Yes, his tests are ridiculous, and yes, you will spend a couple nights worrying your life away about the upcoming midterms, but once you get to know him, you'll see why I got such mad respects for him. He is truly passionate about what he does and how it will affect his students. 
If you do decide to take this class, be sure not to procrastinate because like other physics classes, the lectures will go by prettyyy quickly. Memorize his notes and do what he does and you'll be good to go.
Get to know him; you won't regret it."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted Dec. 13, 2008",N/A,"Best professor at UCLA. His exams are pretty difficult, but with the curve taken into account, you'll probably still do well. The main point is that he teaches you the concepts and how to approach any given problem very well. Don't listen to people that tell you not to take him because he is hard. It's completely worth it. And there's a curve as in any other class. We all know he's hard. But you'll learn a lot more than you expect."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted Nov. 15, 2008",N/A,"Brent is a great professor. His teaching style is unique and very effective. He gives weekly homework assignments which are optional, because nothing can prepare you for his exams. He gives two midterms and a final with extremely low curves, with the averages being around 30/90. However, you must study his notes and make sure to never skip class. Don't take this class if you can't afford to take a hit to your GPA, but you will learn a LOT."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted July 19, 2008",N/A,"Brent really knows what he teaches. His teaching style is particularly effective, because he moves through problems in a very logical method. He doesn't just finish a problem and move on, but he tries to understand the problem from the point of view of a student who is still in the process of trying to master the material.
Besides that, Brent is also very entertaining. He's pretty much a college student in the body of an old man. He's very approachable, and always willing to help.
While Brent is a professor who gives the appearance of being more difficult than other professors, if you put in the time and effort into his class, you can definitely get an A. Remember that the midterms, at minimum, are only a way of detecting your deficiencies. The final is the last test of how much you mastered the material. If you can do extremely well on the final, Brent will be more than happy to give you an A. You have to remember that his grading policy is that your grade will dictate how much you learned at the end of the year. That is, an A says you mastered the material. A B says you understand it well enough. A C says that you know enough to do all right in the next class.
People will recommend that you don't take Professor Corbin if you are concerned about your GPA. I think if you are open-minded enough about Physics and take a genuine interest in the Physics 1B topics, it will be a lot easier for you to get an A. This is definitely a class where you actually learn and not just sit, plug, and chug."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted Dec. 12, 2004",N/A,"He's Absolutely incredible. Without such extensive preparation from 1B, I would have died in a horribly taught EE1 class."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted June 27, 2004",N/A,"If you don't love physics, do not take a class with Brent. He is a superb teacher and a very reasonable guy, but he expects his students to be fully committed to his class. His weekly homework assignments usually consisted of about 15 of the hardest problems. His exams are notoriously difficult, and the material isn't so easy to begin with. Put simply, his class is tough, and you will definitely have trouble if you aren't serious about it from the beginning.
With that said, there are a few things that you should know if you do decide to sign up for a class with Brent. First of all, do not let his first week scare tactics get to you. He doesn't exaggerate about the difficulty of his class, but he does intentionally gloat about it at the beginning of the quarter to weed out students who aren't sure they want to be there. Secondly, partial credit is the KEY to surviving his exams. On all three of our exams, no one came even close to 100%. This is mostly because his tests (especially the midterms) are too long to complete in one hour. Finish one or two problems that you're confident you understand, and then use the remaining time to get down whatever you can for the other problems. The graders award credit for just about anything, even memorized forumlas. Finally, take advantage of Brent's daily office hours. He is happy to go over homework or even discuss potential exam questions. He is a really nice guy and he enjoys helping his students."
Brent Corbin,Physics 1B,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",N/A,Pre COVID-19,"Submitted Aug. 12, 2003",N/A,"he's the best professor I've had so far at UCLA. His final and quizzes are hard, but shouldn't be too bad if you spend enough time studying. Don't take his class during the summer though... it's crazy fast. Go to his office hours. It's really helpful because he usually go over problems that are (somewhat) similar to the ones that are going to be in the test"
Anish Nag,Chem 14D,Organic Reactions and Pharmaceuticals,Spring 2021,Pre COVID-19,"Submitted June 2, 2021",A,"Hands down, nada was the reason I did well in this class. A G*DDAMN ANGEL."
Anish Nag,Chem 14D,Organic Reactions and Pharmaceuticals,Spring 2020,Pre COVID-19,"Submitted June 8, 2020",A+,"I am completing my post-bac at UCLA. So, after 34 undergraduate courses (Dartmouth) and 9 post- bacc college courses, I conclude that Professor Nag is EASILY the best Professor I have ever had. 
He is everything you want in an educator: He is extremely passionate about Organic chemistry. He is an amazing lecturer. (He made ochem relatively straight-forward). He brings out the absolute best in his students. He is very understanding and relatable to UG students. Lastly, he is a genuinely great guy who makes the world a better place.
His course is demanding and requires hard work; however, you will do well if you put in the time and effort. 
Anish lead our class through a very unprecedented time. I have the utmost respect and admiration for him. Taking 14D with Anish was the highlight of my academic career at UCLA."
Anish Nag,Chem 14D,Organic Reactions and Pharmaceuticals,Fall 2019,Pre COVID-19,"Submitted Dec. 20, 2019",A,"Every other review has pretty much said it already, but I'm going to say it again: this man is a legend. Professor Nag is easily one of the best teachers I've ever had in my entire life, and he completely changed my perspective on organic chemistry. Organic chemistry, by nature, is a difficult subject. However, Nag was an amazing lecturer, and he really went out of his way to make sure that every student understood the course's content. He is also just a really great person overall, and even learned the names of all of this students. I would highly recommend taking this class with Dr. Nag if you can.
Also big shoutout to Anishka for being an amazing LA for this class. Thank you so much for all your help this quarter!"
Anish Nag,Chem 14D,Organic Reactions and Pharmaceuticals,Spring 2021,Pre COVID-19,"Submitted June 2, 2021",A+,"This is the best class at UCLA hands down, largely thanks to not only Anish but to the LAs he picked, especially Nada, I love Nada, everyone loves Nada."
Anish Nag,Chem 14D,Organic Reactions and Pharmaceuticals,Spring 2020,Pre COVID-19,"Submitted June 5, 2020",A,"Anish Nag is the prime example of what a professor should be. He is caring, understanding, funny, empathetic, and truly wants to teach us the material. He wants every student to understand the material. He cares for every single one of our well-being. His tests are extremely challenging, but his method of teaching is to make tests hard so students really have to work, but then offer extra credit (lecture, discussion, BACON, music video, etc.) to balance the grades out. The class is a fulfilling experience. I wish Anish Nag taught every single class I took at UCLA because he pushes every student to be better. You feel like you worked for and earned your grade, which is how every class should be structured. He is transparent and he is just... so selfless, genuine, and amazing. He starts off lecture with hilarious ochem memes, and he has Fun Friday Facts. He just has the biggest heart. Take Chem14D with Anish Nag!!!!!"
Anish Nag,Chem 14D,Organic Reactions and Pharmaceuticals,Winter 2021,Pre COVID-19,"Submitted March 21, 2021",A,"This class was by far my favorite class that I have taken at UCLA. I despised chemistry, especially after 14A and 14B, but I developed an appreciation for synthesis and organic chemistry by the end of the quarter. Anish, the TAs, and the LAs all want you to succeed and created such a wholesome and uplifting community. There are also so many opportunities for extra credit and overall success. I will truly miss going to Anish's lectures and office hours, and I am glad that the 14 series saved the best for last!"
