"ENROLLMENT","CLASS","SECT_NBR","GRADE","GRD_COUNT","ENRL_TOT","INSTR_CD","TITLE","ENROL_TERM","LG_numeric","PERCENTAGE"
"19F","COM SCI 31 - SMALLBERG, D.A.","1","C",38,275,"1","Introduction to Computer Science I","255",5,0.138
"19F","COM SCI 31 - SMALLBERG, D.A.","1","C-",3,275,"1","Introduction to Computer Science I","255",4,0.011
"19F","COM SCI 31 - SMALLBERG, D.A.","1","D+",2,275,"1","Introduction to Computer Science I","255",3,0.007
"19F","COM SCI 31 - SMALLBERG, D.A.","1","D",2,275,"1","Introduction to Computer Science I","255",2,0.007
"19F","COM SCI 31 - SMALLBERG, D.A.","1","D-",3,275,"1","Introduction to Computer Science I","255",1,0.011
"19F","COM SCI 31 - SMALLBERG, D.A.","1","F",8,275,"1","Introduction to Computer Science I","255",0,0.029
"19F","COM SCI 31 - SMALLBERG, D.A.","1","I",1,275,"1","Introduction to Computer Science I","255",0,0.004
"19F","COM SCI 31 - SMALLBERG, D.A. LEC 2","2","A",56,132,"1","Introduction to Computer Science I","255",11,0.424
"19F","COM SCI 31 - SMALLBERG, D.A. LEC 2","2","A-",4,132,"1","Introduction to Computer Science I","255",10,0.03
"19F","COM SCI 31 - SMALLBERG, D.A. LEC 2","2","B+",12,132,"1","Introduction to Computer Science I","255",9,0.091
"19F","COM SCI 31 - SMALLBERG, D.A. LEC 2","2","B",24,132,"1","Introduction to Computer Science I","255",8,0.182
"19F","COM SCI 31 - SMALLBERG, D.A. LEC 2","2","B-",9,132,"1","Introduction to Computer Science I","255",7,0.068
"19F","COM SCI 31 - SMALLBERG, D.A. LEC 2","2","C+",3,132,"1","Introduction to Computer Science I","255",6,0.023
"19F","COM SCI 31 - SMALLBERG, D.A. LEC 2","2","C",15,132,"1","Introduction to Computer Science I","255",5,0.114
"19F","COM SCI 31 - SMALLBERG, D.A. LEC 2","2","C-",3,132,"1","Introduction to Computer Science I","255",4,0.023
"19F","COM SCI 31 - SMALLBERG, D.A. LEC 2","2","F",6,132,"1","Introduction to Computer Science I","255",0,0.045
"19F","COM SCI 33 - NOWATZKI, A.J.","1","A+",33,239,"1","Introduction to Computer Organization","255",12,0.138
"19F","COM SCI 33 - NOWATZKI, A.J.","1","A",53,239,"1","Introduction to Computer Organization","255",11,0.222
"19F","COM SCI 33 - NOWATZKI, A.J.","1","A-",37,239,"1","Introduction to Computer Organization","255",10,0.155
"19F","COM SCI 33 - NOWATZKI, A.J.","1","B+",32,239,"1","Introduction to Computer Organization","255",9,0.134
"19F","COM SCI 33 - NOWATZKI, A.J.","1","B",24,239,"1","Introduction to Computer Organization","255",8,0.1
"19F","COM SCI 33 - NOWATZKI, A.J.","1","B-",16,239,"1","Introduction to Computer Organization","255",7,0.067
"19F","COM SCI 33 - NOWATZKI, A.J.","1","C+",15,239,"1","Introduction to Computer Organization","255",6,0.063
"19F","COM SCI 33 - NOWATZKI, A.J.","1","C",6,239,"1","Introduction to Computer Organization","255",5,0.025
"19F","COM SCI 33 - NOWATZKI, A.J.","1","C-",9,239,"1","Introduction to Computer Organization","255",4,0.038
"19F","COM SCI 33 - NOWATZKI, A.J.","1","D+",2,239,"1","Introduction to Computer Organization","255",3,0.008
"19F","COM SCI 33 - NOWATZKI, A.J.","1","D",4,239,"1","Introduction to Computer Organization","255",2,0.017
"19F","COM SCI 33 - NOWATZKI, A.J.","1","D-",3,239,"1","Introduction to Computer Organization","255",1,0.013
"19F","COM SCI 33 - NOWATZKI, A.J.","1","F",5,239,"1","Introduction to Computer Organization","255",0,0.021
"19F","COM SCI 35L - EGGERT, P.R.","1","A",2,33,"3","Software Construction Laboratory","255",11,0.061
"19F","COM SCI 35L - EGGERT, P.R.","1","A-",2,33,"3","Software Construction Laboratory","255",10,0.061
"19F","COM SCI 35L - EGGERT, P.R.","1","B+",5,33,"3","Software Construction Laboratory","255",9,0.152
"19F","COM SCI 35L - EGGERT, P.R.","1","B",13,33,"3","Software Construction Laboratory","255",8,0.394
"19F","COM SCI 35L - EGGERT, P.R.","1","B-",2,33,"3","Software Construction Laboratory","255",7,0.061
"19F","COM SCI 35L - EGGERT, P.R.","1","C+",2,33,"3","Software Construction Laboratory","255",6,0.061
"19F","COM SCI 35L - EGGERT, P.R.","1","C",1,33,"3","Software Construction Laboratory","255",5,0.03
"19F","COM SCI 35L - EGGERT, P.R.","1","D+",1,33,"3","Software Construction Laboratory","255",3,0.03
"19F","COM SCI 35L - EGGERT, P.R.","1","D",2,33,"3","Software Construction Laboratory","255",2,0.061
"19F","COM SCI 35L - EGGERT, P.R.","1","F",3,33,"3","Software Construction Laboratory","255",0,0.091
"19F","COM SCI 35L - EGGERT, P.R. LEC 2","2","A",6,30,"3","Software Construction Laboratory","255",11,0.2
"19F","COM SCI 35L - EGGERT, P.R. LEC 2","2","A-",2,30,"3","Software Construction Laboratory","255",10,0.067
"19F","COM SCI 35L - EGGERT, P.R. LEC 2","2","B+",5,30,"3","Software Construction Laboratory","255",9,0.167
"19F","COM SCI 35L - EGGERT, P.R. LEC 2","2","B",6,30,"3","Software Construction Laboratory","255",8,0.2
"19F","COM SCI 35L - EGGERT, P.R. LEC 2","2","B-",1,30,"3","Software Construction Laboratory","255",7,0.033
"19F","COM SCI 35L - EGGERT, P.R. LEC 2","2","C+",1,30,"3","Software Construction Laboratory","255",6,0.033
"19F","COM SCI 35L - EGGERT, P.R. LEC 2","2","C",3,30,"3","Software Construction Laboratory","255",5,0.1
"19F","COM SCI 35L - EGGERT, P.R. LEC 2","2","C-",1,30,"3","Software Construction Laboratory","255",4,0.033
"19F","COM SCI 35L - EGGERT, P.R. LEC 2","2","F",5,30,"3","Software Construction Laboratory","255",0,0.167
"19F","COM SCI 35L - EGGERT, P.R. LEC 3","3","A",6,35,"3","Software Construction Laboratory","255",11,0.171
"19F","COM SCI 35L - EGGERT, P.R. LEC 3","3","A-",2,35,"3","Software Construction Laboratory","255",10,0.057
"19F","COM SCI 35L - EGGERT, P.R. LEC 3","3","B+",10,35,"3","Software Construction Laboratory","255",9,0.286
"19F","COM SCI 35L - EGGERT, P.R. LEC 3","3","B",3,35,"3","Software Construction Laboratory","255",8,0.086
"19F","COM SCI 35L - EGGERT, P.R. LEC 3","3","B-",1,35,"3","Software Construction Laboratory","255",7,0.029
"19F","COM SCI 35L - EGGERT, P.R. LEC 3","3","C-",7,35,"3","Software Construction Laboratory","255",4,0.2
"19F","COM SCI 35L - EGGERT, P.R. LEC 3","3","D+",1,35,"3","Software Construction Laboratory","255",3,0.029
"19F","COM SCI 35L - EGGERT, P.R. LEC 3","3","D",2,35,"3","Software Construction Laboratory","255",2,0.057
"19F","COM SCI 35L - EGGERT, P.R. LEC 3","3","D-",1,35,"3","Software Construction Laboratory","255",1,0.029
"19F","COM SCI 35L - EGGERT, P.R. LEC 3","3","F",2,35,"3","Software Construction Laboratory","255",0,0.057
"19F","COM SCI 35L - EGGERT, P.R. LEC 4","4","A",11,33,"3","Software Construction Laboratory","255",11,0.333
"19F","COM SCI 35L - EGGERT, P.R. LEC 4","4","A-",2,33,"3","Software Construction Laboratory","255",10,0.061
"19F","COM SCI 35L - EGGERT, P.R. LEC 4","4","B+",7,33,"3","Software Construction Laboratory","255",9,0.212
"19F","COM SCI 35L - EGGERT, P.R. LEC 4","4","B",7,33,"3","Software Construction Laboratory","255",8,0.212
"19F","COM SCI 35L - EGGERT, P.R. LEC 4","4","B-",1,33,"3","Software Construction Laboratory","255",7,0.03
"19F","COM SCI 35L - EGGERT, P.R. LEC 4","4","C-",1,33,"3","Software Construction Laboratory","255",4,0.03
"19F","COM SCI 35L - EGGERT, P.R. LEC 4","4","D+",1,33,"3","Software Construction Laboratory","255",3,0.03
"19F","COM SCI 35L - EGGERT, P.R. LEC 4","4","D",1,33,"3","Software Construction Laboratory","255",2,0.03
"19F","COM SCI 35L - EGGERT, P.R. LEC 4","4","D-",1,33,"3","Software Construction Laboratory","255",1,0.03
"19F","COM SCI 35L - EGGERT, P.R. LEC 4","4","F",1,33,"3","Software Construction Laboratory","255",0,0.03
"19F","COM SCI 35L - EGGERT, P.R. LEC 5","5","A",6,31,"3","Software Construction Laboratory","255",11,0.194
"19F","COM SCI 35L - EGGERT, P.R. LEC 5","5","A-",1,31,"3","Software Construction Laboratory","255",10,0.032
"19F","COM SCI 35L - EGGERT, P.R. LEC 5","5","B+",7,31,"3","Software Construction Laboratory","255",9,0.226
"19F","COM SCI 35L - EGGERT, P.R. LEC 5","5","B",3,31,"3","Software Construction Laboratory","255",8,0.097
"19F","COM SCI 35L - EGGERT, P.R. LEC 5","5","B-",6,31,"3","Software Construction Laboratory","255",7,0.194
"19F","COM SCI 35L - EGGERT, P.R. LEC 5","5","C+",1,31,"3","Software Construction Laboratory","255",6,0.032
"19F","COM SCI 35L - EGGERT, P.R. LEC 5","5","C-",3,31,"3","Software Construction Laboratory","255",4,0.097
"19F","COM SCI 35L - EGGERT, P.R. LEC 5","5","D+",1,31,"3","Software Construction Laboratory","255",3,0.032
"19F","COM SCI 35L - EGGERT, P.R. LEC 5","5","D",1,31,"3","Software Construction Laboratory","255",2,0.032
"19F","COM SCI 35L - EGGERT, P.R. LEC 5","5","F",2,31,"3","Software Construction Laboratory","255",0,0.065
"19F","COM SCI 35L - EGGERT, P.R. LEC 6","6","A",3,31,"3","Software Construction Laboratory","255",11,0.097
"19F","COM SCI 35L - EGGERT, P.R. LEC 6","6","A-",1,31,"3","Software Construction Laboratory","255",10,0.032
"19F","COM SCI 35L - EGGERT, P.R. LEC 6","6","B+",10,31,"3","Software Construction Laboratory","255",9,0.323
"19F","COM SCI 35L - EGGERT, P.R. LEC 6","6","B",5,31,"3","Software Construction Laboratory","255",8,0.161
"19F","COM SCI 35L - EGGERT, P.R. LEC 6","6","B-",6,31,"3","Software Construction Laboratory","255",7,0.194
"19F","COM SCI 35L - EGGERT, P.R. LEC 6","6","C+",2,31,"3","Software Construction Laboratory","255",6,0.065
"19F","COM SCI 35L - EGGERT, P.R. LEC 6","6","C-",3,31,"3","Software Construction Laboratory","255",4,0.097
"19F","COM SCI 35L - EGGERT, P.R. LEC 6","6","F",1,31,"3","Software Construction Laboratory","255",0,0.032
"19F","COM SCI 35L - EGGERT, P.R. LEC 7","7","A",8,32,"3","Software Construction Laboratory","255",11,0.25
"19F","COM SCI 35L - EGGERT, P.R. LEC 7","7","A-",3,32,"3","Software Construction Laboratory","255",10,0.094
"19F","COM SCI 35L - EGGERT, P.R. LEC 7","7","B+",5,32,"3","Software Construction Laboratory","255",9,0.156
"19F","COM SCI 35L - EGGERT, P.R. LEC 7","7","B",6,32,"3","Software Construction Laboratory","255",8,0.188
"19F","COM SCI 35L - EGGERT, P.R. LEC 7","7","B-",3,32,"3","Software Construction Laboratory","255",7,0.094
"19F","COM SCI 35L - EGGERT, P.R. LEC 7","7","C+",1,32,"3","Software Construction Laboratory","255",6,0.031
"19F","COM SCI 35L - EGGERT, P.R. LEC 7","7","C-",2,32,"3","Software Construction Laboratory","255",4,0.062
"19F","COM SCI 35L - EGGERT, P.R. LEC 7","7","D+",1,32,"3","Software Construction Laboratory","255",3,0.031
"19F","COM SCI 35L - EGGERT, P.R. LEC 7","7","F",3,32,"3","Software Construction Laboratory","255",0,0.094
"19F","COM SCI 35L - EGGERT, P.R. LEC 8","8","A",3,30,"3","Software Construction Laboratory","255",11,0.1
"19F","COM SCI 35L - EGGERT, P.R. LEC 8","8","A-",4,30,"3","Software Construction Laboratory","255",10,0.133
"19F","COM SCI 35L - EGGERT, P.R. LEC 8","8","B+",6,30,"3","Software Construction Laboratory","255",9,0.2
"19F","COM SCI 35L - EGGERT, P.R. LEC 8","8","B",7,30,"3","Software Construction Laboratory","255",8,0.233
"19F","COM SCI 35L - EGGERT, P.R. LEC 8","8","B-",3,30,"3","Software Construction Laboratory","255",7,0.1
"19F","COM SCI 35L - EGGERT, P.R. LEC 8","8","C+",5,30,"3","Software Construction Laboratory","255",6,0.167
"19F","COM SCI 35L - EGGERT, P.R. LEC 8","8","C-",2,30,"3","Software Construction Laboratory","255",4,0.067
"19F","COM SCI M51A - KORF, R.E.","1","A+",3,147,"1","Logic Design of Digital Systems","255",12,0.02
"19F","COM SCI M51A - KORF, R.E.","1","A",16,147,"1","Logic Design of Digital Systems","255",11,0.109
"19F","COM SCI M51A - KORF, R.E.","1","A-",17,147,"1","Logic Design of Digital Systems","255",10,0.116
"19F","COM SCI M51A - KORF, R.E.","1","B+",24,147,"1","Logic Design of Digital Systems","255",9,0.163
"19F","COM SCI M51A - KORF, R.E.","1","B",22,147,"1","Logic Design of Digital Systems","255",8,0.15
"19F","COM SCI M51A - KORF, R.E.","1","B-",25,147,"1","Logic Design of Digital Systems","255",7,0.17
"19F","COM SCI M51A - KORF, R.E.","1","C+",9,147,"1","Logic Design of Digital Systems","255",6,0.061
"19F","COM SCI M51A - KORF, R.E.","1","C",10,147,"1","Logic Design of Digital Systems","255",5,0.068
"19F","COM SCI M51A - KORF, R.E.","1","C-",8,147,"1","Logic Design of Digital Systems","255",4,0.054
"19F","COM SCI M51A - KORF, R.E.","1","D+",1,147,"1","Logic Design of Digital Systems","255",3,0.007
"19F","COM SCI M51A - KORF, R.E.","1","D",2,147,"1","Logic Design of Digital Systems","255",2,0.014
"19F","COM SCI M51A - KORF, R.E.","1","D-",2,147,"1","Logic Design of Digital Systems","255",1,0.014
"19F","COM SCI M51A - KORF, R.E.","1","F",8,147,"1","Logic Design of Digital Systems","255",0,0.054
"19F","COM SCI M51A - ERCEGOVAC, M.D.","2","A+",6,162,"1","Logic Design of Digital Systems","255",12,0.037
"19F","COM SCI M51A - ERCEGOVAC, M.D.","2","A",38,162,"1","Logic Design of Digital Systems","255",11,0.235
"19F","COM SCI M51A - ERCEGOVAC, M.D.","2","A-",34,162,"1","Logic Design of Digital Systems","255",10,0.21
"19F","COM SCI M51A - ERCEGOVAC, M.D.","2","B+",31,162,"1","Logic Design of Digital Systems","255",9,0.191
"19F","COM SCI M51A - ERCEGOVAC, M.D.","2","B",35,162,"1","Logic Design of Digital Systems","255",8,0.216
"19F","COM SCI M51A - ERCEGOVAC, M.D.","2","B-",8,162,"1","Logic Design of Digital Systems","255",7,0.049
"19F","COM SCI M51A - ERCEGOVAC, M.D.","2","C+",2,162,"1","Logic Design of Digital Systems","255",6,0.012
"19F","COM SCI M51A - ERCEGOVAC, M.D.","2","C",3,162,"1","Logic Design of Digital Systems","255",5,0.019
"19F","COM SCI M51A - ERCEGOVAC, M.D.","2","C-",2,162,"1","Logic Design of Digital Systems","255",4,0.012
"19F","COM SCI M51A - ERCEGOVAC, M.D.","2","D",2,162,"1","Logic Design of Digital Systems","255",2,0.012
"19F","COM SCI M51A - ERCEGOVAC, M.D.","2","I",1,162,"1","Logic Design of Digital Systems","255",0,0.006
"19F","COM SCI 111 - EGGERT, P.R.","1","A",23,121,"1","Operating Systems Principles","255",11,0.19
"19F","COM SCI 111 - EGGERT, P.R.","1","A-",19,121,"1","Operating Systems Principles","255",10,0.157
"19F","COM SCI 111 - EGGERT, P.R.","1","B+",23,121,"1","Operating Systems Principles","255",9,0.19
"19F","COM SCI 111 - EGGERT, P.R.","1","B",8,121,"1","Operating Systems Principles","255",8,0.066
"19F","COM SCI 111 - EGGERT, P.R.","1","B-",12,121,"1","Operating Systems Principles","255",7,0.099
"19F","COM SCI 111 - EGGERT, P.R.","1","C+",6,121,"1","Operating Systems Principles","255",6,0.05
"19F","COM SCI 111 - EGGERT, P.R.","1","C",10,121,"1","Operating Systems Principles","255",5,0.083
"19F","COM SCI 111 - EGGERT, P.R.","1","C-",7,121,"1","Operating Systems Principles","255",4,0.058
"19F","COM SCI 111 - EGGERT, P.R.","1","D+",2,121,"1","Operating Systems Principles","255",3,0.017
"19F","COM SCI 111 - EGGERT, P.R.","1","D",4,121,"1","Operating Systems Principles","255",2,0.033
"19F","COM SCI 111 - EGGERT, P.R.","1","D-",2,121,"1","Operating Systems Principles","255",1,0.017
"19F","COM SCI 111 - EGGERT, P.R.","1","F",5,121,"1","Operating Systems Principles","255",0,0.041
"19F","COM SCI 118 - VARGHESE, G.","1","A+",10,170,"1","Computer Network Fundamentals","255",12,0.058
"19F","COM SCI 118 - VARGHESE, G.","1","A",25,170,"1","Computer Network Fundamentals","255",11,0.146
"19F","COM SCI 118 - VARGHESE, G.","1","A-",52,170,"1","Computer Network Fundamentals","255",10,0.304
"19F","COM SCI 118 - VARGHESE, G.","1","B+",26,170,"1","Computer Network Fundamentals","255",9,0.152
"19F","COM SCI 118 - VARGHESE, G.","1","B",21,170,"1","Computer Network Fundamentals","255",8,0.123
"19F","COM SCI 118 - VARGHESE, G.","1","B-",15,170,"1","Computer Network Fundamentals","255",7,0.088
"19F","COM SCI 118 - VARGHESE, G.","1","C+",8,170,"1","Computer Network Fundamentals","255",6,0.047
"19F","COM SCI 118 - VARGHESE, G.","1","C",8,170,"1","Computer Network Fundamentals","255",5,0.047
"19F","COM SCI 118 - VARGHESE, G.","1","C-",1,170,"1","Computer Network Fundamentals","255",4,0.006
"19F","COM SCI 118 - VARGHESE, G.","1","D",3,170,"1","Computer Network Fundamentals","255",2,0.018
"19F","COM SCI 118 - VARGHESE, G.","1","I",2,170,"1","Computer Network Fundamentals","255",0,0.012
"19F","COM SCI CM121 - LEE, C.J.","1","A+",4,64,"1","Introduction to Bioinformatics","255",12,0.062
"19F","COM SCI CM121 - LEE, C.J.","1","A",17,64,"1","Introduction to Bioinformatics","255",11,0.266
"19F","COM SCI CM121 - LEE, C.J.","1","A-",24,64,"1","Introduction to Bioinformatics","255",10,0.375
"19F","COM SCI CM121 - LEE, C.J.","1","B+",5,64,"1","Introduction to Bioinformatics","255",9,0.078
"19F","COM SCI CM121 - LEE, C.J.","1","B",7,64,"1","Introduction to Bioinformatics","255",8,0.109
"19F","COM SCI CM121 - LEE, C.J.","1","B-",1,64,"1","Introduction to Bioinformatics","255",7,0.016
"19F","COM SCI CM121 - LEE, C.J.","1","C+",2,64,"1","Introduction to Bioinformatics","255",6,0.031
"19F","COM SCI CM121 - LEE, C.J.","1","C",1,64,"1","Introduction to Bioinformatics","255",5,0.016
"19F","COM SCI CM121 - LEE, C.J.","1","C-",1,64,"1","Introduction to Bioinformatics","255",4,0.016
"19F","COM SCI CM121 - LEE, C.J.","1","D",1,64,"1","Introduction to Bioinformatics","255",2,0.016
"19F","COM SCI CM121 - LEE, C.J.","1","P",1,64,"1","Introduction to Bioinformatics","255",-1,0.016
"19F","COM SCI 130 - KIM, M.","1","A+",6,121,"1","Software Engineering","255",12,0.05
"19F","COM SCI 130 - KIM, M.","1","A",19,121,"1","Software Engineering","255",11,0.157
"19F","COM SCI 130 - KIM, M.","1","A-",19,121,"1","Software Engineering","255",10,0.157
"19F","COM SCI 130 - KIM, M.","1","B+",39,121,"1","Software Engineering","255",9,0.322
"19F","COM SCI 130 - KIM, M.","1","B",17,121,"1","Software Engineering","255",8,0.14
"19F","COM SCI 130 - KIM, M.","1","B-",8,121,"1","Software Engineering","255",7,0.066
"19F","COM SCI 130 - KIM, M.","1","C+",10,121,"1","Software Engineering","255",6,0.083
"19F","COM SCI 130 - KIM, M.","1","C",1,121,"1","Software Engineering","255",5,0.008
"19F","COM SCI 130 - KIM, M.","1","D",2,121,"1","Software Engineering","255",2,0.017
"19F","COM SCI 131 - EGGERT, P.R.","1","A",24,125,"1","Programming Languages","255",11,0.192
"19F","COM SCI 131 - EGGERT, P.R.","1","A-",18,125,"1","Programming Languages","255",10,0.144
"19F","COM SCI 131 - EGGERT, P.R.","1","B+",10,125,"1","Programming Languages","255",9,0.08
"19F","COM SCI 131 - EGGERT, P.R.","1","B",25,125,"1","Programming Languages","255",8,0.2
"19F","COM SCI 131 - EGGERT, P.R.","1","B-",11,125,"1","Programming Languages","255",7,0.088
"19F","COM SCI 131 - EGGERT, P.R.","1","C+",13,125,"1","Programming Languages","255",6,0.104
"19F","COM SCI 131 - EGGERT, P.R.","1","C",9,125,"1","Programming Languages","255",5,0.072
"19F","COM SCI 131 - EGGERT, P.R.","1","C-",4,125,"1","Programming Languages","255",4,0.032
"19F","COM SCI 131 - EGGERT, P.R.","1","D",5,125,"1","Programming Languages","255",2,0.04
"19F","COM SCI 131 - EGGERT, P.R.","1","F",6,125,"1","Programming Languages","255",0,0.048
"19F","COM SCI 132 - PALSBERG, J.","1","A+",19,81,"1","Compiler Construction","255",12,0.235
"19F","COM SCI 132 - PALSBERG, J.","1","A",34,81,"1","Compiler Construction","255",11,0.42
"19F","COM SCI 132 - PALSBERG, J.","1","A-",3,81,"1","Compiler Construction","255",10,0.037
"19F","COM SCI 132 - PALSBERG, J.","1","B+",6,81,"1","Compiler Construction","255",9,0.074
"19F","COM SCI 132 - PALSBERG, J.","1","B",8,81,"1","Compiler Construction","255",8,0.099
"19F","COM SCI 132 - PALSBERG, J.","1","B-",1,81,"1","Compiler Construction","255",7,0.012
"19F","COM SCI 132 - PALSBERG, J.","1","C+",1,81,"1","Compiler Construction","255",6,0.012
"19F","COM SCI 132 - PALSBERG, J.","1","C",2,81,"1","Compiler Construction","255",5,0.025
"19F","COM SCI 132 - PALSBERG, J.","1","D",6,81,"1","Compiler Construction","255",2,0.074
"19F","COM SCI 132 - PALSBERG, J.","1","F",1,81,"1","Compiler Construction","255",0,0.012
"19F","COM SCI 136 - REIHER, P.L.","1","A+",1,71,"1","Introduction to Computer Security","255",12,0.014
"19F","COM SCI 136 - REIHER, P.L.","1","A",9,71,"1","Introduction to Computer Security","255",11,0.127
"19F","COM SCI 136 - REIHER, P.L.","1","A-",9,71,"1","Introduction to Computer Security","255",10,0.127
"19F","COM SCI 136 - REIHER, P.L.","1","B+",13,71,"1","Introduction to Computer Security","255",9,0.183
"19F","COM SCI 136 - REIHER, P.L.","1","B",20,71,"1","Introduction to Computer Security","255",8,0.282
"19F","COM SCI 136 - REIHER, P.L.","1","B-",7,71,"1","Introduction to Computer Security","255",7,0.099
"19F","COM SCI 136 - REIHER, P.L.","1","C+",4,71,"1","Introduction to Computer Security","255",6,0.056
"19F","COM SCI 136 - REIHER, P.L.","1","C",2,71,"1","Introduction to Computer Security","255",5,0.028
"19F","COM SCI 136 - REIHER, P.L.","1","C-",1,71,"1","Introduction to Computer Security","255",4,0.014
"19F","COM SCI 136 - REIHER, P.L.","1","D-",4,71,"1","Introduction to Computer Security","255",1,0.056
"19F","COM SCI 136 - REIHER, P.L.","1","F",1,71,"1","Introduction to Computer Security","255",0,0.014
"19F","COM SCI 143 - CHO, J.","80","A+",1,14,"1","Database Systems","255",12,0.071
"19F","COM SCI 143 - CHO, J.","80","A",2,14,"1","Database Systems","255",11,0.143
"19F","COM SCI 143 - CHO, J.","80","A-",4,14,"1","Database Systems","255",10,0.286
"19F","COM SCI 143 - CHO, J.","80","B+",3,14,"1","Database Systems","255",9,0.214
"19F","COM SCI 143 - CHO, J.","80","B",3,14,"1","Database Systems","255",8,0.214
"19F","COM SCI 143 - CHO, J.","80","B-",1,14,"1","Database Systems","255",7,0.071
"19F","COM SCI 145 - WANG, W.","1","A",17,71,"1","Introduction to Data Mining","255",11,0.239
"19F","COM SCI 145 - WANG, W.","1","A-",25,71,"1","Introduction to Data Mining","255",10,0.352
"19F","COM SCI 145 - WANG, W.","1","B+",13,71,"1","Introduction to Data Mining","255",9,0.183
"19F","COM SCI 145 - WANG, W.","1","B",8,71,"1","Introduction to Data Mining","255",8,0.113
"19F","COM SCI 145 - WANG, W.","1","B-",4,71,"1","Introduction to Data Mining","255",7,0.056
"19F","COM SCI 145 - WANG, W.","1","C+",4,71,"1","Introduction to Data Mining","255",6,0.056
"19F","COM SCI M146 - CHANG, K.","1","A+",11,191,"1","Introduction to Machine Learning","255",12,0.058
"19F","COM SCI M146 - CHANG, K.","1","A",33,191,"1","Introduction to Machine Learning","255",11,0.173
"19F","COM SCI M146 - CHANG, K.","1","A-",33,191,"1","Introduction to Machine Learning","255",10,0.173
"19F","COM SCI M146 - CHANG, K.","1","B+",35,191,"1","Introduction to Machine Learning","255",9,0.183
"19F","COM SCI M146 - CHANG, K.","1","B",22,191,"1","Introduction to Machine Learning","255",8,0.115
"19F","COM SCI M146 - CHANG, K.","1","B-",23,191,"1","Introduction to Machine Learning","255",7,0.12
"19F","COM SCI M146 - CHANG, K.","1","C+",13,191,"1","Introduction to Machine Learning","255",6,0.068
"19F","COM SCI M146 - CHANG, K.","1","C",14,191,"1","Introduction to Machine Learning","255",5,0.073
"19F","COM SCI M146 - CHANG, K.","1","C-",4,191,"1","Introduction to Machine Learning","255",4,0.021
"19F","COM SCI M146 - CHANG, K.","1","I",3,191,"1","Introduction to Machine Learning","255",0,0.016
"19F","COM SCI M152A - POTKONJAK, M.","1","A",8,28,"3","Introductory Digital Design Laboratory","255",11,0.286
"19F","COM SCI M152A - POTKONJAK, M.","1","A-",6,28,"3","Introductory Digital Design Laboratory","255",10,0.214
"19F","COM SCI M152A - POTKONJAK, M.","1","B+",5,28,"3","Introductory Digital Design Laboratory","255",9,0.179
"19F","COM SCI M152A - POTKONJAK, M.","1","B",5,28,"3","Introductory Digital Design Laboratory","255",8,0.179
"19F","COM SCI M152A - POTKONJAK, M.","1","B-",4,28,"3","Introductory Digital Design Laboratory","255",7,0.143
"19F","COM SCI M152A - POTKONJAK, M. LEC 2","2","A+",1,27,"3","Introductory Digital Design Laboratory","255",12,0.037
"19F","COM SCI M152A - POTKONJAK, M. LEC 2","2","A",7,27,"3","Introductory Digital Design Laboratory","255",11,0.259
"19F","COM SCI M152A - POTKONJAK, M. LEC 2","2","A-",7,27,"3","Introductory Digital Design Laboratory","255",10,0.259
"19F","COM SCI M152A - POTKONJAK, M. LEC 2","2","B+",2,27,"3","Introductory Digital Design Laboratory","255",9,0.074
"19F","COM SCI M152A - POTKONJAK, M. LEC 2","2","B",3,27,"3","Introductory Digital Design Laboratory","255",8,0.111
"19F","COM SCI M152A - POTKONJAK, M. LEC 2","2","B-",4,27,"3","Introductory Digital Design Laboratory","255",7,0.148
"19F","COM SCI M152A - POTKONJAK, M. LEC 2","2","C+",3,27,"3","Introductory Digital Design Laboratory","255",6,0.111
"19F","COM SCI M152A - POTKONJAK, M. LEC 5","5","A",6,27,"3","Introductory Digital Design Laboratory","255",11,0.222
"19F","COM SCI M152A - POTKONJAK, M. LEC 5","5","A-",9,27,"3","Introductory Digital Design Laboratory","255",10,0.333
"19F","COM SCI M152A - POTKONJAK, M. LEC 5","5","B",9,27,"3","Introductory Digital Design Laboratory","255",8,0.333
"19F","COM SCI M152A - POTKONJAK, M. LEC 5","5","B-",3,27,"3","Introductory Digital Design Laboratory","255",7,0.111
"19F","COM SCI M152A - POTKONJAK, M. LEC 6","6","A+",3,24,"3","Introductory Digital Design Laboratory","255",12,0.125
"19F","COM SCI M152A - POTKONJAK, M. LEC 6","6","A",2,24,"3","Introductory Digital Design Laboratory","255",11,0.083
"19F","COM SCI M152A - POTKONJAK, M. LEC 6","6","A-",5,24,"3","Introductory Digital Design Laboratory","255",10,0.208
"19F","COM SCI M152A - POTKONJAK, M. LEC 6","6","B+",8,24,"3","Introductory Digital Design Laboratory","255",9,0.333
"19F","COM SCI M152A - POTKONJAK, M. LEC 6","6","B",3,24,"3","Introductory Digital Design Laboratory","255",8,0.125
"19F","COM SCI M152A - POTKONJAK, M. LEC 6","6","C-",3,24,"3","Introductory Digital Design Laboratory","255",4,0.125
"19F","COM SCI 152B - SARRAFZADEH, M.","1","A+",2,18,"1","Digital Design Project Laboratory","255",12,0.111
"19F","COM SCI 152B - SARRAFZADEH, M.","1","A",8,18,"1","Digital Design Project Laboratory","255",11,0.444
