"name","address","start","end","gcode","lat","long","status","contains"
"NB ENDODONTICS","1375 KELTON AVENUE,LOS ANGELES,CA,90024","07/14/2015","12/31/2018","1375, Kelton Avenue, West Los Angeles, Los Angeles, Los Angeles County, California, 90024-3990, United States",34.054821,-118.44441716754,"closed",1
"Home Business","907 WESTWOOD BLVD,LOS ANGELES,CA,90024","12/01/2017","09/25/2018","907, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0631104949684,-118.445181502484,"closed",0
"Home Business","1666 THAYER AVENUE,LOS ANGELES,CA,90024","01/15/2016","01/01/2018","1666, Thayer Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0569953333333,-118.427724333333,"closed",0
"Home Business","1390 VETERAN AVENUE,LOS ANGELES,CA,90024","12/01/2013","12/31/2018","1390, Veteran Avenue, West Los Angeles, Los Angeles, Los Angeles County, California, 90024-3990, United States",34.05423745,-118.444306249454,"closed",0
"RMARK ENTERPRISES INC","10475 EASTBORNE AVENUE,LOS ANGELES,CA,90024","01/01/2018","01/01/2018","10475, Eastborne Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0569969310345,-118.426880896552,"closed",1
"Home Business","933 HILGARD AVENUE,LOS ANGELES,CA,90024","09/20/2014","12/31/2018","933, Hilgard Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0632360412834,-118.441443765315,"closed",0
"THE BENTLEY FORBES GROUP LLC","10877 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/1994","12/31/2018","10877, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05927025,-118.4423481,"closed",1
"Home Business","1700 WESTHOLME AVENUE,LOS ANGELES,CA,90024","06/01/2018","10/01/2018","1700, Westholme Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.054592,-118.429989,"closed",0
"Home Business","10450 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/15/2003","04/04/2018","Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0611221,-118.4346192,"closed",0
"Home Business","10350 WILSHIRE BLVD,LOS ANGELES,CA,90024","07/01/2002","01/01/2018","Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0611221,-118.4346192,"closed",0
"ZUMA HOLLYWOOD LLC","10777 ASHTON AVENUE,LOS ANGELES,CA,90024","12/04/2017","12/31/2018","10777, Ashton Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.059123125,-118.438533666667,"closed",1
"PROGRAM WEST CONSULTING","1277 S BEVERLY GLEN BLVD,LOS ANGELES,CA,90024","02/13/2018","12/31/2018","1277, South Beverly Glen Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0645210320377,-118.427610355682,"closed",1
"TIMEWARE SOLUTIONS, INC","10933 WELLWORTH AVENUE,LOS ANGELES,CA,90024","04/19/2016","12/31/2018","10933, Wellworth Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05678,-118.443900333333,"closed",1
"Home Business","1557 WESTWOOD BLVD,LOS ANGELES,CA,90024","01/01/2016","01/01/2018","1557, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0531103529412,-118.439958,"closed",0
"ATHENA PRODUCTIONS LLC","10789 OHIO AVENUE,LOS ANGELES,CA,90024","10/05/2007","11/15/2018","10789, Ohio Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.055491625,-118.43849525,"closed",1
"Home Business","11045 STRATHMORE DRIVE,LOS ANGELES,CA,90024","01/01/2006","12/31/2018","11045, Strathmore Drive, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0644854,-118.451283348024,"closed",0
"ARP UNITED TRANSPORT INC","10530 WILSHIRE BLVD,LOS ANGELES,CA,90024","03/25/2014","05/01/2018","10530, Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0633413103448,-118.432473448276,"closed",1
"SURROGATE EX INC.","10970 ASHTON AVENUE,LOS ANGELES,CA,90024","01/09/2017","08/31/2018","10970, Ashton Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0570475833333,-118.445798666667,"closed",1
"Home Business","10403 EASTBORNE AVENUE,LOS ANGELES,CA,90024","09/11/2015","06/08/2018","10403, Eastborne Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0583192631579,-118.424957052632,"closed",0
"Home Business","600 KELTON AVENUE,LOS ANGELES,CA,90024","06/01/2017","01/01/2018","600, Kelton Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.066398,-118.453294,"closed",0
"ALEX NAHAI CONSULTING SERVICES INC","10717 WILSHIRE BLVD,LOS ANGELES,CA,90024","08/01/2016","12/31/2018","10717, Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.060764451355,-118.436555642333,"closed",1
"VIRGIN MOBILE USA LP","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2010","11/30/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"Home Business","10970 ASHTON AVENUE,LOS ANGELES,CA,90024","01/01/2012","01/01/2018","10970, Ashton Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0570475833333,-118.445798666667,"closed",0
"Home Business","1607 MANNING AVENUE,LOS ANGELES,CA,90024","06/01/2016","11/01/2018","1607, Manning Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0548385714286,-118.433640285714,"closed",0
"PUNCHFIST, LLC","10762 MASSACHUSETTS AVENUE,LOS ANGELES,CA,90024","09/15/2017","09/12/2018","10762, Massachusetts Avenue, West Los Angeles, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0521466530612,-118.436137020408,"closed",1
"KEVIN SEOKJONG LEE DDS INC","10833 WILSHIRE BLVD,LOS ANGELES,CA,90024","08/01/2017","06/30/2018","10833, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.059647,-118.4409302,"closed",1
"ALEX IIDA LLC","1630 HILTS AVENUE,LOS ANGELES,CA,90024","03/28/2017","01/01/2018","1630, Hilts Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0555432130802,-118.431949302688,"closed",1
"Home Business","10989 ROCHESTER AVENUE,LOS ANGELES,CA,90024","08/15/2016","06/17/2018","10989, Rochester Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.055470375,-118.44528925,"closed",0
"Home Business","1645 SELBY AVENUE,LOS ANGELES,CA,90024","06/01/2017","09/20/2018","1645, Selby Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0536637755102,-118.436521938776,"closed",0
"WHITE ARROW LLC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","06/01/2014","12/31/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"Home Business","10866 WILSHIRE BLVD,LOS ANGELES,CA,90024","03/21/2016","01/01/2018","10866, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0591843846154,-118.442019384615,"closed",0
"Home Business","1428 KELTON AVENUE,LOS ANGELES,CA,90024","10/15/2012","04/25/2018","1428, Kelton Avenue, West Los Angeles, Los Angeles, Los Angeles County, California, 90024-3990, United States",34.05375025,-118.442615791425,"closed",0
"MARK JAY RUBIN MD INC","10866 WILSHIRE BLVD,LOS ANGELES,CA,90024","02/15/2016","01/01/2018","10866, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0591843846154,-118.442019384615,"closed",1
"BIBIGO INTERNATIONAL LLC","1091 BROXTON AVENUE,LOS ANGELES,CA,90024","12/31/2015","03/06/2018","1091, Broxton Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0609255289426,-118.445887431763,"closed",1
"OLABS VENTURES LLC","10990 WILSHIRE BLVD,LOS ANGELES,CA,90024","04/30/2014","12/31/2018","KB Home, 10990, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0575914,-118.447167857437,"closed",1
"FRANKLIN P SHIRLEY DDS","1033 GAYLEY AVENUE,LOS ANGELES,CA,90024","05/09/1978","12/31/2018","1033, Gayley Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.061224,-118.447742141384,"closed",1
"Home Business","10940 WILSHIRE BLVD,LOS ANGELES,CA,90024","09/01/1989","12/21/2018","The Tower, 10940, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05804765,-118.445077273047,"closed",0
"INNOVATIVE BIOENGINEERING SOLUTIONS INC","10720 OHIO AVENUE,LOS ANGELES,CA,90024","01/24/2012","12/31/2018","10720, Ohio Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0570043333333,-118.435541666667,"closed",1
"SOS SERVICE ADVANTAGE LLC","10866 WILSHIRE BLVD,LOS ANGELES,CA,90024","12/25/2016","12/25/2018","10866, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0591843846154,-118.442019384615,"closed",1
"ROBERT GOLD COMM SYSTEMS INC","10575 ASHTON AVENUE,LOS ANGELES,CA,90024","08/01/1975","11/26/2018","10575, Ashton Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0613484285714,-118.432003571429,"closed",1
"Home Business","1051 GLENDON AVENUE,LOS ANGELES,CA,90024","12/01/2004","05/27/2018","1051, Glendon Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0616614489796,-118.444336816327,"closed",0
"Home Business","10755 MASSACHUSETTS AVENUE,LOS ANGELES,CA,90024","11/30/2015","08/31/2018","10755, Massachusetts Avenue, West Los Angeles, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0523210204082,-118.436197469388,"closed",0
"I.AM.EKO.CYCLE, LLC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","06/14/2011","03/06/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"Home Business","10877 WILSHIRE BLVD,LOS ANGELES,CA,90024","02/01/2014","09/01/2018","10877, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05927025,-118.4423481,"closed",0
"WELLS FARGO CLEARING SERVICES LLC","10920 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2011","01/31/2018","UCLA Wilshire Center, 10920, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0580985,-118.444642405786,"closed",1
"Home Business","1034 SELBY AVENUE,LOS ANGELES,CA,90024","08/01/2005","02/05/2018","1034, Selby Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0627470480602,-118.438156866512,"closed",0
"Home Business","10535 WILSHIRE BLVD,LOS ANGELES,CA,90024","02/01/2011","02/27/2018","10535, Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0631498,-118.43275636,"closed",0
"NABI INC","10880 WILSHIRE BLVD,LOS ANGELES,CA,90024","06/17/2010","01/26/2018","U.S. Coast Guard - Motion Picture and Television Office, 10880, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.058617,-118.4432767,"closed",1
"ROBERT A RICCO INC","10866 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2014","01/01/2018","10866, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0591843846154,-118.442019384615,"closed",1
"Home Business","1296 HOLMBY AVENUE,LOS ANGELES,CA,90024","06/19/2013","02/14/2018","1296, Holmby Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0638724693878,-118.428221938776,"closed",0
"AMIR FAGHFOORY MD APC","10535 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2016","01/01/2018","10535, Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0631498,-118.43275636,"closed",1
"Home Business","1663 SELBY AVENUE,LOS ANGELES,CA,90024","05/11/2017","03/09/2018","1663, Selby Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0533531836735,-118.436253959184,"closed",0
"KAS ALLEN HEALTHCARE ADVOCACY LLC","1314 WESTWOOD BLVD,LOS ANGELES,CA,90024","08/31/2012","12/31/2018","1314, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.056753625,-118.442492166667,"closed",1
"AVT VENTURES LLC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2012","07/01/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"NIGRO KARLIN SEGAL FELDSTEIN & BOLNO, LLC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","10/01/2013","03/31/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"PAYA ENTERPRISES INC","1267 WESTWOOD BLVD,LOS ANGELES,CA,90024","01/02/2009","12/31/2018","1267, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0572669591837,-118.443022897959,"closed",1
"STRATHMORE PROPERTIES LLC","10998 ROEBLING AVENUE,LOS ANGELES,CA,90024","05/22/2003","10/22/2018","10998, Roebling Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.06453,-118.44978,"closed",1
"CHRISTMAS FOURTEEN LLC","10640 ROCHESTER AVENUE,LOS ANGELES,CA,90024","06/01/2013","12/31/2018","10640, Rochester Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0582894358235,-118.433449390923,"closed",1
"SIZE RECORDS USA LLC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","12/15/2014","12/20/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"IL FORNO LLC","1076 GAYLEY AVENUE,LOS ANGELES,CA,90024","09/13/2013","11/11/2018","Mio Babbo's, 1076, Gayley Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0607578,-118.44674,"closed",1
"MR JINGLES CHRISTMAS TREE CORPORATION","1300 WESTWOOD BLVD,LOS ANGELES,CA,90024","11/05/2018","12/26/2018","1300, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.056926,-118.442596,"closed",1
"Home Business","10880 WILSHIRE BLVD,LOS ANGELES,CA,90024","04/08/2011","12/31/2018","U.S. Coast Guard - Motion Picture and Television Office, 10880, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.058617,-118.4432767,"closed",0
"Home Business","1616 WARNALL AVENUE,LOS ANGELES,CA,90024","01/01/2000","12/31/2018","1616, Warnall Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0620281408348,-118.42313060076,"closed",0
"Home Business","245 WOODRUFF AVENUE,LOS ANGELES,CA,90024","06/01/2014","06/30/2018","245, Woodruff Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0779958251566,-118.435794967464,"closed",0
"1325 KARI LEE LLC","1438 WESTWOOD BLVD,LOS ANGELES,CA,90024","08/03/2015","08/09/2018","1438, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0548695102041,-118.441229510204,"closed",1
"MARCUS, JOHN, DIA CHRISTINA, O. NICOLAS THEODORE IRRV TRUST","1567 WESTWOOD BLVD,LOS ANGELES,CA,90024","01/01/1970","07/03/2018","1567, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0529625588235,-118.4398305,"closed",1
"MODERN PARKING INC","1031 BROXTON AVENUE,LOS ANGELES,CA,90024","05/09/2008","01/31/2018","1031, Broxton Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.06186905,-118.446977405269,"closed",1
"JONAGOLD LLC","454 KELTON AVENUE,LOS ANGELES,CA,90024","04/10/2008","10/29/2018","454, Kelton Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0692559591837,-118.453655367347,"closed",1
"LAW OFFICE OF BRADLEY S. SANDLER, APC","10866 WILSHIRE BLVD,LOS ANGELES,CA,90024","11/01/2016","04/01/2018","10866, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0591843846154,-118.442019384615,"closed",1
"FINGERS CROSSED INC","1105 GLENDON AVENUE,LOS ANGELES,CA,90024","08/01/2010","05/31/2018","1105, Glendon Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0606045306122,-118.444393142857,"closed",1
"NANCI COHEN","10490 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/1999","12/31/2018","Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0611221,-118.4346192,"closed",1
"Home Business","10503 WILKINS AVENUE,LOS ANGELES,CA,90024","01/01/2000","01/01/2018","10503, Wilkins Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0589621666667,-118.429001083333,"closed",0
"GARY W PHILLIPS & ASSOCIATES INC","1308 COMSTOCK AVENUE,LOS ANGELES,CA,90024","01/01/1975","12/31/2018","1308, Comstock Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0660998761616,-118.425173552839,"closed",1
"SBDML HOLDINGS INC","1585 MANNING AVENUE,LOS ANGELES,CA,90024","01/01/2016","11/28/2018","1585, Manning Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0553375555556,-118.434070777778,"closed",1
"Home Business","10590 WILSHIRE BLVD,LOS ANGELES,CA,90024","05/01/1984","12/31/2018","10590, Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0616399893014,-118.433301114191,"closed",0
"JACARANDA LLC","621 MIDVALE AVENUE,LOS ANGELES,CA,90024","08/26/2008","11/13/2018","621, Midvale Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0659117762237,-118.451879969304,"closed",1
"SIZE LLC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","02/27/2014","12/20/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"Home Business","1051 GLENDON AVENUE,LOS ANGELES,CA,90024","08/01/2013","12/31/2018","1051, Glendon Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0616614489796,-118.444336816327,"closed",0
"SHELLS BY DESIGN LLC","1585 MANNING AVENUE,LOS ANGELES,CA,90024","01/01/2016","11/28/2018","1585, Manning Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0553375555556,-118.434070777778,"closed",1
"Home Business","10607 HOLMAN AVENUE,LOS ANGELES,CA,90024","01/01/2003","12/26/2018","10607, Holman Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0552713571429,-118.431051214286,"closed",0
"LAW OFFICES OF ROBIN B HILMAN P C","10540 LINDBROOK DRIVE,LOS ANGELES,CA,90024","08/13/2015","10/09/2018","10540, Lindbrook Drive, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0639015949034,-118.433602597602,"closed",1
"SP PLUS CORPORATION","947 TIVERTON AVENUE,LOS ANGELES,CA,90024","03/01/1981","03/31/2018","947, Tiverton Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0625909,-118.442991499463,"closed",1
"URTHO INC","10946 WEYBURN AVENUE,LOS ANGELES,CA,90024","09/01/2003","03/30/2018","10946, Weyburn Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.062614375,-118.4468035,"closed",1
"Home Business","1632 WESTWOOD BLVD,LOS ANGELES,CA,90024","04/06/2015","05/08/2018","1632, Westwood Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.052557,-118.439236877551,"closed",0
"Home Business","1388 WESTWOOD BLVD,LOS ANGELES,CA,90024","07/01/2004","06/01/2018","1388, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05560575,-118.441800625,"closed",0
"Home Business","1460 WESTWOOD BLVD,LOS ANGELES,CA,90024","05/12/2017","02/01/2018","1460, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0546364897959,-118.441029489796,"closed",0
"Home Business","10366 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2016","12/29/2018","Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0611221,-118.4346192,"closed",0
"Home Business","10611 OHIO AVENUE,LOS ANGELES,CA,90024","01/01/2010","12/31/2018","10611, Ohio Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0577559130738,-118.432520522608,"closed",0
"PARTYBABY LLC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","11/02/2015","06/01/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"ZOOM ERRANDS INC","10850 WILSHIRE BLVD,LOS ANGELES,CA,90024","05/16/2010","12/30/2018","English Language Center - ELC Los Angeles, 10850, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05913165,-118.44120737686,"closed",1
"PARKING CONCEPTS INC","10450 WILSHIRE BLVD,LOS ANGELES,CA,90024","12/03/2013","04/30/2018","Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0611221,-118.4346192,"closed",1
"LENSABL INC","1385 WESTWOOD BLVD,LOS ANGELES,CA,90024","05/01/2016","12/31/2018","1385, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05558625,-118.442009875,"closed",1
"VAPE CENTRIC INC","945 WESTWOOD BLVD,LOS ANGELES,CA,90024","11/15/2018","12/31/2018","945, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0629357388278,-118.445187556392,"closed",1
"PAIRFORCE LLC","10990 WILSHIRE BLVD,LOS ANGELES,CA,90024","10/15/2015","12/31/2018","KB Home, 10990, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0575914,-118.447167857437,"closed",1
"MOZZAFIATI LLC","1657 MALCOLM AVENUE,LOS ANGELES,CA,90024","01/01/2018","12/31/2018","1657, Malcolm Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0530390753717,-118.437285814069,"closed",1
"M & S VALET PARKING SERVICES LLC","1781 WESTWOOD BLVD,LOS ANGELES,CA,90024","01/15/2017","09/30/2018","1781, Westwood Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0502257142857,-118.437470979592,"closed",1
"Home Business","10920 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2015","12/31/2018","UCLA Wilshire Center, 10920, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0580985,-118.444642405786,"closed",0
"CATHY GRAF MARRIAGE & FAMILY THERAPY INC","1314 WESTWOOD BLVD,LOS ANGELES,CA,90024","03/02/2011","12/31/2018","1314, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.056753625,-118.442492166667,"closed",1
"SPRAZZO CUCINA ITALIANA INC","1389 WESTWOOD BLVD,LOS ANGELES,CA,90024","09/04/2002","12/31/2018","1389, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05553275,-118.441977625,"closed",1
"Home Business","1626 MALCOLM AVENUE,LOS ANGELES,CA,90024","10/03/2014","12/31/2018","1626, Malcolm Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0536742400474,-118.437273239257,"closed",0
"THE GREEN PARTY LLC","10960 WILSHIRE BLVD,LOS ANGELES,CA,90024","01/01/2013","12/31/2018","Equinox Building, 10960, Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.05787365,-118.445925726254,"closed",1
"DATELINE TV HOLDINGS, INC","10580 WILSHIRE BLVD,LOS ANGELES,CA,90024","11/21/1991","12/31/2018","10580, Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0618006617716,-118.433048683728,"closed",1
"Home Business","10641 LINDBROOK DRIVE,LOS ANGELES,CA,90024","09/01/1999","02/01/2018","10641, Lindbrook Drive, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0621086821292,-118.435435698268,"closed",0
"COLLEGE TOWN INTERNATIONAL LLC","1100 GLENDON AVENUE,LOS ANGELES,CA,90024","10/20/2014","12/31/2018","Westwood Center, 1100, Glendon Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0605418,-118.443495411629,"closed",1
"TARA INTERNATIONAL TRADING INC","10590 WILSHIRE BLVD,LOS ANGELES,CA,90024","10/04/2011","12/31/2018","10590, Wilshire Boulevard, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0616399893014,-118.433301114191,"closed",1
"WELOVESNOW INC","1135 WESTWOOD BLVD,LOS ANGELES,CA,90024","06/15/2013","12/31/2018","Poke Bar, 1135, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0599716,-118.4452059,"closed",1
"A SHAWN VEISEH MD APC","100 UCLA MEDICAL PLAZA,LOS ANGELES,CA,90024","01/03/2000","10/31/2018","",34.06558,-118.44576,"closed",1
"Home Business","10365  ASHTON AVENUE,LOS ANGELES,CA,90024","01/01/2015","12/31/2018","10365, Ashton Avenue, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0664023333333,-118.427254916667,"closed",0
"Home Business","1516 WESTWOOD BLVD,LOS ANGELES,CA,90024","01/09/1995","12/31/2018","1516, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0538699183673,-118.44036944898,"closed",0
"MANAGED CARE RESOURCES INC","1516 WESTWOOD BLVD,LOS ANGELES,CA,90024","01/02/1989","12/31/2018","1516, Westwood Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.0538699183673,-118.44036944898,"closed",1
"Home Business","765 WEYBURN PLACE,LOS ANGELES,CA,90024","11/15/2013","12/31/2018","Magnolia Court, 765, Weyburn Place, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",34.06367585,-118.450334367801,"closed",0
