FACID,FACNAME,FAC_FDR,ICU_BEDS,COUNTY_NAME,GAC_BEDS,NPI,FAC_TYPE_CODE,LTC,CAPACITY,ADDRESS,CITY,ZIP,ZIP9,FACADMIN,CONTACT_EMAIL,CONTACT_FAX,CONTACT_PHONE_NUMBER,COUNTY_CODE,DISTRICT_NUMBER,DISTRICT_NAME,ISFACMAIN,LICENSE_NUMBER,BUSINESS_NAME,INITIAL_LICENSE_DATE,LICENSE_EFFECTIVE_DATE,LICENSE_EXPIRATION_DATE,ENTITY_TYPE_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION,OSHPD_ID,STREETNUM,STREETNAME,CCLHO_CODE,CCLHO_NAME,FIPS_COUNTY_CODE,BIRTHING_FACILITY_FLAG,TRAUMA_PED_CTR,TRAUMA_CTR,TYPE_OF_CARE,CRITICAL_ACCESS_HOSPITAL
930000068,GOOD SAMARITAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,58.0,LOS ANGELES,235,1508859323,GACH,NON-LTC,380,1225 WILSHIRE BLVD,LOS ANGELES,90017,1901.0,"WOLFE, PHILLIP",PHWOLFE@GOODSAM.ORG,(213) 202-7452,(213) 977-2121,200,93,LA ACUTE/ANCILLARY,Y,930000071.0,HOSPITAL OF THE GOOD SAMARITAN,1946-01-01,2019-12-09,2020-10-31,NONPROFIT CORP,34.05477,-118.265561,"(-118.265561,34.05477)",106190392.0,1225,WILSHIRE BLVD,19,LOS ANGELES,6037,YES,,,,
930000070,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,8.0,LOS ANGELES,116,1982629440,GACH,NON-LTC,138,210 W SAN BERNARDINO RD,COVINA,91723,1515.0,"CURRY, ROBERT H",RCURRY@EMANATEHEALTH.ORG,(626) 859-5865,(626) 331-7331,200,93,LA ACUTE/ANCILLARY,Y,930000131.0,EMANATE HEALTH MEDICAL CENTER,1962-12-16,2020-03-10,2020-10-31,PROFIT CORP,34.08808,-117.893281,"(-117.893281,34.08808)",106190413.0,210,W SAN BERNARDINO RD,19,LOS ANGELES,6037,,,,,
930000071,KAISER FOUNDATION HOSPITAL - SOUTH BAY,GENERAL ACUTE CARE HOSPITAL,20.0,LOS ANGELES,193,1336294040,GACH,NON-LTC,257,25825 S. VERMONT AVE,HARBOR CITY,90710,3518.0,"HARRIER, MARGIE",JACQUELYNN.COLLINS@KP.ORG,(626) 405-6281,(310) 325-5111,200,93,LA ACUTE/ANCILLARY,Y,930000079.0,KAISER FOUNDATION HOSPITALS,1960-03-07,2019-11-01,2020-10-31,NONPROFIT CORP,33.78857,-118.296071,"(-118.296071,33.78857)",106190431.0,25825,S. VERMONT AVE,19,LOS ANGELES,6037,YES,,,,
930000072,KAISER FOUNDATION HOSPITAL - LOS ANGELES,GENERAL ACUTE CARE HOSPITAL,96.0,LOS ANGELES,240,1821143777,GACH,NON-LTC,460,4867 W SUNSET BLVD,LOS ANGELES,90027,5969.0,"GRICE, WILLIAM",JACQUELYNN.COLLINS@KP.ORG,(626) 405-6281,(323) 783-8101,200,93,LA ACUTE/ANCILLARY,Y,930000077.0,KAISER FOUNDATION HOSPITALS,1953-05-01,2020-01-13,2020-10-31,NONPROFIT CORP,34.09862,-118.294831,"(-118.294831,34.09862)",106190429.0,4867,W SUNSET BLVD,19,LOS ANGELES,6037,YES,,,,
930000074,KAISER FOUNDATION HOSPITAL-DOWNEY,GENERAL ACUTE CARE HOSPITAL,38.0,LOS ANGELES,182,1518012301,GACH,NON-LTC,352,9333 IMPERIAL HWY,DOWNEY,90242,2812.0,"BRANCHICK, JAMES",MARY.H.CARRILLO@KP.ORG,(562) 461-4341,(562) 657-9000,200,93,LA ACUTE/ANCILLARY,Y,930000078.0,KAISER FOUNDATION HOSPITALS,1965-07-16,2020-03-01,2021-02-28,NONPROFIT CORP,33.91949,-118.129961,"(-118.129961,33.91949)",106196403.0,9333,IMPERIAL HWY,19,LOS ANGELES,6037,YES,,,,
930000076,KAISER FOUNDATION HOSPITAL-WEST LA,GENERAL ACUTE CARE HOSPITAL,31.0,LOS ANGELES,194,1132474897,GACH,NON-LTC,265,6041 CADILLAC AVE,LOS ANGELES,90034,1702.0,"GARCIA , GEORGINA R",JACQUELYNN.COLLINS@KP.ORG,(626) 405-6281,(323) 857-2000,200,93,LA ACUTE/ANCILLARY,Y,930000081.0,KAISER FOUNDATION HOSPITALS,1974-09-16,2019-11-16,2020-11-15,NONPROFIT CORP,34.03864,-118.373511,"(-118.373511,34.03864)",106190434.0,6041,CADILLAC AVE,19,LOS ANGELES,6037,YES,,,,
930000077,PALMDALE REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,24.0,LOS ANGELES,133,1508856535,GACH,NON-LTC,184,38600 MEDICAL CENTER DR,PALMDALE,93551,4483.0,"ALLEN, RICHARD",ROY.MISER@UHSINC.COM,(661) 382-5540,(661) 382-5000,200,93,LA ACUTE/ANCILLARY,Y,930000085.0,LANCASTER HOSPITAL CORPORATION,1964-03-16,2020-03-09,2021-01-31,PROFIT CORP,34.58365,-118.144271,"(-118.144271,34.58365)",106196405.0,38600,MEDICAL CENTER DR,19,LOS ANGELES,6037,,,,,
930000081,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,GENERAL ACUTE CARE HOSPITAL,28.0,LOS ANGELES,230,1902844988,GACH,NON-LTC,327,4101 TORRANCE BLVD,TORRANCE,90503,4607.0,"OLNEY, GARRY",GARRYOLNEY@PROVIDENCE.ORG,(310) 303-6123,(310) 303-6100,200,93,LA ACUTE/ANCILLARY,Y,930000089.0,PROVIDENCE HEALTH SYSTEM - SOUTHERN CALIFORNIA,1959-12-21,2019-11-01,2020-10-31,NONPROFIT CORP,33.83861,-118.357111,"(-118.357111,33.83861)",106190470.0,4101,TORRANCE BLVD,19,LOS ANGELES,6037,YES,,,,
930000085,LOS ANGELES COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,6.0,LOS ANGELES,85,1922001809,GACH,NON-LTC,91,4081 E OLYMPIC BLVD,LOS ANGELES,90023,3330.0,"LEVY, KEITH",DTOPPER@ALTACORP.COM,(323) 261-0809,(323) 267-0477,200,93,LA ACUTE/ANCILLARY,Y,930000039.0,"ALTA LOS ANGELES HOSPITALS, INC.",1957-10-24,2020-03-15,2021-03-14,PROFIT CORP,34.01944,-118.186721,"(-118.186721,34.01944)",106190198.0,4081,E OLYMPIC BLVD,19,LOS ANGELES,6037,,,,,
930000088,KINDRED HOSPITAL - LOS ANGELES,GENERAL ACUTE CARE HOSPITAL,5.0,LOS ANGELES,76,1447335146,GACH,NON-LTC,81,5525 W SLAUSON AVE,LOS ANGELES,90056,1047.0,"BASA-REYES, FIONA",MARGARETKATHLEEN.LD@KINDRED.COM,(310) 410-2892,(310) 642-0325,200,93,LA ACUTE/ANCILLARY,Y,930000053.0,"THC - ORANGE COUNTY, LLC",1958-04-28,2019-11-01,2020-10-31,LIMITED LIABILITY COMPANY,33.99028,-118.378431,"(-118.378431,33.99028)",106190305.0,5525,W SLAUSON AVE,19,LOS ANGELES,6037,,,,,
930000089,KINDRED HOSPITAL - LA MIRADA,GENERAL ACUTE CARE HOSPITAL,6.0,LOS ANGELES,88,1033294723,GACH,NON-LTC,118,14900 IMPERIAL HWY,LA MIRADA,90638,2172.0,"KOWALSKI, DAVID",LYNNEHARSHEY@KINDRED.COM,(562) 944-0325,(562) 944-1900,200,93,LA ACUTE/ANCILLARY,Y,930000084.0,"SOUTHERN CALIFORNIA SPECIALTY CARE, LLC",1961-07-27,2019-11-01,2020-10-31,LIMITED LIABILITY COMPANY,33.91637,-118.013311,"(-118.013311,33.91637)",106190449.0,14900,IMPERIAL HWY,19,LOS ANGELES,6037,,,,,
930000091,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,17.0,LOS ANGELES,154,1821250762,GACH,NON-LTC,249,18321 CLARK ST,TARZANA,91356,3501.0,"SUROWITZ, DALE",DALE.SUROWITZ@PROVIDENCE.ORG,(818) 708-5382,(818) 708-5140,200,93,LA ACUTE/ANCILLARY,Y,930000097.0,"TARZANA MEDICAL CENTER, LLC",,2019-12-02,2020-11-18,LIMITED LIABILITY COMPANY,34.17046,-118.532051,"(-118.532051,34.17046)",106190517.0,18321,CLARK ST,19,LOS ANGELES,6037,YES,,,,
930000092,MEMORIAL HOSPITAL OF GARDENA,GENERAL ACUTE CARE HOSPITAL,5.0,LOS ANGELES,70,1063412005,GACH,NON-LTC,103,1145 W REDONDO BEACH BLVD,GARDENA,90247,3528.0,"WOJNO, KATHY",KWOJNO@AVANTIHOSPITALS.COM,(310) 538-6680,(310) 532-4200,200,93,LA ACUTE/ANCILLARY,Y,930000098.0,"GARDENA HOSPITAL, L.P.",1949-05-13,2019-11-01,2020-10-31,PARTNERSHIP,33.89297,-118.294801,"(-118.294801,33.89297)",106190521.0,1145,W REDONDO BEACH BLVD,19,LOS ANGELES,6037,YES,,,,
930000093,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,GENERAL ACUTE CARE HOSPITAL,12.0,LOS ANGELES,180,1477610640,GACH,NON-LTC,255,1420 S CENTRAL AVE,GLENDALE,91204,2508.0,"WELTON, JILL",JULIE.WELTON@DIGNITYHEALTH.ORG,(818) 409-7688,(818) 502-2201,200,93,LA ACUTE/ANCILLARY,Y,930000099.0,DIGNITY COMMUNITY CARE,1946-01-01,2020-01-01,2020-12-31,NONPROFIT CORP,34.12787,-118.257061,"(-118.257061,34.12787)",106190522.0,1420,S CENTRAL AVE,19,LOS ANGELES,6037,YES,,,,
930000095,MEMORIALCARE LONG BEACH MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,60.0,LOS ANGELES,309,1962442012,GACH,NON-LTC,411,2801 ATLANTIC AVE,LONG BEACH,90806,1701.0,"HENDEL, DIANA",SKING@MEMORIALCARE.ORG,(562) 933-1107,(562) 933-2000,200,93,LA ACUTE/ANCILLARY,Y,930000102.0,LONG BEACH MEMORIAL MEDICAL CENTER,1965-07-10,2020-03-01,2021-02-28,NONPROFIT CORP,33.80821,-118.187051,"(-118.187051,33.80821)",106190525.0,2801,ATLANTIC AVE,19,LOS ANGELES,6037,,LEVEL II PED,LEVEL II,,
930000096,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,GENERAL ACUTE CARE HOSPITAL,29.0,LOS ANGELES,228,1508851288,GACH,NON-LTC,348,300 W HUNTINGTON DR,ARCADIA,91007,3402.0,"AUSMAN, DAN",,(626) 574-3767,(626) 898-8000,200,93,LA ACUTE/ANCILLARY,Y,930000103.0,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,1957-05-23,2020-05-01,2021-04-30,NONPROFIT CORP,34.13442,-118.041761,"(-118.041761,34.13442)",106190529.0,300,W HUNTINGTON DR,19,LOS ANGELES,6037,YES,,,,
930000099,PIH HEALTH HOSPITAL-WHITTIER,GENERAL ACUTE CARE HOSPITAL,48.0,LOS ANGELES,323,1043215379,GACH,NON-LTC,488,12401 WASHINGTON BLVD,WHITTIER,90602,1006.0,"WEST, JAMES",JUDY.PUGACH@PIHHEALTH.ORG,(562) 789-4300,(562) 698-0811,200,93,LA ACUTE/ANCILLARY,Y,930000129.0,PIH HEALTH HOSPITAL-WHITTIER,1955-01-15,2020-01-01,2020-12-31,NONPROFIT CORP,33.96973,-118.049631,"(-118.049631,33.96973)",106190631.0,12401,WASHINGTON BLVD,19,LOS ANGELES,6037,YES,,,,
930000100,PROVIDENCE SAINT JOHN'S HEALTH CENTER,GENERAL ACUTE CARE HOSPITAL,23.0,LOS ANGELES,196,1124026273,GACH,NON-LTC,266,2121 SANTA MONICA BLVD,SANTA MONICA,90404,2303.0,"RICKS, MICHAEL",LOU.LAZATHIN@STJOHNS.ORG,(310) 829-8062,(310) 829-5511,200,93,LA ACUTE/ANCILLARY,Y,930000158.0,SAINT JOHN'S HEALTH CENTER,1949-01-01,2019-11-01,2020-10-31,NONPROFIT CORP,34.03059,-118.479261,"(-118.479261,34.03059)",106190756.0,2121,SANTA MONICA BLVD,19,LOS ANGELES,6037,YES,,,,
930000101,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,38.0,LOS ANGELES,269,1336173269,GACH,NON-LTC,392,501 S BUENA VISTA ST,BURBANK,91505,4809.0,"LINDEN, KELLY",DENA.DECKER@PROVIDENCE.ORG,(818) 847-3879,(818) 843-5111,200,93,LA ACUTE/ANCILLARY,Y,930000159.0,PROVIDENCE HEALTH SYSTEM - SOUTHERN CALFORNIA,1946-01-01,2019-06-01,2020-05-31,NONPROFIT CORP,34.15648,-118.328781,"(-118.328781,34.15648)",106190758.0,501,S BUENA VISTA ST,19,LOS ANGELES,6037,YES,,,,
930000103,ST. MARY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,38.0,LOS ANGELES,190,1194840421,GACH,NON-LTC,360,1050 LINDEN AVE,LONG BEACH,90813,3321.0,"CALDWELL, CAROLYN",CHRISTOPHER@CHW.EDU,(562) 491-9085,(562) 491-9000,200,93,LA ACUTE/ANCILLARY,Y,930000012.0,DIGNITY HEALTH,1946-01-01,2020-01-29,2020-12-31,NONPROFIT CORP,33.77989,-118.186211,"(-118.186211,33.77989)",106190053.0,1050,LINDEN AVE,19,LOS ANGELES,6037,YES,,LEVEL II,,
930000105,OLYMPIA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,6.0,LOS ANGELES,192,1245371343,GACH,NON-LTC,204,5900 W OLYMPIC BLVD,LOS ANGELES,90036,4671.0,"WILLIAMS, MATTHEW",MATT.WILLIAMS@OLYMPIAMC.COM,(323) 932-5093,(323) 938-3161,200,93,LA ACUTE/ANCILLARY,Y,930000105.0,"OLYMPIA HEALTH CARE, LLC",1947-11-25,2019-12-01,2020-11-30,LIMITED LIABILITY COMPANY,34.05716,-118.360581,"(-118.360581,34.05716)",106190534.0,5900,W OLYMPIC BLVD,19,LOS ANGELES,6037,,,,,
930000107,MONROVIA MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,4.0,LOS ANGELES,45,1265601561,GACH,NON-LTC,49,323 S HELIOTROPE AVE,MONROVIA,91016,2914.0,"KUPFERSTEIN, RON",RONK@MMHOSP.COM,(626) 408-9809,(626) 408-9800,200,93,LA ACUTE/ANCILLARY,Y,930000107.0,"ALAKOR HEALTHCARE, LLC",1946-01-01,2019-11-03,2020-11-02,LIMITED LIABILITY COMPANY,34.14879,-117.992711,"(-117.992711,34.14879)",106190541.0,323,S HELIOTROPE AVE,19,LOS ANGELES,6037,,,,,
930000108,MONTEREY PARK HOSPITAL,GENERAL ACUTE CARE HOSPITAL,4.0,LOS ANGELES,83,1780676221,GACH,NON-LTC,101,900 S ATLANTIC BLVD,MONTEREY PARK,91754,4716.0,"COHEN, PHILIP",RUTH.HONIG@AHMCHEALTH.COM,(626) 281-4719,(626) 570-5721,200,93,LA ACUTE/ANCILLARY,Y,930000108.0,AHMC MONTEREY PARK HOSPITAL L.P.,1972-12-04,2019-12-01,2020-11-30,PARTNERSHIP,34.04957,-118.138271,"(-118.138271,34.04957)",106190547.0,900,S ATLANTIC BLVD,19,LOS ANGELES,6037,YES,,,,
930000111,NORTHRIDGE HOSPITAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,24.0,LOS ANGELES,199,1417089350,GACH,NON-LTC,354,18300 ROSCOE BLVD,NORTHRIDGE,91325,4105.0,"WATKINS, PAUL H",P.WATKINS001@DIGNITYHEALTH.ORG,(818) 885-5439,(818) 885-5321,200,93,LA ACUTE/ANCILLARY,Y,930000114.0,DIGNITY COMMUNITY CARE,1956-10-07,2020-01-01,2020-12-31,NONPROFIT CORP,34.220763,-118.533214,"(-118.533214,34.220763)",106190568.0,18300,ROSCOE BLVD,19,LOS ANGELES,6037,YES,LEVEL II PED,LEVEL II,,
930000112,NORWALK COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,6.0,LOS ANGELES,37,,GACH,NON-LTC,50,13222 BLOOMFIELD AVE,NORWALK,90650,3249.0,"KOTHARI, DHAIWAT",NONE@DHS.CA.COM,(562) 864-8435,(562) 863-4763,200,93,LA ACUTE/ANCILLARY,Y,930000039.0,"ALTA LOS ANGELES HOSPITALS, INC.",1957-10-24,2020-03-15,2021-03-14,PROFIT CORP,33.91064,-118.064321,"(-118.064321,33.91064)",106190570.0,13222,BLOOMFIELD AVE,19,LOS ANGELES,6037,,,,,
930000114,COLLEGE MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,8.0,LOS ANGELES,68,1215373626,GACH,NON-LTC,121,2776 PACIFIC AVE,LONG BEACH,90806,2613.0,"AVELINO, JOE",DTEASLEY@COLLEGEMEDICALCENTER.COM,(562) 997-2184,(562) 997-2000,200,93,LA ACUTE/ANCILLARY,Y,930000117.0,"CHLB,LLC",1956-06-13,2019-10-09,2020-10-08,LIMITED LIABILITY COMPANY,33.80696,-118.192961,"(-118.192961,33.80696)",106190587.0,2776,PACIFIC AVE,19,LOS ANGELES,6037,,,,,
930000123,POMONA VALLEY HOSPITAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,38.0,LOS ANGELES,191,1407813660,GACH,NON-LTC,412,1798 N. GAREY AVE,POMONA,91767,2918.0,"YOCHUM, RICHARD",ROSIE.RIGGER@PVHMC.ORG,(909) 865-9796,(909) 865-9500,200,93,LA ACUTE/ANCILLARY,Y,930000128.0,POMONA VALLEY HOSPITAL MEDICAL CENTER,1946-01-01,2019-11-01,2020-10-31,NONPROFIT CORP,34.07721,-117.751231,"(-117.751231,34.07721)",106190630.0,1798,N. GAREY AVE,19,LOS ANGELES,6037,YES,,LEVEL II,,
930000125,SAN DIMAS COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,8.0,LOS ANGELES,86,,GACH,NON-LTC,101,1350 W COVINA BLVD,SAN DIMAS,91773,3245.0,"SCARBORO, PARRISH",,(909) 394-2789,(909) 394-2712,200,93,LA ACUTE/ANCILLARY,Y,930000139.0,"PRIME HEALTHCARE SERVICES-SAN DIMAS, LLC",1972-10-30,2019-11-01,2020-10-31,PROFIT CORP,34.09747,-117.834501,"(-117.834501,34.09747)",106190673.0,1350,W COVINA BLVD,19,LOS ANGELES,6037,YES,,,,
930000127,TORRANCE MEMORIAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,46.0,LOS ANGELES,409,1467459776,GACH,NON-LTC,570,3330 LOMITA BLVD,TORRANCE,90505,5002.0,"LEACH, CRAIG D",CRAIG.LEACH@TMMC.COM,(310) 784-4801,(310) 325-9110,200,93,LA ACUTE/ANCILLARY,Y,930000076.0,TORRANCE MEMORIAL MEDICAL CENTER,1971-03-29,2020-04-01,2021-03-31,NONPROFIT CORP,33.81173,-118.344421,"(-118.344421,33.81173)",106190422.0,3330,LOMITA BLVD,19,LOS ANGELES,6037,YES,,,,
930000128,SAINT FRANCIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,36.0,LOS ANGELES,164,1487697215,GACH,NON-LTC,314,3630 E IMPERIAL HWY,LYNWOOD,90262,2636.0,"RAMIREZ, ELEANOR",STEPHANIEKOPP@RENTY.ORG,(310) 900-7320,(310) 900-8900,200,93,LA ACUTE/ANCILLARY,Y,930000157.0,ST. FRANCIS MEDICAL CENTER,1946-01-01,2020-01-01,2020-12-31,NONPROFIT CORP,33.92973,-118.203251,"(-118.203251,33.92973)",106190754.0,3630,E IMPERIAL HWY,19,LOS ANGELES,6037,YES,,LEVEL II,,
930000129,VALLEY PRESBYTERIAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,30.0,LOS ANGELES,188,1578529285,GACH,NON-LTC,350,15107 VANOWEN ST,VAN NUYS,91405,4542.0,"VALDESPINO, GUSTAVO",COMMENTS@VALLEYPRES.ORG,(818) 902-3974,(818) 782-6600,200,93,LA ACUTE/ANCILLARY,Y,930000170.0,VALLEY PRESBYTERIAN HOSPITAL,1958-01-21,2020-05-01,2021-04-30,NONPROFIT CORP,34.19509,-118.463051,"(-118.463051,34.19509)",106190812.0,15107,VANOWEN ST,19,LOS ANGELES,6037,YES,,,,
930000132,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,12.0,LOS ANGELES,197,,GACH,NON-LTC,325,1115 S SUNSET AVE,WEST COVINA,91790,3940.0,"CURRY, ROBERT H",RCURRY@EMANATEHEALTH.ORG,(626) 851-2766,(626) 962-4011,200,93,LA ACUTE/ANCILLARY,Y,930000131.0,EMANATE HEALTH MEDICAL CENTER,1962-12-16,2020-03-10,2020-10-31,PROFIT CORP,34.0634,-117.945491,"(-117.945491,34.0634)",106190636.0,1115,S SUNSET AVE,19,LOS ANGELES,6037,YES,,,,
930000133,PACIFICA HOSPITAL OF THE VALLEY,GENERAL ACUTE CARE HOSPITAL,7.0,LOS ANGELES,48,1861402935,GACH,NON-LTC,95,9449 SAN FERNANDO RD,SUN VALLEY,91352,1421.0,"POORE, CAROL",AMOUSA@PACIFICAHOSPITAL.COM,(818) 252-2478,(818) 252-2417,200,93,LA ACUTE/ANCILLARY,Y,930000148.0,PACIFICA OF THE VALLEY CORPORATION,1946-12-30,2020-01-17,2021-01-16,PROFIT CORP,34.24046,-118.395901,"(-118.395901,34.24046)",106190696.0,9449,SAN FERNANDO RD,19,LOS ANGELES,6037,YES,,,,
930000140,SHERMAN OAKS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,8.0,LOS ANGELES,96,1750491247,GACH,NON-LTC,112,4929 VAN NUYS BLVD,SHERMAN OAKS,91403,1702.0,"PARK, BOCKHI",BPARK@SHERMANOAKSHOSPITAL.COM,(818) 501-5316,(818) 981-7111,200,93,LA ACUTE/ANCILLARY,Y,930000149.0,"PRIME HEALTHCARE SERVICES - SHERMAN OAKS, LLC",1958-03-05,2020-03-01,2021-02-28,LIMITED LIABILITY COMPANY,34.16,-118.449441,"(-118.449441,34.16)",106190708.0,4929,VAN NUYS BLVD,19,LOS ANGELES,6037,,,,,
930000144,KINDRED HOSPITAL BALDWIN PARK,GENERAL ACUTE CARE HOSPITAL,8.0,LOS ANGELES,83,1689984668,GACH,NON-LTC,91,14148 FRANCISQUITO AVE,BALDWIN PARK,91706,6120.0,"BASA-REYES, FIONA",SWENDAMOREH@KINDRED.COM,(855) 837-5738,(626) 388-2700,200,93,LA ACUTE/ANCILLARY,Y,930000390.0,"KND DEVELOPMENT 52, L.L.C.",1956-06-08,2019-11-01,2020-10-31,LIMITED LIABILITY COMPANY,34.06317,-117.967171,"(-117.967171,34.06317)",106190049.0,14148,FRANCISQUITO AVE,19,LOS ANGELES,6037,,,,,
930000151,WHITTIER HOSPITAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,16.0,LOS ANGELES,112,1023000569,GACH,NON-LTC,156,9080 COLIMA RD,WHITTIER,90605,1600.0,"CASTRO, RICHARD A",HOWARD.TERNES@AHMCHEALTH.COM,(562) 693-6811,(562) 945-3561,200,93,LA ACUTE/ANCILLARY,Y,930000402.0,AHMC WHITTIER HOSPITAL MEDICAL CENTER LP,1957-05-05,2019-12-01,2020-11-30,PARTNERSHIP,33.95018,-118.004051,"(-118.004051,33.95018)",106190883.0,9080,COLIMA RD,19,LOS ANGELES,6037,YES,,,,
930000157,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER SAN PEDRO,GENERAL ACUTE CARE HOSPITAL,12.0,LOS ANGELES,104,1942247291,GACH,NON-LTC,158,1300 W 7TH ST,SAN PEDRO,90732,3505.0,"OLNEY, GARRY",GARRYOLNEY@PROVIDENCE.ORG,(310) 514-5314,(310) 832-3311,200,93,LA ACUTE/ANCILLARY,Y,930000142.0,PROVIDENCE HEALTH SYSTEM - SOUTHERN CALIFORNIA,1946-01-01,2019-11-01,2020-10-31,NONPROFIT CORP,33.73794,-118.305459,"(-118.305459,33.73794)",106190680.0,1300,W 7TH ST,19,LOS ANGELES,6037,YES,,,,
930000162,RONALD REAGAN UCLA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,120.0,LOS ANGELES,234,1902803315,GACH,NON-LTC,445,757 WESTWOOD BLVD,LOS ANGELES,90095,8358.0,"SPISSO, JOHNESE",MBWILLIS@MEDNET.UCLA.EDU,(310) 794-3907,(310) 267-2041,200,93,LA ACUTE/ANCILLARY,Y,930000165.0,REGENTS UNIVERSITY OF CALIFORNIA HEALTH SCIENCES & SERVICES,1955-07-01,2019-11-19,2020-11-18,UC REGENT,34.066226,-118.445375,"(-118.445375,34.066226)",106190796.0,757,WESTWOOD BLVD,19,LOS ANGELES,6037,YES,LEVEL I PED,LEVEL I,,
930000163,USC KENNETH NORRIS JR. CANCER HOSPITAL,GENERAL ACUTE CARE HOSPITAL,13.0,LOS ANGELES,47,1770728438,GACH,NON-LTC,60,1441 EASTLAKE AVE,LOS ANGELES,90089,112.0,"HANNERS, ROD",NONE@DHS.CA.GOV,(323) 442-5257,(323) 865-3000,200,93,LA ACUTE/ANCILLARY,Y,930000267.0,UNIVERSITY OF SOUTHERN CALIFORNIA,1983-04-11,2020-04-01,2021-03-31,NONPROFIT CORP,34.061462,-118.204203,"(-118.204203,34.061462)",106191216.0,1441,EASTLAKE AVE,19,LOS ANGELES,6037,,,,,
930000187,USC VERDUGO HILLS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,6.0,LOS ANGELES,86,1154715845,GACH,NON-LTC,116,1812 VERDUGO BLVD,GLENDALE,91208,1407.0,"HOBBS, KEITH",EBORJA@VHHOSPITAL.ORG,(818) 952-4649,(818) 952-2210,200,93,LA ACUTE/ANCILLARY,Y,930000173.0,UNIVERSITY OF SOUTHERN CALIFORNIA,1972-12-08,2019-10-31,2020-05-28,NONPROFIT CORP,34.20458,-118.216041,"(-118.216041,34.20458)",106190818.0,1812,VERDUGO BLVD,19,LOS ANGELES,6037,YES,,,,
930000188,WEST COVINA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,0.0,LOS ANGELES,13,1891187035,GACH,NON-LTC,13,725 S ORANGE AVE,WEST COVINA,91790,2614.0,"WALLMAN, GERALD",ADMINISTRATION@DOCTORSHOSPITALWC.COM,(626) 960-9178,(626) 338-8481,200,93,LA ACUTE/ANCILLARY,Y,930000188.0,"WEST COVINA MEDICAL CENTER, INC.",1958-11-07,2020-04-04,2021-04-03,PROFIT CORP,34.07107,-117.944391,"(-117.944391,34.07107)",106190857.0,725,S ORANGE AVE,19,LOS ANGELES,6037,,,,,
930000191,ADVENTIST HEALTH WHITE MEMORIAL,GENERAL ACUTE CARE HOSPITAL,39.0,LOS ANGELES,150,1215927470,GACH,NON-LTC,293,1720 E CESAR E CHAVEZ AVE,LOS ANGELES,90033,2414.0,"RAFFOUL, JOHN",BRYANTMC@AH.ORG,(323) 881-8605,(323) 268-5000,200,93,LA ACUTE/ANCILLARY,Y,930000195.0,WHITE MEMORIAL MEDICAL CENTER,1946-01-01,2019-11-01,2020-10-31,NONPROFIT CORP,34.04886,-118.218001,"(-118.218001,34.04886)",106190878.0,1720,E CESAR E CHAVEZ AVE,19,LOS ANGELES,6037,YES,,,,
