hour,minute,n_people,week,day,facility,n_people_rel
16,0,153.0,Weeks 4 to 8,Sunday,wooden,0.344
16,10,158.0,Weeks 4 to 8,Sunday,wooden,0.355
16,20,158.0,Weeks 4 to 8,Sunday,wooden,0.355
16,30,155.0,Weeks 4 to 8,Sunday,wooden,0.348
16,40,151.0,Weeks 4 to 8,Sunday,wooden,0.339
16,50,147.0,Weeks 4 to 8,Sunday,wooden,0.33
17,0,147.0,Weeks 4 to 8,Sunday,wooden,0.33
17,10,145.0,Weeks 4 to 8,Sunday,wooden,0.326
17,20,146.0,Weeks 4 to 8,Sunday,wooden,0.328
17,30,144.0,Weeks 4 to 8,Sunday,wooden,0.324
17,40,136.0,Weeks 4 to 8,Sunday,wooden,0.306
17,50,139.0,Weeks 4 to 8,Sunday,wooden,0.312
18,0,140.0,Weeks 4 to 8,Sunday,wooden,0.315
18,10,140.0,Weeks 4 to 8,Sunday,wooden,0.315
18,20,132.0,Weeks 4 to 8,Sunday,wooden,0.297
18,30,124.0,Weeks 4 to 8,Sunday,wooden,0.279
18,40,116.0,Weeks 4 to 8,Sunday,wooden,0.261
18,50,114.0,Weeks 4 to 8,Sunday,wooden,0.256
19,0,111.0,Weeks 4 to 8,Sunday,wooden,0.249
19,10,112.0,Weeks 4 to 8,Sunday,wooden,0.252
19,20,115.0,Weeks 4 to 8,Sunday,wooden,0.258
19,30,115.0,Weeks 4 to 8,Sunday,wooden,0.258
19,40,114.0,Weeks 4 to 8,Sunday,wooden,0.256
19,50,111.0,Weeks 4 to 8,Sunday,wooden,0.249
20,0,111.0,Weeks 4 to 8,Sunday,wooden,0.249
20,10,106.0,Weeks 4 to 8,Sunday,wooden,0.238
20,20,105.0,Weeks 4 to 8,Sunday,wooden,0.236
20,30,106.0,Weeks 4 to 8,Sunday,wooden,0.238
20,40,105.0,Weeks 4 to 8,Sunday,wooden,0.236
20,50,104.0,Weeks 4 to 8,Sunday,wooden,0.234
21,0,106.0,Weeks 4 to 8,Sunday,wooden,0.238
21,10,111.0,Weeks 4 to 8,Sunday,wooden,0.249
21,20,113.0,Weeks 4 to 8,Sunday,wooden,0.254
21,30,112.0,Weeks 4 to 8,Sunday,wooden,0.252
21,40,113.0,Weeks 4 to 8,Sunday,wooden,0.254
21,50,114.0,Weeks 4 to 8,Sunday,wooden,0.256
22,0,93.0,Weeks 4 to 8,Sunday,wooden,0.209
22,10,75.0,Weeks 4 to 8,Sunday,wooden,0.169
22,20,57.0,Weeks 4 to 8,Sunday,wooden,0.128
22,30,40.0,Weeks 4 to 8,Sunday,wooden,0.09
22,40,27.0,Weeks 4 to 8,Sunday,wooden,0.061
22,50,16.0,Weeks 4 to 8,Sunday,wooden,0.036
23,0,0.0,Weeks 4 to 8,Sunday,wooden,0.0
23,10,0.0,Weeks 4 to 8,Sunday,wooden,0.0
23,20,0.0,Weeks 4 to 8,Sunday,wooden,0.0
23,30,0.0,Weeks 4 to 8,Sunday,wooden,0.0
23,40,0.0,Weeks 4 to 8,Sunday,wooden,0.0
23,50,0.0,Weeks 4 to 8,Sunday,wooden,0.0
0,0,39.0,Weeks 9 and 10,Monday to Thursday,wooden,0.088
0,10,30.0,Weeks 9 and 10,Monday to Thursday,wooden,0.067
0,20,22.0,Weeks 9 and 10,Monday to Thursday,wooden,0.049
0,30,15.0,Weeks 9 and 10,Monday to Thursday,wooden,0.034
0,40,10.0,Weeks 9 and 10,Monday to Thursday,wooden,0.022
0,50,7.0,Weeks 9 and 10,Monday to Thursday,wooden,0.016
1,0,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
1,10,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
1,20,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
1,30,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
1,40,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
1,50,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
2,0,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
2,10,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
2,20,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
2,30,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
2,40,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
2,50,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
3,0,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
3,10,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
3,20,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
3,30,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
3,40,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
3,50,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
4,0,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
4,10,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
4,20,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
4,30,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
4,40,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
4,50,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
5,0,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
5,10,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
5,20,1.0,Weeks 9 and 10,Monday to Thursday,wooden,0.002
5,30,39.0,Weeks 9 and 10,Monday to Thursday,wooden,0.088
5,40,52.0,Weeks 9 and 10,Monday to Thursday,wooden,0.117
5,50,66.0,Weeks 9 and 10,Monday to Thursday,wooden,0.148
6,0,78.0,Weeks 9 and 10,Monday to Thursday,wooden,0.175
6,10,83.0,Weeks 9 and 10,Monday to Thursday,wooden,0.187
6,20,85.0,Weeks 9 and 10,Monday to Thursday,wooden,0.191
6,30,82.0,Weeks 9 and 10,Monday to Thursday,wooden,0.184
6,40,85.0,Weeks 9 and 10,Monday to Thursday,wooden,0.191
6,50,91.0,Weeks 9 and 10,Monday to Thursday,wooden,0.204
7,0,101.0,Weeks 9 and 10,Monday to Thursday,wooden,0.227
7,10,105.0,Weeks 9 and 10,Monday to Thursday,wooden,0.236
7,20,107.0,Weeks 9 and 10,Monday to Thursday,wooden,0.24
7,30,106.0,Weeks 9 and 10,Monday to Thursday,wooden,0.238
7,40,108.0,Weeks 9 and 10,Monday to Thursday,wooden,0.243
7,50,112.0,Weeks 9 and 10,Monday to Thursday,wooden,0.252
8,0,109.0,Weeks 9 and 10,Monday to Thursday,wooden,0.245
8,10,112.0,Weeks 9 and 10,Monday to Thursday,wooden,0.252
8,20,114.0,Weeks 9 and 10,Monday to Thursday,wooden,0.256
8,30,112.0,Weeks 9 and 10,Monday to Thursday,wooden,0.252
8,40,110.0,Weeks 9 and 10,Monday to Thursday,wooden,0.247
8,50,113.0,Weeks 9 and 10,Monday to Thursday,wooden,0.254
9,0,115.0,Weeks 9 and 10,Monday to Thursday,wooden,0.258
9,10,117.0,Weeks 9 and 10,Monday to Thursday,wooden,0.263
9,20,118.0,Weeks 9 and 10,Monday to Thursday,wooden,0.265
9,30,118.0,Weeks 9 and 10,Monday to Thursday,wooden,0.265
9,40,118.0,Weeks 9 and 10,Monday to Thursday,wooden,0.265
9,50,130.0,Weeks 9 and 10,Monday to Thursday,wooden,0.292
10,0,137.0,Weeks 9 and 10,Monday to Thursday,wooden,0.308
10,10,135.0,Weeks 9 and 10,Monday to Thursday,wooden,0.303
10,20,133.0,Weeks 9 and 10,Monday to Thursday,wooden,0.299
10,30,129.0,Weeks 9 and 10,Monday to Thursday,wooden,0.29
10,40,133.0,Weeks 9 and 10,Monday to Thursday,wooden,0.299
10,50,158.0,Weeks 9 and 10,Monday to Thursday,wooden,0.355
11,0,171.0,Weeks 9 and 10,Monday to Thursday,wooden,0.384
11,10,168.0,Weeks 9 and 10,Monday to Thursday,wooden,0.378
11,20,164.0,Weeks 9 and 10,Monday to Thursday,wooden,0.369
11,30,156.0,Weeks 9 and 10,Monday to Thursday,wooden,0.351
11,40,165.0,Weeks 9 and 10,Monday to Thursday,wooden,0.371
11,50,193.0,Weeks 9 and 10,Monday to Thursday,wooden,0.434
12,0,227.0,Weeks 9 and 10,Monday to Thursday,wooden,0.51
12,10,234.0,Weeks 9 and 10,Monday to Thursday,wooden,0.526
12,20,239.0,Weeks 9 and 10,Monday to Thursday,wooden,0.537
12,30,224.0,Weeks 9 and 10,Monday to Thursday,wooden,0.503
12,40,207.0,Weeks 9 and 10,Monday to Thursday,wooden,0.465
12,50,198.0,Weeks 9 and 10,Monday to Thursday,wooden,0.445
13,0,196.0,Weeks 9 and 10,Monday to Thursday,wooden,0.44
13,10,186.0,Weeks 9 and 10,Monday to Thursday,wooden,0.418
13,20,174.0,Weeks 9 and 10,Monday to Thursday,wooden,0.391
13,30,167.0,Weeks 9 and 10,Monday to Thursday,wooden,0.375
13,40,163.0,Weeks 9 and 10,Monday to Thursday,wooden,0.366
13,50,188.0,Weeks 9 and 10,Monday to Thursday,wooden,0.422
14,0,201.0,Weeks 9 and 10,Monday to Thursday,wooden,0.452
14,10,200.0,Weeks 9 and 10,Monday to Thursday,wooden,0.449
14,20,196.0,Weeks 9 and 10,Monday to Thursday,wooden,0.44
14,30,190.0,Weeks 9 and 10,Monday to Thursday,wooden,0.427
14,40,178.0,Weeks 9 and 10,Monday to Thursday,wooden,0.4
14,50,178.0,Weeks 9 and 10,Monday to Thursday,wooden,0.4
15,0,188.0,Weeks 9 and 10,Monday to Thursday,wooden,0.422
15,10,194.0,Weeks 9 and 10,Monday to Thursday,wooden,0.436
15,20,204.0,Weeks 9 and 10,Monday to Thursday,wooden,0.458
15,30,212.0,Weeks 9 and 10,Monday to Thursday,wooden,0.476
15,40,220.0,Weeks 9 and 10,Monday to Thursday,wooden,0.494
15,50,245.0,Weeks 9 and 10,Monday to Thursday,wooden,0.551
16,0,262.0,Weeks 9 and 10,Monday to Thursday,wooden,0.589
16,10,263.0,Weeks 9 and 10,Monday to Thursday,wooden,0.591
16,20,257.0,Weeks 9 and 10,Monday to Thursday,wooden,0.578
16,30,249.0,Weeks 9 and 10,Monday to Thursday,wooden,0.56
16,40,253.0,Weeks 9 and 10,Monday to Thursday,wooden,0.569
16,50,275.0,Weeks 9 and 10,Monday to Thursday,wooden,0.618
17,0,295.0,Weeks 9 and 10,Monday to Thursday,wooden,0.663
17,10,311.0,Weeks 9 and 10,Monday to Thursday,wooden,0.699
17,20,322.0,Weeks 9 and 10,Monday to Thursday,wooden,0.724
17,30,311.0,Weeks 9 and 10,Monday to Thursday,wooden,0.699
17,40,294.0,Weeks 9 and 10,Monday to Thursday,wooden,0.661
17,50,292.0,Weeks 9 and 10,Monday to Thursday,wooden,0.656
18,0,288.0,Weeks 9 and 10,Monday to Thursday,wooden,0.647
18,10,276.0,Weeks 9 and 10,Monday to Thursday,wooden,0.62
18,20,271.0,Weeks 9 and 10,Monday to Thursday,wooden,0.609
18,30,259.0,Weeks 9 and 10,Monday to Thursday,wooden,0.582
18,40,241.0,Weeks 9 and 10,Monday to Thursday,wooden,0.542
18,50,228.0,Weeks 9 and 10,Monday to Thursday,wooden,0.512
19,0,227.0,Weeks 9 and 10,Monday to Thursday,wooden,0.51
19,10,220.0,Weeks 9 and 10,Monday to Thursday,wooden,0.494
19,20,221.0,Weeks 9 and 10,Monday to Thursday,wooden,0.497
19,30,223.0,Weeks 9 and 10,Monday to Thursday,wooden,0.501
19,40,219.0,Weeks 9 and 10,Monday to Thursday,wooden,0.492
19,50,217.0,Weeks 9 and 10,Monday to Thursday,wooden,0.488
20,0,216.0,Weeks 9 and 10,Monday to Thursday,wooden,0.485
20,10,212.0,Weeks 9 and 10,Monday to Thursday,wooden,0.476
20,20,213.0,Weeks 9 and 10,Monday to Thursday,wooden,0.479
20,30,206.0,Weeks 9 and 10,Monday to Thursday,wooden,0.463
20,40,197.0,Weeks 9 and 10,Monday to Thursday,wooden,0.443
20,50,190.0,Weeks 9 and 10,Monday to Thursday,wooden,0.427
21,0,184.0,Weeks 9 and 10,Monday to Thursday,wooden,0.413
21,10,174.0,Weeks 9 and 10,Monday to Thursday,wooden,0.391
21,20,166.0,Weeks 9 and 10,Monday to Thursday,wooden,0.373
21,30,156.0,Weeks 9 and 10,Monday to Thursday,wooden,0.351
21,40,154.0,Weeks 9 and 10,Monday to Thursday,wooden,0.346
21,50,148.0,Weeks 9 and 10,Monday to Thursday,wooden,0.333
22,0,139.0,Weeks 9 and 10,Monday to Thursday,wooden,0.312
22,10,130.0,Weeks 9 and 10,Monday to Thursday,wooden,0.292
22,20,127.0,Weeks 9 and 10,Monday to Thursday,wooden,0.285
22,30,122.0,Weeks 9 and 10,Monday to Thursday,wooden,0.274
22,40,120.0,Weeks 9 and 10,Monday to Thursday,wooden,0.27
22,50,116.0,Weeks 9 and 10,Monday to Thursday,wooden,0.261
23,0,111.0,Weeks 9 and 10,Monday to Thursday,wooden,0.249
23,10,102.0,Weeks 9 and 10,Monday to Thursday,wooden,0.229
23,20,94.0,Weeks 9 and 10,Monday to Thursday,wooden,0.211
23,30,85.0,Weeks 9 and 10,Monday to Thursday,wooden,0.191
23,40,76.0,Weeks 9 and 10,Monday to Thursday,wooden,0.171
23,50,71.0,Weeks 9 and 10,Monday to Thursday,wooden,0.16
0,0,54.0,Weeks 9 and 10,Friday,wooden,0.121
0,10,42.0,Weeks 9 and 10,Friday,wooden,0.094
0,20,31.0,Weeks 9 and 10,Friday,wooden,0.07
0,30,20.0,Weeks 9 and 10,Friday,wooden,0.045
0,40,15.0,Weeks 9 and 10,Friday,wooden,0.034
0,50,10.0,Weeks 9 and 10,Friday,wooden,0.022
1,0,0.0,Weeks 9 and 10,Friday,wooden,0.0
1,10,0.0,Weeks 9 and 10,Friday,wooden,0.0
1,20,0.0,Weeks 9 and 10,Friday,wooden,0.0
1,30,0.0,Weeks 9 and 10,Friday,wooden,0.0
1,40,0.0,Weeks 9 and 10,Friday,wooden,0.0
1,50,0.0,Weeks 9 and 10,Friday,wooden,0.0
2,0,0.0,Weeks 9 and 10,Friday,wooden,0.0
2,10,0.0,Weeks 9 and 10,Friday,wooden,0.0
2,20,0.0,Weeks 9 and 10,Friday,wooden,0.0
2,30,0.0,Weeks 9 and 10,Friday,wooden,0.0
2,40,0.0,Weeks 9 and 10,Friday,wooden,0.0
2,50,0.0,Weeks 9 and 10,Friday,wooden,0.0
3,0,0.0,Weeks 9 and 10,Friday,wooden,0.0
3,10,0.0,Weeks 9 and 10,Friday,wooden,0.0
3,20,0.0,Weeks 9 and 10,Friday,wooden,0.0
3,30,0.0,Weeks 9 and 10,Friday,wooden,0.0
3,40,0.0,Weeks 9 and 10,Friday,wooden,0.0
3,50,0.0,Weeks 9 and 10,Friday,wooden,0.0
4,0,0.0,Weeks 9 and 10,Friday,wooden,0.0
4,10,0.0,Weeks 9 and 10,Friday,wooden,0.0
4,20,0.0,Weeks 9 and 10,Friday,wooden,0.0
4,30,0.0,Weeks 9 and 10,Friday,wooden,0.0
4,40,0.0,Weeks 9 and 10,Friday,wooden,0.0
4,50,0.0,Weeks 9 and 10,Friday,wooden,0.0
5,0,0.0,Weeks 9 and 10,Friday,wooden,0.0
5,10,0.0,Weeks 9 and 10,Friday,wooden,0.0
5,20,0.0,Weeks 9 and 10,Friday,wooden,0.0
5,30,30.0,Weeks 9 and 10,Friday,wooden,0.067
5,40,43.0,Weeks 9 and 10,Friday,wooden,0.097
5,50,52.0,Weeks 9 and 10,Friday,wooden,0.117
6,0,60.0,Weeks 9 and 10,Friday,wooden,0.135
6,10,66.0,Weeks 9 and 10,Friday,wooden,0.148
6,20,67.0,Weeks 9 and 10,Friday,wooden,0.151
6,30,68.0,Weeks 9 and 10,Friday,wooden,0.153
6,40,66.0,Weeks 9 and 10,Friday,wooden,0.148
6,50,66.0,Weeks 9 and 10,Friday,wooden,0.148
7,0,79.0,Weeks 9 and 10,Friday,wooden,0.178
7,10,90.0,Weeks 9 and 10,Friday,wooden,0.202
7,20,88.0,Weeks 9 and 10,Friday,wooden,0.198
7,30,90.0,Weeks 9 and 10,Friday,wooden,0.202
7,40,93.0,Weeks 9 and 10,Friday,wooden,0.209
7,50,95.0,Weeks 9 and 10,Friday,wooden,0.213
8,0,100.0,Weeks 9 and 10,Friday,wooden,0.225
8,10,105.0,Weeks 9 and 10,Friday,wooden,0.236
8,20,106.0,Weeks 9 and 10,Friday,wooden,0.238
8,30,101.0,Weeks 9 and 10,Friday,wooden,0.227
8,40,98.0,Weeks 9 and 10,Friday,wooden,0.22
8,50,100.0,Weeks 9 and 10,Friday,wooden,0.225
9,0,92.0,Weeks 9 and 10,Friday,wooden,0.207
9,10,90.0,Weeks 9 and 10,Friday,wooden,0.202
9,20,92.0,Weeks 9 and 10,Friday,wooden,0.207
9,30,96.0,Weeks 9 and 10,Friday,wooden,0.216
9,40,103.0,Weeks 9 and 10,Friday,wooden,0.231
9,50,116.0,Weeks 9 and 10,Friday,wooden,0.261
10,0,123.0,Weeks 9 and 10,Friday,wooden,0.276
10,10,126.0,Weeks 9 and 10,Friday,wooden,0.283
10,20,122.0,Weeks 9 and 10,Friday,wooden,0.274
10,30,122.0,Weeks 9 and 10,Friday,wooden,0.274
10,40,121.0,Weeks 9 and 10,Friday,wooden,0.272
10,50,136.0,Weeks 9 and 10,Friday,wooden,0.306
11,0,154.0,Weeks 9 and 10,Friday,wooden,0.346
11,10,159.0,Weeks 9 and 10,Friday,wooden,0.357
11,20,153.0,Weeks 9 and 10,Friday,wooden,0.344
11,30,152.0,Weeks 9 and 10,Friday,wooden,0.342
11,40,160.0,Weeks 9 and 10,Friday,wooden,0.36
11,50,205.0,Weeks 9 and 10,Friday,wooden,0.461
12,0,248.0,Weeks 9 and 10,Friday,wooden,0.557
12,10,246.0,Weeks 9 and 10,Friday,wooden,0.553
12,20,235.0,Weeks 9 and 10,Friday,wooden,0.528
12,30,218.0,Weeks 9 and 10,Friday,wooden,0.49
12,40,200.0,Weeks 9 and 10,Friday,wooden,0.449
12,50,198.0,Weeks 9 and 10,Friday,wooden,0.445
13,0,210.0,Weeks 9 and 10,Friday,wooden,0.472
13,10,216.0,Weeks 9 and 10,Friday,wooden,0.485
13,20,222.0,Weeks 9 and 10,Friday,wooden,0.499
13,30,223.0,Weeks 9 and 10,Friday,wooden,0.501
13,40,220.0,Weeks 9 and 10,Friday,wooden,0.494
13,50,218.0,Weeks 9 and 10,Friday,wooden,0.49
14,0,217.0,Weeks 9 and 10,Friday,wooden,0.488
14,10,201.0,Weeks 9 and 10,Friday,wooden,0.452
14,20,182.0,Weeks 9 and 10,Friday,wooden,0.409
14,30,173.0,Weeks 9 and 10,Friday,wooden,0.389
14,40,167.0,Weeks 9 and 10,Friday,wooden,0.375
14,50,175.0,Weeks 9 and 10,Friday,wooden,0.393
15,0,186.0,Weeks 9 and 10,Friday,wooden,0.418
15,10,194.0,Weeks 9 and 10,Friday,wooden,0.436
15,20,194.0,Weeks 9 and 10,Friday,wooden,0.436
15,30,198.0,Weeks 9 and 10,Friday,wooden,0.445
15,40,197.0,Weeks 9 and 10,Friday,wooden,0.443
15,50,203.0,Weeks 9 and 10,Friday,wooden,0.456
16,0,217.0,Weeks 9 and 10,Friday,wooden,0.488
16,10,210.0,Weeks 9 and 10,Friday,wooden,0.472
16,20,210.0,Weeks 9 and 10,Friday,wooden,0.472
16,30,208.0,Weeks 9 and 10,Friday,wooden,0.467
16,40,209.0,Weeks 9 and 10,Friday,wooden,0.47
16,50,204.0,Weeks 9 and 10,Friday,wooden,0.458
17,0,213.0,Weeks 9 and 10,Friday,wooden,0.479
17,10,226.0,Weeks 9 and 10,Friday,wooden,0.508
17,20,226.0,Weeks 9 and 10,Friday,wooden,0.508
17,30,226.0,Weeks 9 and 10,Friday,wooden,0.508
17,40,212.0,Weeks 9 and 10,Friday,wooden,0.476
17,50,212.0,Weeks 9 and 10,Friday,wooden,0.476
18,0,208.0,Weeks 9 and 10,Friday,wooden,0.467
18,10,201.0,Weeks 9 and 10,Friday,wooden,0.452
18,20,192.0,Weeks 9 and 10,Friday,wooden,0.431
18,30,178.0,Weeks 9 and 10,Friday,wooden,0.4
18,40,173.0,Weeks 9 and 10,Friday,wooden,0.389
18,50,162.0,Weeks 9 and 10,Friday,wooden,0.364
19,0,154.0,Weeks 9 and 10,Friday,wooden,0.346
19,10,149.0,Weeks 9 and 10,Friday,wooden,0.335
19,20,143.0,Weeks 9 and 10,Friday,wooden,0.321
19,30,134.0,Weeks 9 and 10,Friday,wooden,0.301
19,40,125.0,Weeks 9 and 10,Friday,wooden,0.281
19,50,124.0,Weeks 9 and 10,Friday,wooden,0.279
20,0,128.0,Weeks 9 and 10,Friday,wooden,0.288
20,10,124.0,Weeks 9 and 10,Friday,wooden,0.279
20,20,125.0,Weeks 9 and 10,Friday,wooden,0.281
20,30,123.0,Weeks 9 and 10,Friday,wooden,0.276
20,40,120.0,Weeks 9 and 10,Friday,wooden,0.27
20,50,125.0,Weeks 9 and 10,Friday,wooden,0.281
21,0,115.0,Weeks 9 and 10,Friday,wooden,0.258
21,10,92.0,Weeks 9 and 10,Friday,wooden,0.207
21,20,68.0,Weeks 9 and 10,Friday,wooden,0.153
21,30,52.0,Weeks 9 and 10,Friday,wooden,0.117
21,40,35.0,Weeks 9 and 10,Friday,wooden,0.079
21,50,22.0,Weeks 9 and 10,Friday,wooden,0.049
22,0,0.0,Weeks 9 and 10,Friday,wooden,0.0
22,10,0.0,Weeks 9 and 10,Friday,wooden,0.0
22,20,0.0,Weeks 9 and 10,Friday,wooden,0.0
22,30,0.0,Weeks 9 and 10,Friday,wooden,0.0
22,40,0.0,Weeks 9 and 10,Friday,wooden,0.0
22,50,0.0,Weeks 9 and 10,Friday,wooden,0.0
23,0,0.0,Weeks 9 and 10,Friday,wooden,0.0
23,10,0.0,Weeks 9 and 10,Friday,wooden,0.0
23,20,0.0,Weeks 9 and 10,Friday,wooden,0.0
23,30,0.0,Weeks 9 and 10,Friday,wooden,0.0
23,40,0.0,Weeks 9 and 10,Friday,wooden,0.0
23,50,0.0,Weeks 9 and 10,Friday,wooden,0.0
0,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
0,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
0,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
0,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
0,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
0,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
1,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
1,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
1,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
1,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
1,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
1,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
2,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
2,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
2,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
2,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
2,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
2,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
3,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
3,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
3,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
3,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
3,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
3,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
4,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
4,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
4,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
4,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
4,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
4,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
5,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
5,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
5,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
5,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
5,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
5,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
6,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
6,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
6,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
6,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
6,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
6,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
7,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
7,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
7,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
7,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
7,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
7,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
8,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
8,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
8,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
8,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
8,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
8,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
9,0,49.0,Weeks 9 and 10,Saturday,wooden,0.11
9,10,69.0,Weeks 9 and 10,Saturday,wooden,0.155
9,20,87.0,Weeks 9 and 10,Saturday,wooden,0.196
9,30,100.0,Weeks 9 and 10,Saturday,wooden,0.225
9,40,118.0,Weeks 9 and 10,Saturday,wooden,0.265
9,50,129.0,Weeks 9 and 10,Saturday,wooden,0.29
10,0,136.0,Weeks 9 and 10,Saturday,wooden,0.306
10,10,132.0,Weeks 9 and 10,Saturday,wooden,0.297
10,20,135.0,Weeks 9 and 10,Saturday,wooden,0.303
10,30,128.0,Weeks 9 and 10,Saturday,wooden,0.288
10,40,121.0,Weeks 9 and 10,Saturday,wooden,0.272
10,50,122.0,Weeks 9 and 10,Saturday,wooden,0.274
11,0,120.0,Weeks 9 and 10,Saturday,wooden,0.27
11,10,113.0,Weeks 9 and 10,Saturday,wooden,0.254
11,20,105.0,Weeks 9 and 10,Saturday,wooden,0.236
11,30,102.0,Weeks 9 and 10,Saturday,wooden,0.229
11,40,98.0,Weeks 9 and 10,Saturday,wooden,0.22
11,50,93.0,Weeks 9 and 10,Saturday,wooden,0.209
12,0,91.0,Weeks 9 and 10,Saturday,wooden,0.204
12,10,92.0,Weeks 9 and 10,Saturday,wooden,0.207
12,20,92.0,Weeks 9 and 10,Saturday,wooden,0.207
12,30,94.0,Weeks 9 and 10,Saturday,wooden,0.211
12,40,93.0,Weeks 9 and 10,Saturday,wooden,0.209
12,50,96.0,Weeks 9 and 10,Saturday,wooden,0.216
13,0,88.0,Weeks 9 and 10,Saturday,wooden,0.198
13,10,88.0,Weeks 9 and 10,Saturday,wooden,0.198
13,20,88.0,Weeks 9 and 10,Saturday,wooden,0.198
13,30,88.0,Weeks 9 and 10,Saturday,wooden,0.198
13,40,90.0,Weeks 9 and 10,Saturday,wooden,0.202
13,50,96.0,Weeks 9 and 10,Saturday,wooden,0.216
14,0,99.0,Weeks 9 and 10,Saturday,wooden,0.222
14,10,103.0,Weeks 9 and 10,Saturday,wooden,0.231
14,20,102.0,Weeks 9 and 10,Saturday,wooden,0.229
