Date,Location,Breakfast,Lunch/Brunch,Dinner,Extended Dinner
10/11/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  Kalamaki Greek Street Food  StopBye Cafe,5 p.m. - 9 p.m.  Perro 1-10 Tacos  StopBye Cafe,9 p.m. - 12 a.m.  Big Softee  Flamin Hot Chicken
10/12/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  Yuna's Bob  Flamin Hot Chicken,5 p.m. - 9 p.m.  Smile Hotdog  Flamin Hot Chicken,9 p.m. - 12 a.m.  Smile Hotdog  Original Herbivore
10/12/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  8E8 Thai Street Food  Pinch of Flavor,5 p.m. - 9 p.m.  8E8 Thai Street Food  Go Fusion N Grill,9 p.m. - 12 a.m.  Salpicon  Wafl
10/13/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  Sugo Italiano  Aloha Fridays,5 p.m. - 9 p.m.  Aloha Fridays,9 p.m. - 12 a.m.  StopBye Cafe
10/13/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  DD's Chick & Cat Shack  Habibi Shack,5 p.m. - 9 p.m.  Smile Hotdog  Habibi Shack,9 p.m. - 12 a.m.  BittieBitez Mini-Donuts  Smile Hotdog
10/14/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  8E8 Thai Street Food  Cerda Vega Tacos,5 p.m. - 9 p.m.  8E8 Thai Street Food  DD's Chick & Cat Shack,9 p.m. - 12 a.m.  Flamin Hot Chicken  Smile Hotdog
10/14/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  Flaming Grain  Dina's Dumpling,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Wafl,9 p.m. - 12 a.m.  Perro 1-10 Tacos  Dulce Europa Shaved Ice
10/15/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  Uncle Al's Barbeque  Aloha Fridays,5 p.m. - 9 p.m.  Smile Hotdog  Aloha Fridays,9 p.m. - 12 a.m.  Smile Hotdog  Poutine Brothers
10/15/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  Cerda Vega Tacos  Wafl,5 p.m. - 9 p.m.  Perro 1-10 Tacos  StopBye Cafe,9 p.m. - 12 a.m.  BittieBitez Mini-Donuts  StopBye Cafe
10/16/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  Poppa Joe's Kitchen,5 p.m. - 9 p.m.  Kalamaki Greek Street Food  Dina's Dumpling,9 p.m. - 12 a.m.  Dina's Dumpling  Smile Hotdog
10/16/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  Perro 1-10 Tacos  Pinch of Flavor,5 p.m. - 9 p.m.  Cerda Vega Tacos  Pinch of Flavor,9 p.m. - 12 a.m.  Big Softee  Flamin Hot Chicken
10/17/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  DD's Chick & Cat Shack,5 p.m. - 9 p.m.  Sugo Italiano  Poutine Brothers,9 p.m. - 12 a.m.  Flaming Grain  Flamin Hot Chicken
10/17/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  8E8 Thai Street Food  Heritage Kitchen,5 p.m. - 9 p.m.  8E8 Thai Street Food  Aloha Fridays,9 p.m. - 12 a.m.  Dulce Europa Shaved Ice  Cerda Vega Tacos
10/18/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  StopBye Cafe,5 p.m. - 9 p.m.  Yalla  Heritage Kitchen,9 p.m. - 12 a.m.  Yalla  Poppa Joe's Kitchen
10/18/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  Aloha Fridays  The Taco Cartel,5 p.m. - 9 p.m.  Yuna's Bob  Perro 1-10 Tacos,9 p.m. - 12 a.m.  Creamy Boys  Uncle Al's Barbeque
10/19/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  Yuna's Bob,5 p.m. - 9 p.m.  Heritage Kitchen  Habibi Shack,9 p.m. - 12 a.m.  DD's Chick & Cat Shack  Poutine Brothers
10/19/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  Pinch of Flavor,5 p.m. - 9 p.m.  The Taco Cartel  8E8 Thai Street Food,9 p.m. - 12 a.m.  Creamy Boys  Smile Hotdog
10/20/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  Sugo Italiano,5 p.m. - 9 p.m.  Habibi Shack  Wafl,9 p.m. - 12 a.m.  Habibi Shack  Wafl
10/20/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  Flaming Grain  Dina's Dumpling,5 p.m. - 9 p.m.  Kalamaki Greek Street Food  The Taco Cartel,9 p.m. - 12 a.m.  Salpicon  Poppa Joe's Kitchen
10/21/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  Salpicón  StopBye Cafe,5 p.m. - 9 p.m.  Smile Hotdog  8E8 Thai Street Food,9 p.m. - 12 a.m.  Smile Hotdog  Cerda Vega Tacos
10/21/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 3 p.m.  DD's Chick & Cat Shack  Perro 1-10 Tacos,5 p.m. - 9 p.m.  Wafl  Flamin Hot Chicken,9 p.m. - 12 a.m.  BittieBitez Mini-Donuts  Flamin Hot Chicken
10/22/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  StopBye Cafe,5 p.m. - 9 p.m.  StopBye Cafe  Pinch of Flavor,9 p.m. - 12 a.m.  Kalamaki Greek Street Food  Pinch of Flavor
10/22/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Cerda Vega Tacos  Wafl,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Original Herbivore,9 p.m. - 12 a.m.  Perro 1-10 Tacos  Creamy Boys
10/23/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Habibi Shack,5 p.m. - 9 p.m.  DD's Chick & Cat Shack,9 p.m. - 12 a.m.  Perro 1-10 Tacos
10/23/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Poppa Joe's Kitchen  Sugo Italiano,5 p.m. - 9 p.m.  Go Fusion N Grill  Pinch of Flavor,9 p.m. - 12 a.m.  Poutine Brothers  BittieBitez Mini-Donuts
10/24/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Aloha Fridays,5 p.m. - 9 p.m.  Aloha Fridays,9 p.m. - 12 a.m.  Smile Hotdog
10/24/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Kalamaki Greek Street Food  Flaming Grain,5 p.m. - 9 p.m.  Yuna's Bob  Dina's Dumpling,9 p.m. - 12 a.m.  Wafl  Dulce Europa Shaved Ice
10/25/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Dina's Dumpling,5 p.m. - 9 p.m.  Kalamaki Greek Street Food,9 p.m. - 12 a.m.  Kalamaki Greek Street Food
10/25/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Heritage Kitchen  Cerda Vega Tacos,5 p.m. - 9 p.m.  Heritage Kitchen  Poutine Brothers,9 p.m. - 12 a.m.  The Taco Cartel  Creamy Boys
10/26/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Yuna's Bob,5 p.m. - 9 p.m.  Uncle Al's Barbeque,9 p.m. - 12 a.m.  The Taco Cartel
10/26/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Pinch of Flavor  8E8 Thai Street Food,5 p.m. - 9 p.m.  Habibi Shack  8E8 Thai Street Food,9 p.m. - 12 a.m.  StopBye Cafe  BittieBitez Mini-Donuts
10/27/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Dina's Dumpling,5 p.m. - 9 p.m.  Wafl  Habibi Shack,9 p.m. - 12 a.m.  Wafl  Habibi Shack
10/27/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Sugo Italiano,5 p.m. - 9 p.m.  DD's Chick & Cat Shack  Yalla,9 p.m. - 12 a.m.  Uncle Al's Barbeque  Big Softee
10/28/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  8E8 Thai Street Food,5 p.m. - 9 p.m.  Aloha Fridays  Smile Hotdog,9 p.m. - 12 a.m.  Smile Hotdog  Original Herbivore
10/28/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  DD's Chick & Cat Shack,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Go Fusion N Grill,9 p.m. - 12 a.m.  Perro 1-10 Tacos  Salpicon
10/29/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Aloha Fridays,5 p.m. - 9 p.m.  Flamin Hot Chicken  Aloha Fridays,9 p.m. - 12 a.m.  Flamin Hot Chicken  Pinch of Flavor
10/29/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  StopBye Cafe  Kalamaki Greek Street Food,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Kalamaki Greek Street Food,9 p.m. - 12 a.m.  Perro 1-10 Tacos  BittieBitez Mini-Donuts
10/30/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Poppa Joe's Kitchen,5 p.m. - 9 p.m.  Pinch of Flavor,9 p.m. - 12 a.m.  Smile Hotdog
10/30/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Cerda Vega Tacos  Go Fusion N Grill,5 p.m. - 9 p.m.  Go Fusion N Grill  The Taco Cartel,9 p.m. - 12 a.m.  Wafl  Dulce Europa Shaved Ice
10/31/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Heritage Kitchen,5 p.m. - 9 p.m.  Poutine Brothers,9 p.m. - 12 a.m.  Dulce Europa Shaved Ice
10/31/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  8E8 Thai Street Food  Aloha Fridays,5 p.m. - 9 p.m.  8E8 Thai Street Food  Sugo Italiano,9 p.m. - 12 a.m.  Original Herbivore  Creamy Boys
11/1/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Yuna's Bob,5 p.m. - 9 p.m.  Flamin Hot Chicken,9 p.m. - 12 a.m.  Kalamaki Greek Street Food
11/1/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  StopBye Cafe  Cerda Vega Tacos,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Dina's Dumpling,9 p.m. - 12 a.m.  Uncle Al's Barbeque  Salpicon
11/2/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Flaming Grain,5 p.m. - 9 p.m.  Sugo Italiano,9 p.m. - 12 a.m.  Original Herbivore
11/2/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Heritage Kitchen  Pinch of Flavor,5 p.m. - 9 p.m.  8E8 Thai Street Food  Smile Hotdog,9 p.m. - 12 a.m.  Cerda Vega Tacos  BittieBitez Mini-Donuts
11/3/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Dina's Dumpling,5 p.m. - 9 p.m.  Yuna's Bob  DD's Chick & Cat Shack,9 p.m. - 12 a.m.  Cerda Vega Tacos  DD's Chick & Cat Shack
11/3/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  The Taco Cartel,5 p.m. - 9 p.m.  Aloha Fridays  The Taco Cartel,9 p.m. - 12 a.m.  Kalamaki Greek Street Food  Salpicon
11/4/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Wafl,5 p.m. - 9 p.m.  DD's Chick & Cat Shack  8E8 Thai Street Food,9 p.m. - 12 a.m.  Smile Hotdog  StopBye Cafe
11/4/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Uncle Al's Barbeque,5 p.m. - 9 p.m.  Uncle Al's Barbeque  Perro 1-10 Tacos,9 p.m. - 12 a.m.  Flamin Hot Chicken  Creamy Boys
11/5/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Flamin Hot Chicken,5 p.m. - 9 p.m.  Kalamaki Greek Street Food  StopBye Cafe,9 p.m. - 12 a.m.  Pinch of Flavor  StopBye Cafe
11/5/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Perro 1-10 Tacos  Go Fusion N Grill,5 p.m. - 9 p.m.  Aloha Fridays  The Taco Cartel,9 p.m. - 12 a.m.  Smile Hotdog  Creamy Boys
11/6/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Yuna's Bob,5 p.m. - 9 p.m.  Flamin Hot Chicken,9 p.m. - 12 a.m.  Smile Hotdog
11/6/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Sugo Italiano  DD's Chick & Cat Shack,5 p.m. - 9 p.m.  Pinch of Flavor  The Taco Cartel,9 p.m. - 12 a.m.  Poutine Brothers  Creamy Boys
11/7/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Heritage Kitchen,5 p.m. - 9 p.m.  Dina's Dumpling,9 p.m. - 12 a.m.  Kalamaki Greek Street Food
11/7/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Aloha Fridays  StopBye Cafe,5 p.m. - 9 p.m.  Perro 1-10 Tacos  DD's Chick & Cat Shack,9 p.m. - 12 a.m.  Flamin Hot Chicken  Salpicon
11/8/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Habibi Shack,5 p.m. - 9 p.m.  Dina's Dumpling,9 p.m. - 12 a.m.  Wafl
11/8/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  8E8 Thai Street Food  Pinch of Flavor,5 p.m. - 9 p.m.  Original Herbivore  Big Softee,9 p.m. - 12 a.m.  Aloha Fridays  Salpicon
11/9/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  8E8 Thai Street Food,5 p.m. - 9 p.m.  8E8 Thai Street Food,9 p.m. - 12 a.m.  Poutine Brothers
11/9/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Uncle Al's Barbeque  Heritage Kitchen,5 p.m. - 9 p.m.  Go Fusion N Grill  Heritage Kitchen,9 p.m. - 12 a.m.  Cerda Vega Tacos  BittieBitez Mini-Donuts
11/10/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  Smile Hotdog  Yalla,CLOSED
11/10/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  Sugo Italiano  Cerda Vega Tacos,9 p.m. - 12 a.m.  The Taco Cartel  BittieBitez Mini-Donuts
11/11/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
11/11/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
11/12/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,9 p.m. - 12 a.m.  StopBye Cafe  Wafl
11/12/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  Pinch of Flavor  Kalamaki Greek Street Food,9 p.m. - 12 a.m.  Pinch of Flavor  BittieBitez Mini-Donuts
11/13/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Sugo Italiano,5 p.m. - 9 p.m.  Poutine Brothers,9 p.m. - 12 a.m.  Smile Hotdog
11/13/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Cerda Vega Tacos,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Yalla,9 p.m. - 12 a.m.  Perro 1-10 Tacos  Creamy Boys
11/14/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Aloha Fridays,5 p.m. - 9 p.m.  Aloha Fridays,9 p.m. - 12 a.m.  Cerda Vega Tacos
11/14/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Pinch of Flavor,5 p.m. - 9 p.m.  StopBye Cafe  Flamin Hot Chicken,9 p.m. - 12 a.m.  Flamin Hot Chicken  Dulce Europa Shaved Ice
11/15/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Uncle Al's Barbeque,5 p.m. - 9 p.m.  Heritage Kitchen,9 p.m. - 12 a.m.  Wafl
11/15/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Yuna's Bob,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Original Herbivore,9 p.m. - 12 a.m.  Dina's Dumpling  BittieBitez Mini-Donuts
11/16/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  8E8 Thai Street Food,5 p.m. - 9 p.m.  8E8 Thai Street Food,9 p.m. - 12 a.m.  Cerda Vega Tacos
11/16/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Habibi Shack,5 p.m. - 9 p.m.  The Taco Cartel  Go Fusion N Grill,9 p.m. - 12 a.m.  Wafl  Salpicon
11/17/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Dina's Dumpling,5 p.m. - 9 p.m.  DD's Chick & Cat Shack  Dina's Dumpling,9 p.m. - 12 a.m.  DD's Chick & Cat Shack
11/17/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  StopBye Cafe,5 p.m. - 9 p.m.  8E8 Thai Street Food  The Taco Cartel,9 p.m. - 12 a.m.  Habibi Shack  Big Softee
11/18/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  8E8 Thai Street Food,5 p.m. - 9 p.m.  8E8 Thai Street Food  Aloha Fridays,9 p.m. - 12 a.m.  Smile Hotdog
11/18/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Flaming Grain,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Salpicon,9 p.m. - 12 a.m.  The Taco Cartel  Creamy Boys
11/19/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  8E8 Thai Street Food,5 p.m. - 9 p.m.  Aloha Fridays  Habibi Shack,9 p.m. - 12 a.m.  Smile Hotdog  Wafl
11/19/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Dina's Dumpling  StopBye Cafe,5 p.m. - 9 p.m.  The Taco Cartel  Pinch of Flavor,9 p.m. - 12 a.m.  Pinch of Flavor  Creamy Boys
11/20/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Aloha Fridays,5 p.m. - 9 p.m.  Yalla,9 p.m. - 12 a.m.  Smile Hotdog
11/20/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Sugo Italiano,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Poppa Joe's Kitchen,9 p.m. - 12 a.m.  Kalamaki Greek Street Food  BittieBitez Mini-Donuts
11/21/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  8E8 Thai Street Food,5 p.m. - 9 p.m.  Poutine Brothers,9 p.m. - 12 a.m.  Original Herbivore
11/21/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Chicken King,5 p.m. - 9 p.m.  Cerda Vega Tacos  Yuna's Bob,9 p.m. - 12 a.m.  Uncle Al's Barbeque  Salpicon
11/22/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  DD's Chick & Cat Shack,5 p.m. - 9 p.m.  Heritage Kitchen,CLOSED
11/22/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Go Fusion N Grill,5 p.m. - 9 p.m.  Rice Balls of Fire  Perro 1-10 Tacos,CLOSED
11/23/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
11/23/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
11/24/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
11/24/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
11/25/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
11/25/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,CLOSED,CLOSED
11/26/2023,Rieber Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  Flaming Grain,9 p.m. - 12 a.m.  Salpicon
11/26/2023,Sproul Turnaround Food Trucks ,CLOSED,CLOSED,5 p.m. - 9 p.m.  Perro 1-10 Tacos,9 p.m. - 12 a.m.  Habibi Shack
11/27/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Go Fusion N Grill,5 p.m. - 9 p.m.  Yalla,9 p.m. - 12 a.m.  Pinch of Flavor
11/27/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Dina's Dumpling,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Wafl,9 p.m. - 12 a.m.  Original Herbivore  BittieBitez Mini-Donuts
11/28/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  8E8 Thai Street Food,5 p.m. - 9 p.m.  8E8 Thai Street Food,9 p.m. - 12 a.m.  Smile Hotdog
11/28/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Yuna's Bob,5 p.m. - 9 p.m.  Poppa Joe's Kitchen  Heritage Kitchen,9 p.m. - 12 a.m.  Cerda Vega Tacos  BittieBitez Mini-Donuts
11/29/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Kalamaki Greek Street Food,5 p.m. - 9 p.m.  Aloha Fridays,9 p.m. - 12 a.m.  Flamin Hot Chicken
11/29/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  StopBye Cafe,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Dina's Dumpling,9 p.m. - 12 a.m.  Perro 1-10 Tacos  Dulce Europa Shaved Ice
11/30/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  8E8 Thai Street Food,5 p.m. - 9 p.m.  8E8 Thai Street Food,9 p.m. - 12 a.m.  Flamin Hot Chicken
11/30/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Pinch of Flavor,5 p.m. - 9 p.m.  Chicken King  Poutine Brothers,9 p.m. - 12 a.m.  Uncle Al's Barbeque  Creamy Boys
12/1/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  StopBye Cafe,5 p.m. - 9 p.m.  DD's Chick & Cat Shack  Habibi Shack,9 p.m. - 12 a.m.  DD's Chick & Cat Shack
12/1/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Aloha Fridays,5 p.m. - 9 p.m.  Cerda Vega Tacos  Kalamaki Greek Street Food,9 p.m. - 12 a.m.  Smile Hotdog  BittieBitez Mini-Donuts
12/2/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Sugo Italiano,5 p.m. - 9 p.m.  Original Herbivore  Kalamaki Greek Street Food,9 p.m. - 12 a.m.  Wafl
12/2/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  StopBye Cafe,5 p.m. - 9 p.m.  The Taco Cartel  Aloha Fridays,9 p.m. - 12 a.m.  The Taco Cartel  Creamy Boys
12/3/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Pinch of Flavor,5 p.m. - 9 p.m.  Smile Hotdog  Flamin Hot Chicken,9 p.m. - 12 a.m.  Flamin Hot Chicken
12/3/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Cerda Vega Tacos,5 p.m. - 9 p.m.  Dina's Dumpling  StopBye Cafe,9 p.m. - 12 a.m.  Kalamaki Greek Street Food  Creamy Boys
12/4/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Sugo Italiano,5 p.m. - 9 p.m.  Kalamaki Greek Street Food,9 p.m. - 12 a.m.  Pinch of Flavor
12/4/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Flaming Grain,5 p.m. - 9 p.m.  Perro 1-10 Tacos  Yalla,9 p.m. - 12 a.m.  Perro 1-10 Tacos  Dulce Europa Shaved Ice
12/5/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Habibi Shack,5 p.m. - 9 p.m.  Original Herbivore,9 p.m. - 12 a.m.  Wafl
12/5/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  8E8 Thai Street Food,5 p.m. - 9 p.m.  8E8 Thai Street Food  Yuna's Bob,9 p.m. - 12 a.m.  Dina's Dumpling  BittieBitez Mini-Donuts
12/6/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  DD's Chick & Cat Shack,5 p.m. - 9 p.m.  Heritage Kitchen,9 p.m. - 12 a.m.  Flamin Hot Chicken
12/6/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  The Taco Cartel,5 p.m. - 9 p.m.  Flaming Grain  Perro 1-10 Tacos,9 p.m. - 12 a.m.  Cerda Vega Tacos  BittieBitez Mini-Donuts
12/7/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Heritage Kitchen,5 p.m. - 9 p.m.  8E8 Thai Street Food,9 p.m. - 12 a.m.  Original Herbivore
12/7/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Kalamaki Greek Street Food,5 p.m. - 9 p.m.  Kalamaki Greek Street Food  Yuna's Bob,9 p.m. - 12 a.m.  Smile Hotdog  Creamy Boys
12/8/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Uncle Al's Barbeque,5 p.m. - 9 p.m.  StopBye Cafe  DD's Chick & Cat Shack,9 p.m. - 12 a.m.  The Taco Cartel
12/8/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Dina's Dumpling,5 p.m. - 9 p.m.  Aloha Fridays  Habibi Shack,9 p.m. - 12 a.m.  Habibi Shack  Dulce Europa Shaved Ice
12/9/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Poppa Joe's Kitchen,5 p.m. - 9 p.m.  8E8 Thai Street Food  Smile Hotdog,9 p.m. - 12 a.m.  Wafl
12/9/2023,Sproul Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Pinch of Flavor,5 p.m. - 9 p.m.  Aloha Fridays  Perro 1-10 Tacos,9 p.m. - 12 a.m.  Aloha Fridays  Salpicon
12/10/2023,Rieber Turnaround Food Trucks ,CLOSED,11 a.m. - 2 p.m.  Sugo Italiano,5 p.m. - 9 p.m.  Aloha Fridays  Pinch of Flavor,9 p.m. - 12 a.m.  Flamin Hot Chicken
