stat,stat_value,season,school,player
3PT_pct,0.4713,1994,Saint Francis (PA),Rob Wooster
3PT_pct,0.4709,1995,Penn State,Pete Lisicky
3PT_pct,0.4709,2011,Kansas City,Reggie Chamberlain
3PT_pct,0.4701,2013,Creighton,Ethan Wragge
3PT_pct,0.47,2007,Illinois-Chicago,Josh Mayo
3PT_pct,0.4696,2019,Brigham Young,Jake Toolson
3PT_pct,0.4694,2018,Wofford,Nathan Hoover
3PT_pct,0.4691,1994,Purdue,Cuonzo Martin
3PT_pct,0.4685,2007,Vanderbilt,Shan Foster
3PT_pct,0.4682,2010,Northern Arizona,Gabe Rogers
3PT_pct,0.4682,1993,Campbell,Scott Neely
3PT_pct,0.4677,1999,UNC Wilmington,Brett Blizzard
3PT_pct,0.4676,1998,UT Arlington,Keith Green
3PT_pct,0.4672,2005,Marquette,Steve Novak
3PT_pct,0.467,1998,Evansville,Marcus Wilson
rebounds,516,2021,Kentucky,Oscar Tshiebwe
rebounds,511,2021,North Carolina,Armando Bacot
rebounds,508,2010,Morehead State,Kenneth Faried
rebounds,506,1973,UCLA,Bill Walton
rebounds,504,2008,Oklahoma,Blake Griffin
rebounds,474,2015,Evansville,Egidijus Mockevicius
rebounds,469,1990,Murray State,Popeye Jones
rebounds,468,2008,Morehead State,Kenneth Faried
rebounds,467,2008,Santa Clara,John Bryant
rebounds,463,2011,Kansas,Thomas Robinson
rebounds,457,1996,Wake Forest,Tim Duncan
rebounds,457,1989,Nevada-Las Vegas,Larry Johnson
rebounds,456,2009,Morehead State,Kenneth Faried
rebounds,456,1989,Saint Louis,Anthony Bonner
rebounds,455,1985,Navy,David Robinson
rebounds,450,2017,New Mexico State,Jemerrio Jones
rebounds,444,1986,Pittsburgh,Jerome Lane
rebounds,442,2015,Hofstra,Rokas Gustys
rebounds,438,2009,Morgan State,Kevin Thompson
rebounds,438,2005,Louisiana Tech,Paul Millsap
rebounds,436,2016,Purdue,Caleb Swanigan
rebounds,435,2021,Utah Valley,Fardaws Aimaq
rebounds,432,2008,Pittsburgh,DeJuan Blair
rebounds,431,2017,UNC Wilmington,Devontae Cacok
rebounds,431,2016,Seton Hall,Angel Delgado
rebounds,431,2015,Austin Peay,Chris Horton
rebounds,431,1991,Murray State,Popeye Jones
rebounds,427,2004,Utah,Andrew Bogut
rebounds,426,2015,Gonzaga,Domantas Sabonis
rebounds,426,1988,Loyola Marymount,Hank Gathers
rebounds,423,2001,Kansas,Drew Gooden
rebounds,423,1994,Ohio,Gary Trent
rebounds,422,1988,Syracuse,Derrick Coleman
rebounds,421,1991,Louisiana State,Shaquille O'Neal
rebounds,418,2004,Saint Joseph's,Dwayne Jones
rebounds,416,2015,North Carolina,Brice Johnson
rebounds,416,2013,Kentucky,Julius Randle
rebounds,416,2000,Iowa,Reggie Evans
rebounds,416,1985,Ohio State,Brad Sellers
rebounds,415,2015,Weber State,Joel Bolomboy
rebounds,415,2011,Kentucky,Anthony Davis
rebounds,415,2007,UCLA,Kevin Love
rebounds,415,2003,Connecticut,Emeka Okafor
rebounds,414,2009,Radford,Artsiom Parakhouski
rebounds,412,2018,Colorado State,Nico Carvacho
rebounds,412,2007,Rider,Jason Thompson
rebounds,412,1997,Dayton,Ryan Perryman
rebounds,411,2015,Louisiana,Shawn Long
rebounds,411,1990,Louisiana State,Shaquille O'Neal
rebounds,409,2016,Mississippi,Sebastian Saiz
rebounds,409,2014,Stony Brook,Jameel Warney
rebounds,409,1995,Drexel,Malik Rose
rebounds,408,2010,Siena,Ryan Rossiter
rebounds,408,2007,Kansas State,Michael Beasley
rebounds,405,2018,UNC Wilmington,Devontae Cacok
rebounds,405,2017,Arizona,Deandre Ayton
rebounds,405,1999,Fairfield,Darren Phillip
rebounds,404,2016,Toledo,Steve Taylor
rebounds,404,2013,Towson,Jerrelle Benimon
rebounds,404,1994,Drexel,Malik Rose
rebounds,403,1990,Coppin State,Larry Stewart
rebounds,403,1988,Xavier,Tyrone Hill
rebounds,402,2017,Seton Hall,Angel Delgado
rebounds,402,1999,Fresno State,Larry Abney
rebounds,402,1989,Xavier,Tyrone Hill
rebounds,401,2014,Delaware State,Kendall Gray
rebounds,401,2011,Colorado,Andre Roberson
rebounds,401,2008,Notre Dame,Luke Harangody
rebounds,401,2006,Vermont,Chris Holm
rebounds,401,1994,Wake Forest,Tim Duncan
rebounds,399,2019,Quinnipiac,Kevin Marfo
rebounds,399,2007,North Carolina,Tyler Hansbrough
rebounds,399,1985,St. John's (NY),Walter Berry
rebounds,398,1989,Syracuse,Derrick Coleman
rebounds,397,2018,Minnesota,Jordan Murphy
rebounds,397,2004,North Carolina,Sean May
rebounds,395,2015,New Mexico State,Pascal Siakam
rebounds,395,1995,Wake Forest,Tim Duncan
rebounds,395,1989,Clemson,Dale Davis
rebounds,395,1987,Loyola (IL),Kenny Miller
rebounds,394,2014,Baylor,Rico Gathers
rebounds,394,2011,Michigan State,Draymond Green
rebounds,394,1995,Mississippi Valley State,Marcus Mann
rebounds,393,2019,Notre Dame,John Mooney
rebounds,393,2017,Eastern Michigan,James Thompson IV
rebounds,393,2007,Texas,Damion James
rebounds,393,1994,TCU,Kurt Thomas
rebounds,393,1992,Southern,Jervaughn Scales
rebounds,392,2013,Tennessee,Jarnell Stokes
rebounds,392,2006,Little Rock,Rashad Jones-Jennings
rebounds,391,2008,Washington,Jon Brockman
rebounds,390,2006,Texas,Kevin Durant
rebounds,389,1997,North Carolina,Antawn Jamison
rebounds,389,1990,Georgetown,Dikembe Mutombo
rebounds,388,2015,Louisiana State,Ben Simmons
rebounds,388,2011,Siena,O.D. Anosike
rebounds,388,2011,New Mexico,Drew Gordon
rebounds,388,2010,Maryland,Jordan Williams
rebounds,388,2008,Connecticut,Hasheem Thabeet
rebounds,387,2019,Drexel,James Butler
rebounds,387,2008,Kansas,Cole Aldrich
rebounds,387,1999,Ohio,Shaun Stonerook
rebounds,387,1987,South Carolina State,Rodney Mack
assists,406,1986,Nevada-Las Vegas,Mark Wade
assists,399,1987,Southern,Avery Johnson
assists,373,1987,Bradley,Anthony Manuel
assists,351,2011,North Carolina,Kendall Marshall
assists,333,1986,Southern,Avery Johnson
assists,331,2018,Murray State,Ja Morant
assists,328,1985,St. John's (NY),Mark Jackson
assists,327,2011,Iona,Scott Machado
assists,326,1988,Syracuse,Sherman Douglas
assists,324,2015,Oakland,Kay Felder
assists,310,1992,New Mexico State,Sam Crawford
assists,310,1990,Nevada-Las Vegas,Greg Anthony
assists,303,1987,Georgia Tech,Craig Neal
assists,301,1990,East Tennessee State,Keith Jennings
assists,299,1998,Oklahoma State,Doug Gottlieb
assists,299,1990,NC State,Chris Corchiani
assists,297,1989,East Tennessee State,Keith Jennings
assists,294,1997,Arizona State,Ahlon Lewis
assists,294,1987,Temple,Howard Evans
assists,293,2007,Davidson,Jason Richards
assists,293,1999,Oklahoma State,Doug Gottlieb
assists,291,2018,Michigan State,Cassius Winston
assists,291,2012,Syracuse,Michael Carter-Williams
assists,290,2008,Oakland,Johnathon Jones
assists,289,2013,Long Island University,Jason Brickman
assists,289,2012,Long Island University,Jason Brickman
assists,289,1990,Duke,Bobby Hurley
assists,289,1989,Nevada-Las Vegas,Greg Anthony
assists,289,1986,Syracuse,Sherman Douglas
assists,288,1989,Duke,Bobby Hurley
assists,288,1987,Syracuse,Sherman Douglas
assists,286,2006,Marist,Jared Jordan
assists,286,2001,Maryland,Steve Blake
assists,286,2000,Cal State Northridge,Markus Carr
assists,285,1989,Georgia Tech,Kenny Anderson
assists,284,2017,Saint Mary's (CA),Emmett Naar
assists,284,1999,North Carolina,Ed Cota
assists,284,1994,Baylor,Nelson Haggerty
assists,283,1990,Loyola Marymount,Terrell Lowery
assists,283,1985,Nevada-Las Vegas,Mark Wade
assists,282,2017,Kansas,Devonte' Graham
assists,282,1991,New Mexico State,Sam Crawford
assists,281,2017,Southern California,Jordan McLaughlin
assists,281,2010,Iona,Scott Machado
assists,281,1995,Syracuse,Lazarus Sims
assists,280,1999,Nevada-Las Vegas,Mark Dickel
assists,280,1987,Oklahoma,Ricky Grace
assists,279,2017,Oklahoma,Trae Young
assists,278,2013,Louisiana Tech,Speedy Smith
assists,278,1988,Holy Cross,Glenn Williams
assists,278,1985,Kansas,Cedric Hunter
assists,276,1986,Wake Forest,Muggsy Bogues
assists,275,2015,Brigham Young,Kyle Collinsworth
assists,275,2015,Ohio,Jaaron Simmons
assists,275,1985,Bradley,Jim Les
assists,274,2016,UCLA,Lonzo Ball
assists,274,1998,Michigan State,Mateen Cleaves
assists,274,1997,North Carolina,Ed Cota
assists,274,1993,Marquette,Tony Miller
assists,273,2001,Texas,T.J. Ford
assists,272,1993,California,Jason Kidd
assists,271,1987,Loyola Marymount,Corey Gaines
assists,270,2008,Pittsburgh,Levance Fields
assists,270,1986,Charleston Southern,Tony Fairley
assists,267,2021,Saint Louis,Yuri Collins
assists,267,2015,Milwaukee,Jordan Johnson
assists,267,2014,Louisiana Tech,Speedy Smith
assists,266,1988,NC State,Chris Corchiani
assists,265,1993,Texas A&M,David Edwards
assists,264,2004,Illinois,Deron Williams
assists,264,1989,Louisiana,Aaron Mitchell
assists,263,2010,Ohio,D.J. Cooper
assists,262,1992,Duke,Bobby Hurley
assists,262,1989,Idaho,Otis Livingston
assists,262,1985,Clemson,Grayson Marshall
assists,262,1985,Memphis,Andre Turner
assists,261,2009,Siena,Ronald Moore
assists,260,2014,Gardner-Webb,Tyler Strange
assists,260,2012,Michigan,Trey Burke
assists,260,1989,Drexel,Todd Lehmann
assists,260,1986,Wagner,Andre Van Drost
assists,259,1990,Jacksonville,Danny Tirado
assists,257,1990,Missouri State,Arnold Bernard
assists,256,2012,UCLA,Larry Drew
assists,256,2003,Troy,Greg Davis
assists,256,1994,Oklahoma State,Andre Owens
assists,255,2012,Baylor,Pierre Jackson
assists,255,2011,Liberty,Jesse Sanders
assists,255,1986,Middle Tennessee,Duane Washington
assists,254,2018,TCU,Alex Robinson
assists,254,2009,Illinois,Demetri McCamey
assists,254,2008,Syracuse,Jonny Flynn
assists,254,2002,Texas,T.J. Ford
assists,254,1991,Tennessee Tech,Van Usher
assists,253,2018,UNC Wilmington,Kai Toews
assists,253,2014,Notre Dame,Jerian Grant
assists,253,2003,Connecticut,Taliek Brown
assists,253,1992,Wright State,Mark Woods
assists,253,1985,Old Dominion,Frank Smith
assists,252,2020,Oakland,Jalen Moore
assists,252,2014,Oakland,Kay Felder
assists,252,2001,Kansas,Aaron Miles
assists,252,2001,Notre Dame,Chris Thomas
assists,252,2000,St. John's (NY),Omar Cook
steals,160,2001,Alabama A&M,Desmond Cambridge
steals,150,1987,Oklahoma,Mookie Blaylock
steals,142,1987,Florida A&M,Aldwin Ware
steals,139,2001,Providence,John Linehan
steals,139,1985,Chicago State,Darron Brittman
steals,138,1989,Connecticut,Nadav Henefeld
steals,131,1988,Oklahoma,Mookie Blaylock
steals,130,1989,Eastern Washington,Ronn McMahon
steals,127,2015,Omaha,Tra-Deon Hollins
steals,126,2018,Washington,Matisse Thybulle
steals,125,2004,Alabama A&M,Obie Trotter
steals,124,2016,Texas A&M-Corpus Christi,Ehab Amin
steals,124,1995,Georgetown,Allen Iverson
steals,124,1987,Towson,Marty Johnson
steals,123,1999,Tulsa,Eric Coley
steals,121,2019,Merrimack,Juvaris Hayes
steals,121,2013,Virginia Commonwealth,Briante Weber
steals,120,1993,Louisiana,Shawn Griggs
steals,120,1985,St. Francis (NY),Jim Paguaga
steals,118,1995,McNeese State,Pointer Williams
steals,114,1986,Charleston Southern,Tony Fairley
steals,112,2017,West Virginia,Jevon Carter
steals,112,2008,Cleveland State,Cedric Jackson
steals,112,1990,Connecticut,Scott Burrell
steals,111,2006,Virginia Military Institute,Travis Holmes
steals,111,1990,Providence,Eric Murdock
steals,111,1988,Texas,Lance Blanks
steals,111,1988,Cleveland State,Kenny Robertson
steals,110,1995,Maryland,Johnny Rhodes
steals,110,1992,California,Jason Kidd
steals,109,2018,Texas-Rio Grande Valley,Javon Levi
steals,109,2012,Syracuse,Michael Carter-Williams
steals,109,1993,San Francisco,Gerald Walker
steals,109,1992,Wright State,Mark Woods
steals,109,1990,East Tennessee State,Keith Jennings
steals,109,1989,Coastal Carolina,Robert Dowdell
steals,108,2021,Richmond,Jacob Gilyard
steals,108,2016,Omaha,Tra-Deon Hollins
steals,108,2000,TCU,Greedy Daniels
steals,108,1995,Massachusetts,Edgar Padilla
steals,107,2003,St. Bonaventure,Marques Green
steals,107,2000,Alabama A&M,Desmond Cambridge
steals,107,1999,Liberty,Carl Williams
steals,106,2002,UAB,Eric Bush
steals,106,1995,Jackson State,Roderick Taylor
steals,106,1989,Nevada-Las Vegas,Greg Anthony
steals,106,1987,Southern,Avery Johnson
steals,105,2008,Virginia Military Institute,Chavis Holmes
steals,105,2005,Houston,Oliver Lafayette
steals,105,2001,Texas-Rio Grande Valley,Mire Chatman
steals,105,2001,St. John's (NY),Marcus Hatten
steals,105,1988,Texas Southern,Darrion Applewhite
steals,105,1986,Boise State,Doug Usitalo
steals,104,1990,Tennessee Tech,Van Usher
steals,104,1989,Centenary (LA),Larry Robinson
steals,103,2018,UNC Greensboro,Isaiah Miller
steals,103,2007,South Carolina,Devan Downey
steals,103,2000,Sam Houston State,Senecca Wall
steals,103,1999,St. Bonaventure,Tim Winn
steals,103,1998,George Washington,Shawnta Rogers
steals,103,1997,Ball State,Bonzi Wells
steals,103,1987,Oklahoma,Ricky Grace
steals,103,1987,Oral Roberts,Haywoode Workman
steals,102,2012,Florida Gulf Coast,Bernard Thompson
steals,102,2011,Seton Hall,Fuquan Edwin
steals,102,2005,Holy Cross,Kevin Hamilton
steals,102,2001,St. Bonaventure,Marques Green
steals,102,1999,Hofstra,Speedy Claxton
steals,102,1998,Nebraska,Cookie Belcher
steals,102,1998,Xavier,James Posey
steals,102,1994,Arkansas,Clint McDaniel
steals,102,1992,Utah State,Jay Goodman
steals,101,2018,South Florida,Laquincy Rideau
steals,101,2017,Washington,Matisse Thybulle
steals,101,2010,Brigham Young,Jackson Emery
steals,101,2001,Syracuse,James Thues
steals,101,1998,Syracuse,Jason Hart
steals,101,1998,Temple,Pepe Sanchez
steals,101,1996,Pittsburgh,Kellii Taylor
steals,101,1995,Long Beach State,Rasul Salahuddin
steals,101,1994,Texas,Roderick Anderson
steals,101,1988,Minnesota,Melvin Newbern
steals,101,1988,Providence,Carlton Screen
steals,101,1985,Miami (OH),Ron Harper
steals,100,2018,Florida International,Brian Beard
steals,100,2016,Gardner-Webb,Laquincy Rideau
steals,100,2014,Hawaii,Roderick Bobbitt
steals,100,2012,Oakland,Duke Mondy
steals,100,2002,St. John's (NY),Marcus Hatten
steals,100,1997,DePaul,Willie Coleman
steals,100,1995,Cal Poly,Ben Larson
steals,100,1992,Western Kentucky,Darnell Mee
steals,100,1990,Arkansas,Lee Mayberry
steals,100,1990,St. Francis (NY),Lynn Smith
steals,100,1989,Oregon State,Gary Payton
steals,100,1985,Hofstra,Leroy Allen
steals,99,2019,Richmond,Jacob Gilyard
steals,99,2016,UNC Asheville,Ahmad Thomas
steals,99,2014,Eastern Kentucky,Corey Walden
steals,99,2012,Oklahoma State,Marcus Smart
steals,99,1993,Oklahoma State,Brooks Thompson
steals,95,2014,UCLA,Jordan Adams
blocks,207,1985,Navy,David Robinson
blocks,196,2005,Northeastern,Shawn James
blocks,188,2006,Alabama A&M,Mickell Gladness
blocks,186,2011,Kentucky,Anthony Davis
blocks,182,2009,Marshall,Hassan Whiteside
blocks,180,1996,Colgate,Adonal Foyle
blocks,178,1995,Central Connecticut State,Keith Closs
blocks,177,1990,Brigham Young,Shawn Bradley
blocks,172,2001,Louisiana-Monroe,Wojciech Myrda
blocks,170,2009,Mississippi State,Jarvis Varnado
blocks,170,2008,Mississippi State,Jarvis Varnado
blocks,169,1988,Georgetown,Alonzo Mourning
blocks,168,2006,Massachusetts,Stephane Lasme
blocks,165,2004,Fairfield,Deng Gai
blocks,165,1995,Colgate,Adonal Foyle
blocks,163,2005,Wyoming,Justin Williams
blocks,161,1999,Ohio State,Ken Johnson
blocks,160,1991,Georgetown,Alonzo Mourning
blocks,157,2007,Mississippi State,Jarvis Varnado
blocks,157,1991,Louisiana State,Shaquille O'Neal
blocks,156,2010,Northwestern State,William Mosley
blocks,156,2002,Connecticut,Emeka Okafor
blocks,156,1995,Alabama,Roy Rogers
blocks,155,2021,Auburn,Walker Kessler
blocks,152,2008,Connecticut,Hasheem Thabeet
blocks,151,1990,Georgetown,Dikembe Mutombo
blocks,148,2021,Western Kentucky,Jamarion Sharp
blocks,147,2007,Connecticut,Hasheem Thabeet
blocks,147,2003,Connecticut,Emeka Okafor
blocks,147,2000,Hampton,Tarvis Williams
blocks,147,1994,Colgate,Adonal Foyle
blocks,146,2012,Kansas,Jeff Withey
blocks,145,2009,Rutgers,Hamady N'Diaye
blocks,144,1999,Louisiana-Monroe,Wojciech Myrda
blocks,144,1994,Wyoming,Theo Ratliff
blocks,144,1986,Navy,David Robinson
blocks,143,2007,Tulsa,Jerome Jordan
blocks,143,1990,Maryland,Cedric Lewis
blocks,142,1993,Marquette,Jim McIlvaine
blocks,141,1997,Georgia Tech,Alvin Jones
blocks,140,2011,Kansas,Jeff Withey
blocks,140,1997,Penn State,Calvin Booth
blocks,140,1990,Louisiana State,Shaquille O'Neal
blocks,139,1994,Central Connecticut State,Keith Closs
blocks,139,1991,Vermont,Kevin Roberson
blocks,138,2001,Connecticut,Emeka Okafor
blocks,138,1997,Syracuse,Etan Thomas
blocks,137,2005,Duke,Shelden Williams
blocks,136,2004,Northeastern,Shawn James
blocks,135,1998,Hampton,Tarvis Williams
blocks,135,1994,Wake Forest,Tim Duncan
blocks,134,2017,Marshall,Ajdin Penava
blocks,134,1996,Tennessee Tech,Lorenzo Coleman
blocks,133,2013,Arizona State,Jordan Bachynski
blocks,133,2012,St. John's (NY),Chris Obekpa
blocks,133,2009,Baylor,Ekpe Udoh
blocks,133,2001,Northwestern State,D'Or Fischer
blocks,133,2000,Seton Hall,Eddie Griffin
blocks,131,2021,Morehead State,Johni Broome
blocks,131,2007,Alabama A&M,Mickell Gladness
blocks,131,1998,Syracuse,Etan Thomas
blocks,130,2016,Nicholls State,Liam Thomas
blocks,129,1988,UAB,Alan Ogg
blocks,128,2011,Louisville,Gorgui Dieng
blocks,128,1995,Massachusetts,Marcus Camby
blocks,128,1989,Georgetown,Dikembe Mutombo
blocks,127,1988,Syracuse,Derrick Coleman
blocks,125,2016,Georgia Tech,Ben Lammers
blocks,125,2011,Northwestern State,William Mosley
blocks,125,2010,Oakland,Keith Benson
blocks,125,2009,Kansas,Cole Aldrich
blocks,125,2000,Ohio State,Ken Johnson
blocks,125,1997,Florida A&M,Jerome James
blocks,125,1996,St. Francis (NY),Richard Lugo
blocks,124,2013,Nevada-Las Vegas,Khem Birch
blocks,124,2003,West Virginia,D'Or Fischer
blocks,124,2002,Auburn,Kyle Davis
blocks,124,1994,Maryland-Baltimore County,Pascal Fleury
blocks,124,1993,Wake Forest,Tim Duncan
blocks,124,1992,Wyoming,Theo Ratliff
blocks,124,1992,Clemson,Sharone Wright
blocks,124,1989,Rhode Island,Kenny Green
blocks,124,1988,Temple,Duane Causwell
blocks,123,2000,Louisiana-Monroe,Wojciech Myrda
blocks,123,1985,Temple,Tim Perry
blocks,122,2012,Akron,Zeke Marshall
blocks,122,2004,Duke,Shelden Williams
blocks,122,1994,Tennessee Tech,Lorenzo Coleman
blocks,121,2014,Connecticut,Amida Brimah
blocks,121,2001,Maine,Justin Rowe
blocks,121,1991,Iowa,Acie Earl
blocks,121,1991,Alabama,Robert Horry
blocks,121,1989,Stetson,Lorenzo Williams
blocks,121,1985,Saint Joseph's,Rodney Blake
blocks,120,2013,Manhattan,Rhamel Brown
blocks,120,2012,Arizona State,Jordan Bachynski
blocks,120,2011,Saint Joseph's,C.J. Aiken
blocks,120,2000,North Carolina,Brendan Haywood
blocks,120,1995,Wake Forest,Tim Duncan
blocks,119,2019,Florida International,Osasumwen Osaghae
blocks,119,2015,Valparaiso,Vashil Fernandez
blocks,119,1996,Florida A&M,Jerome James
blocks,119,1995,Florida A&M,Jerome James
blocks,102,2014,UCLA,Jordan Adams
mins_played,1543,2010,Connecticut,Kemba Walker
mins_played,1474,2017,Kansas,Devonte' Graham
mins_played,1470,2009,Duke,Jon Scheyer
mins_played,1443,2017,Syracuse,Tyus Battle
mins_played,1436,2009,Duke,Kyle Singler
mins_played,1432,2017,Michigan,Muhammad-Ali Abdur-Rahkman
mins_played,1426,2021,Richmond,Jacob Gilyard
mins_played,1422,2017,Syracuse,Frank Howard
mins_played,1411,2017,Syracuse,Oshae Brissett
mins_played,1409,2012,Syracuse,Michael Carter-Williams
mins_played,1408,2014,Notre Dame,Jerian Grant
mins_played,1404,2013,Connecticut,Shabazz Napier
mins_played,1403,2015,Syracuse,Michael Gbinije
mins_played,1398,2013,Providence,Bryce Cotton
mins_played,1396,2014,Duke,Quinn Cook
mins_played,1394,2012,Syracuse,C.J. Fair
mins_played,1393,2010,Creighton,Antoine Young
mins_played,1391,2017,North Texas,Ryan Woolridge
mins_played,1384,2014,Louisiana-Monroe,Nick Coppola
mins_played,1380,2017,Marshall,Jon Elmore
mins_played,1380,2010,Virginia Commonwealth,Bradford Burgess
mins_played,1378,2012,Michigan,Trey Burke
mins_played,1376,2009,Ohio State,Jon Diebler
mins_played,1374,2021,Kansas,Christian Braun
mins_played,1369,2011,Louisville,Kyle Kuric
mins_played,1367,2021,Kansas,Ochai Agbaji
mins_played,1363,2010,Kentucky,Brandon Knight
mins_played,1360,2009,West Virginia,Da'Sean Butler
mins_played,1354,2017,Western Kentucky,Darius Thompson
mins_played,1351,2014,Notre Dame,Pat Connaughton
mins_played,1350,2017,Northern Colorado,Jonah Radebaugh
mins_played,1349,2018,Oregon,Payton Pritchard
mins_played,1349,2013,Fresno State,Marvelle Harris
mins_played,1349,2009,Duke,Nolan Smith
mins_played,1348,2017,Notre Dame,T.J. Gibbs
mins_played,1348,2012,Syracuse,Brandon Triche
mins_played,1347,2015,Syracuse,Trevor Cooney
mins_played,1347,2014,Louisiana-Monroe,Tylor Ongwae
mins_played,1347,2014,Stanford,Chasson Randle
mins_played,1346,2017,Kansas,Sviatoslav Mykhailiuk
mins_played,1345,2018,Virginia,Kyle Guy
mins_played,1345,2016,Michigan,Zak Irvin
mins_played,1344,2009,Ohio State,David Lighty
mins_played,1343,2010,Virginia Commonwealth,Joey Rodriguez
mins_played,1341,2018,Duke,R.J. Barrett
mins_played,1341,2015,Saint Joseph's,DeAndre Bembry
mins_played,1340,2012,Notre Dame,Eric Atkins
mins_played,1339,2010,Richmond,Kevin Anderson
mins_played,1337,2017,Boston College,Ky Bowman
mins_played,1333,2015,Old Dominion,Trey Freeman
mins_played,1332,2021,North Carolina,Caleb Love
mins_played,1331,2015,Iowa State,Monte Morris
mins_played,1330,2018,Marshall,Jon Elmore
mins_played,1325,2013,Canisius,Billy Baron
mins_played,1324,2021,North Carolina,RJ Davis
mins_played,1324,2021,Duke,Wendell Moore
mins_played,1324,2012,Michigan,Tim Hardaway
mins_played,1323,2018,Saint Louis,Javon Bess
mins_played,1323,2016,Michigan,Derrick Walton
mins_played,1323,2015,NJIT,Damon Lynn
mins_played,1323,2010,Brigham Young,Jimmer Fredette
mins_played,1322,2014,Duke,Tyus Jones
mins_played,1322,2014,Oregon,Joe Young
mins_played,1321,2018,Hofstra,Justin Wright-Foreman
mins_played,1320,2014,Stanford,Anthony Brown
mins_played,1320,2014,Wisconsin,Josh Gasser
mins_played,1320,2011,Ohio State,William Buford
mins_played,1320,2011,Mercer,Langston Hall
mins_played,1320,2010,Ohio State,Jon Diebler
mins_played,1319,2017,Duke,Grayson Allen
mins_played,1319,2014,Wisconsin,Nigel Hayes
mins_played,1318,2008,UCLA,Russell Westbrook
mins_played,1318,2018,Auburn,Jared Harper
mins_played,1318,2014,Evansville,D.J. Balentine
mins_played,1318,2014,Notre Dame,Demetrius Jackson
mins_played,1318,2013,Wisconsin,Ben Brust
mins_played,1318,2013,Siena,Marquis Wright
mins_played,1317,2015,Duke,Grayson Allen
mins_played,1316,2018,Old Dominion,Ahmad Caver
mins_played,1315,2018,TCU,Desmond Bane
mins_played,1315,2016,Central Florida,Matt Williams
mins_played,1315,2010,Bethune-Cookman,Clifford Reed
mins_played,1314,2017,Western Kentucky,Justin Johnson
mins_played,1314,2016,Duke,Luke Kennard
mins_played,1313,2017,West Virginia,Jevon Carter
mins_played,1313,2009,Ohio,D.J. Cooper
mins_played,1312,2017,Western Kentucky,Taveion Hollingsworth
mins_played,1312,2012,Michigan,Glenn Robinson
mins_played,1312,2011,Louisville,Gorgui Dieng
mins_played,1312,2009,Notre Dame,Tory Jackson
mins_played,1311,2014,Wisconsin,Frank Kaminsky
mins_played,1311,2012,Miami (FL),Shane Larkin
mins_played,1309,2018,DePaul,Max Strus
mins_played,1309,2016,Georgia Tech,Ben Lammers
mins_played,1309,2015,Oklahoma,Buddy Hield
mins_played,1309,2014,Michigan State,Travis Trice
mins_played,1309,2012,Ohio State,Deshaun Thomas
mins_played,1308,2018,Michigan State,Cassius Winston
mins_played,1308,2017,Penn State,Tony Carr
mins_played,1307,2014,UCLA,Bryce Alford
mins_played,1307,2013,Towson,Jerrelle Benimon
